Gene	wt_ribo_YPD1	wt_ribo_YPD2	wt_ribo_YPD3	ncs2d_ribo_YPD1	ncs2d_ribo_YPD2	ncs2d_ribo_YPD3	elp6d_ribo_YPD1	elp6d_ribo_YPD2	elp6d_ribo_YPD3	ncs2d_elp6d_ribo_YPD1	ncs2d_elp6d_ribo_YPD2	ncs2d_elp6d_ribo_YPD3
NM_001181111.1	22279	21012	21049	24515	24784	24111	23907	23356	24890	24770	25115	24237
NM_001181112.1	386	441	530	502	466	475	489	468	423	465	477	457
NM_001181113.1	104	86	113	91	94	78	108	104	82	93	97	97
NM_001181114.1	169	189	219	178	195	190	199	195	192	186	176	214
NM_001181115.1	0	1	0	1	4	5	2	1	1	3	3	1
NM_001181116.1	81	87	81	92	78	88	55	71	61	96	77	87
NM_001181117.1	35	41	43	18	15	15	25	35	11	12	6	9
NM_001181118.1	819	832	868	793	756	770	949	1008	859	755	775	773
NM_001181119.1	29176	26425	27809	20399	21103	23045	20191	19793	21578	15133	15551	15463
NM_001181120.1	231	210	217	237	274	232	264	283	281	287	268	289
NM_001181121.1	826	640	456	245	227	222	303	300	214	91	97	106
NM_001181122.1	157	187	161	158	167	147	136	156	174	134	146	143
NM_001181123.1	253	262	282	253	228	194	250	245	234	178	207	193
NM_001181124.1	2	3	8	2	1	5	3	5	3	3	2	4
NM_001181125.1	8	5	11	12	8	15	34	9	32	58	54	46
NM_001181127.1	0	0	0	2	0	3	0	3	0	1	0	1
NM_001181129.1	7	7	3	37	38	41	10	13	26	69	92	88
NM_001181130.3	1501	1361	1332	1666	1651	1583	1582	1517	1568	1824	1810	1865
NM_001181131.1	346	385	406	327	330	326	333	328	327	304	325	323
NM_001181132.1	308	286	367	381	364	320	466	455	426	502	503	484
NM_001181133.1	306	312	287	259	291	310	279	307	252	264	295	279
NM_001181134.3	839	828	882	859	849	801	623	606	572	676	654	620
NM_001181135.1	143	129	116	153	136	149	115	130	128	151	114	152
NM_001181136.1	587	595	671	613	614	709	617	591	610	620	601	525
NM_001181137.1	219	201	184	305	276	280	238	232	246	353	407	375
NM_001181138.3	1137	1146	1108	921	849	831	724	779	760	857	825	729
NM_001181139.1	300	324	304	342	337	351	335	368	374	395	363	354
NM_001181141.1	428	451	390	415	489	444	468	508	511	480	524	555
NM_001181142.1	313	319	335	346	361	334	282	255	269	310	266	283
NM_001181143.3	3641	4348	3087	2784	2546	2604	1884	2009	2283	1583	1416	1669
NM_001181144.1	102	76	134	77	97	109	123	126	103	110	76	83
NM_001181145.1	87	82	103	93	92	74	94	118	78	101	108	93
NM_001181146.1	531	541	559	526	515	540	574	593	529	520	502	496
NM_001181148.3	597	569	651	626	642	675	670	656	703	696	698	638
NM_001181149.1	2102	1990	1871	1694	2005	1849	2101	2188	2291	1848	1879	1735
NM_001181150.1	142	135	182	126	113	147	125	148	153	121	111	116
NM_001181152.1	98	79	85	70	80	86	94	91	92	95	95	110
NM_001181153.3	264	294	309	292	311	286	282	235	265	260	276	256
NM_001181155.3	1451	1568	1678	1722	1730	1829	1800	1757	1515	1622	1691	1710
NM_001181156.1	25188	23034	22523	21240	22177	21442	21344	20739	21884	19641	20123	18554
NM_001181157.3	217	186	196	170	189	235	216	207	207	186	214	214
NM_001181158.3	348	375	393	426	423	412	354	401	370	507	456	422
NM_001181159.1	189	213	221	212	204	194	167	189	187	196	188	172
NM_001181160.1	264	321	301	281	281	285	274	323	362	279	250	271
NM_001181161.3	534	600	768	630	591	740	897	798	781	942	1007	913
NM_001181162.3	475	509	514	486	512	500	518	613	476	527	506	523
NM_001181163.1	24873	23296	20690	20380	21238	18179	18654	18795	19367	16521	16233	15397
NM_001181164.1	196	186	229	144	151	199	148	153	156	151	151	113
NM_001181165.3	254	247	271	232	251	258	292	267	216	245	229	229
NM_001181166.3	4029	3974	3547	4263	4515	4081	3888	3756	4107	3982	3978	3561
NM_001181167.1	811	774	800	892	969	867	944	916	865	1041	1010	1063
NM_001181169.3	158	210	232	176	170	161	196	187	198	153	168	180
NM_001181170.3	390	421	370	358	324	328	323	392	383	350	314	320
NM_001181171.1	84	85	82	92	108	141	78	96	100	108	104	118
NM_001181172.1	45	31	50	109	95	136	126	132	113	299	266	246
NM_001181173.1	519	515	528	516	568	626	619	665	678	659	653	670
NM_001181175.3	191	176	187	148	148	166	162	171	178	200	184	181
NM_001181176.3	578	530	551	510	476	502	512	497	469	438	439	411
NM_001181177.1	489	506	588	691	695	632	546	598	575	755	756	661
NM_001181178.1	280	314	348	212	223	144	199	207	231	165	190	183
NM_001181181.1	40	28	24	19	41	51	31	39	52	67	55	59
NM_001181182.3	13	17	23	13	19	22	23	21	22	11	33	24
NM_001181183.4	4289	4040	4238	4112	4314	4152	4268	4181	4261	4513	4063	4120
NM_001181184.1	3468	3761	3468	3218	3228	3145	2998	2932	2910	2836	3043	3042
NM_001181185.1	678	738	763	726	727	723	758	788	757	735	638	701
NM_001181186.3	94	89	93	66	80	93	95	74	90	96	84	92
NM_001181187.2	275	279	258	261	298	265	295	316	295	403	365	344
NM_001181188.3	0	5	0	4	2	7	6	0	4	6	7	4
NM_001181189.3	8076	7687	8120	7301	7525	6697	8810	8952	8141	7869	8120	7743
NM_001181190.1	13480	12030	10800	10423	10547	9329	9829	9393	10196	7413	6866	7584
NM_001181191.1	57	56	85	53	56	73	63	67	82	82	73	74
NM_001181192.3	596	474	517	559	597	626	604	608	626	618	619	607
NM_001181194.1	472	531	523	633	686	684	665	699	678	601	668	614
NM_001181195.3	1	2	0	5	1	5	3	4	1	8	10	12
NM_001181196.4	16	31	21	16	32	22	29	29	28	32	38	33
NM_001181197.1	208	183	200	179	186	151	159	185	212	176	175	176
NM_001181199.2	54	38	40	52	47	56	54	49	70	72	66	77
NM_001181200.3	263	256	295	238	259	258	303	275	278	270	235	271
NM_001181201.1	279	323	337	384	394	353	316	316	329	413	352	394
NM_001181203.3	429	444	427	452	480	472	440	455	436	456	459	461
NM_001181204.3	89	86	106	82	80	84	74	78	88	92	82	80
NM_001181205.1	233	187	208	219	195	242	225	174	198	196	198	213
NM_001181206.1	192	184	213	139	157	161	171	188	220	164	177	187
NM_001181207.3	999	903	902	1058	1000	1043	751	787	794	900	866	818
NM_001181208.1	703	783	647	642	643	695	579	537	624	560	581	574
NM_001181209.3	768	798	765	767	835	786	896	865	869	804	808	810
NM_001181210.3	582	611	605	441	476	459	346	353	387	344	357	327
NM_001181211.1	1152	1036	1172	815	830	853	717	796	780	803	723	692
NM_001181212.1	2482	2410	2232	2119	2084	2126	1880	1932	2065	1899	1894	1851
NM_001181213.3	408	393	440	434	413	399	381	375	372	374	342	336
NM_001181214.1	35831	34188	30210	30927	30886	27983	27659	27852	29951	25426	24211	24189
NM_001181215.3	8063	8052	8190	10188	10473	9658	10616	10644	11144	12629	11873	12195
NM_001181216.3	756	577	462	723	635	396	275	481	281	350	331	315
NM_001181217.1	65	29	39	65	59	63	58	78	58	196	191	171
NM_001181218.1	422	439	435	447	436	445	417	414	370	408	402	459
NM_001181219.3	2600	2339	2518	2396	2418	2434	2365	2299	2457	2063	2031	2080
NM_001181220.1	214	232	214	218	233	230	237	240	234	240	236	235
NM_001181221.3	605	624	628	525	533	512	467	473	454	479	459	451
NM_001181222.3	451	456	551	466	518	488	582	538	601	646	602	639
NM_001181223.1	17585	16763	16903	18475	18047	18206	18544	17982	18855	16816	16545	16985
NM_001181224.1	500	507	448	583	586	611	581	549	617	694	664	624
NM_001181225.3	47	41	48	34	29	26	29	21	52	37	31	29
NM_001181226.1	502	433	433	507	480	652	704	678	621	750	707	748
NM_001181227.3	298	296	316	270	225	220	295	344	273	235	201	217
NM_001181228.3	170	189	250	197	192	207	238	224	241	183	207	192
NM_001181229.1	450	378	441	468	478	483	459	479	500	528	445	494
NM_001181230.1	328	320	304	322	391	368	277	280	265	276	262	294
NM_001181231.3	140	191	208	156	164	167	171	176	135	188	191	174
NM_001181232.1	4669	4570	5262	3922	4185	4207	4264	4237	4407	4285	4293	4071
NM_001181233.3	240	238	300	273	323	316	283	327	333	450	414	425
NM_001181234.3	681	680	665	646	751	596	632	652	568	555	574	565
NM_001181235.1	3968	4086	4357	3864	3994	3938	4403	3967	4007	3387	3581	3640
NM_001181237.1	383	400	374	317	302	267	319	322	363	232	244	242
NM_001181238.3	237	266	250	270	264	227	149	204	217	200	210	222
NM_001181239.3	18	22	27	20	24	23	54	38	33	77	88	55
NM_001181240.1	588	648	596	611	587	513	538	573	525	589	607	578
NM_001181241.1	117	105	132	119	112	89	127	134	132	111	113	115
NM_001181242.3	295	257	277	287	285	233	284	320	313	325	337	324
NM_001181245.1	5236	5473	4646	5627	4900	5073	4861	4742	5077	4750	4689	5034
NM_001181246.3	437	434	461	480	501	526	576	572	546	542	498	526
NM_001181247.3	34738	32832	28408	28208	27735	24786	24034	23924	24905	21960	21046	20498
NM_001181248.1	1575	1631	1362	1424	1249	1311	983	1056	1174	1067	1010	1057
NM_001181249.1	179	203	240	166	162	182	175	213	184	181	152	154
NM_001181250.3	65	72	84	47	44	38	50	48	57	45	59	64
NM_001181251.3	150	189	216	160	191	177	180	209	224	194	211	189
NM_001181252.3	2453	2504	2348	2061	2066	2013	2157	2031	2140	1836	1864	1797
NM_001181253.1	14298	13168	15246	16173	17320	18623	19175	19500	20892	19716	19335	19185
NM_001181254.1	763	790	820	756	723	723	889	936	862	928	968	1011
NM_001181255.3	114	112	121	132	126	147	127	136	124	148	145	131
NM_001181256.1	75	61	48	61	74	60	76	54	64	92	103	126
NM_001181257.3	2052	2070	2002	2131	2108	2018	2278	2332	2252	2392	2258	2241
NM_001181258.3	124	138	151	141	134	126	88	122	93	118	116	112
NM_001181259.1	1756	1751	1369	2047	1705	1632	1390	1404	1460	1963	1833	1937
NM_001181260.1	18	17	10	16	21	15	12	14	8	23	16	14
NM_001181261.3	1175	1170	1325	1415	1496	1649	1501	1458	1399	1557	1629	1609
NM_001181262.1	133	102	156	115	125	111	119	143	174	150	136	154
NM_001181263.3	320	289	283	272	295	296	294	280	301	284	262	256
NM_001181264.3	2059	2022	2304	2187	2183	2324	2141	2192	2147	2176	2166	2113
NM_001181265.1	1798	1806	1523	1990	1792	1717	1466	1510	1466	1872	1725	1690
NM_001181267.1	687	703	630	678	714	659	773	769	777	722	769	829
NM_001181269.3	394	347	415	427	393	445	471	462	482	547	510	516
NM_001181270.1	366	469	440	439	427	427	398	410	415	324	390	364
NM_001181271.3	386	376	390	612	511	358	428	657	380	502	453	490
NM_001181272.3	446	443	457	469	495	381	446	463	432	453	371	441
NM_001181273.1	17	10	13	16	14	10	27	19	29	51	32	34
NM_001181274.2	1766	1743	1852	1940	1795	1747	1702	1574	1749	1660	1509	1632
NM_001181275.3	344	341	372	231	232	195	209	230	223	119	112	129
NM_001181276.3	417	416	427	334	366	361	341	410	427	366	373	398
NM_001181277.3	22501	21449	19777	20353	20486	18883	16392	17949	17513	17732	17617	16450
NM_001181278.1	202	225	230	235	248	223	232	280	219	324	285	282
NM_001181279.1	172	193	198	198	181	157	168	196	199	215	202	208
NM_001181281.3	604	624	565	471	461	429	423	415	473	445	411	442
NM_001181282.2	31	37	48	44	39	28	36	21	19	37	32	18
NM_001181283.3	7	6	0	2	7	2	2	5	3	6	2	4
NM_001181284.3	16199	15920	15851	13593	13471	14064	13223	13362	14324	12153	11470	12295
NM_001181285.1	466	497	415	325	310	285	354	345	377	338	299	313
NM_001181286.1	3147	3560	3510	3309	3077	3179	3352	3284	3086	2788	2757	2868
NM_001181287.3	656	610	591	712	802	710	669	703	782	855	813	819
NM_001181288.1	10270	9554	9040	8018	8030	8885	7971	7774	9446	7028	7130	6836
NM_001181290.3	271	296	372	394	361	440	433	444	402	789	793	760
NM_001181291.3	11186	11490	8594	10990	9410	10503	8360	8355	9691	9047	8515	9522
NM_001181292.3	440	439	449	492	550	459	613	499	523	639	641	615
NM_001181294.1	521	475	459	464	479	493	456	445	445	502	477	445
NM_001181295.1	242	227	287	233	227	273	243	249	235	251	250	269
NM_001181296.3	2724	2766	2423	2977	2631	2768	2356	2399	2472	2503	2639	2562
NM_001181297.1	28	44	45	42	61	31	51	43	53	46	63	66
NM_001181298.3	123	135	130	83	116	114	94	86	103	97	68	72
NM_001181299.1	253	290	296	298	321	288	314	290	299	321	299	319
NM_001181300.1	158	129	142	141	136	124	150	136	167	117	147	133
NM_001181301.3	1235	1319	1325	1542	1589	1538	1370	1402	1275	1317	1337	1364
NM_001181302.1	1731	1835	1824	2386	2323	2314	2189	2032	2179	2572	2760	2528
NM_001181303.3	144	141	153	135	123	139	122	117	136	176	158	122
NM_001181304.1	8787	7996	8786	6770	6759	6354	7326	6878	7015	6601	6421	6039
NM_001181306.1	670	624	789	334	339	290	398	367	366	111	116	103
NM_001181307.3	3076	3167	2998	3353	3132	3222	2878	2897	2921	3119	3014	3107
NM_001181308.1	205	170	167	202	207	185	181	191	173	186	219	212
NM_001181309.3	8778	7756	9372	7476	7928	8288	9287	9292	9530	8224	8277	8332
NM_001181310.3	673	684	670	647	726	685	652	657	711	646	597	515
NM_001181312.1	333	409	325	452	501	437	446	431	406	637	544	588
NM_001181313.1	1613	1647	1900	1889	1902	2033	2191	2138	2084	2204	2087	2247
NM_001181314.3	6105	5796	5539	5281	5331	5116	4915	4985	5124	5407	5369	5187
NM_001181315.1	1754	1772	1652	1798	1590	1766	1406	1474	1499	1462	1410	1362
NM_001181316.3	1719	1581	1794	1517	1571	1449	1531	1381	1375	1358	1288	1326
NM_001181317.3	105	117	122	109	100	84	128	112	128	126	123	107
NM_001181318.1	5080	5531	4963	6083	6701	6071	5593	5710	5509	8275	8145	7946
NM_001181320.1	2314	2299	2158	1780	1709	1662	1714	1655	1633	1424	1401	1385
NM_001181321.3	420376	362210	395870	324309	343544	355200	367577	360907	402087	322617	321581	313237
NM_001181322.1	1278	1393	1208	1186	1136	1165	1037	1069	1041	1136	1016	1103
NM_001181323.3	190	204	246	202	239	276	288	290	237	305	328	299
NM_001181324.3	650	651	609	585	593	611	611	600	581	605	528	536
NM_001181325.1	556	585	438	823	613	606	483	491	535	724	636	788
NM_001181326.1	1347	1770	1301	929	924	710	1009	949	895	938	903	743
NM_001181327.3	641	652	749	592	593	541	692	663	664	647	594	553
NM_001181328.1	871	894	860	834	802	881	888	886	778	746	772	900
NM_001181329.3	1904	1936	2032	2311	2218	2291	2297	2221	2335	2425	2379	2408
NM_001181330.3	29	27	31	46	40	50	67	54	43	94	78	65
NM_001181331.1	674	600	593	564	575	531	561	555	597	695	693	643
NM_001181332.1	177	193	180	201	223	192	253	252	280	314	325	285
NM_001181333.3	12171	11163	10246	9704	10021	10236	10219	10393	11440	9161	8669	9050
NM_001181334.3	311	343	328	341	410	376	425	414	423	432	453	402
NM_001181335.3	144	137	148	129	136	156	143	163	125	130	124	101
NM_001181336.1	1042	1031	860	1299	1258	1238	1103	1060	1089	1364	1456	1393
NM_001181337.1	1358	1167	1129	887	1024	829	915	826	887	716	635	714
NM_001181338.3	5984	5354	5950	6510	6941	6908	6729	6581	6853	7244	7344	6788
NM_001181339.1	1070	1096	1113	943	991	1030	915	875	1033	868	881	888
NM_001181340.3	3547	3719	3206	4015	3999	3692	3791	3863	4066	4786	4352	4540
NM_001181341.3	73	86	93	66	72	65	66	52	82	58	59	55
NM_001181342.1	10	3	10	5	8	5	5	4	4	7	8	12
NM_001181343.1	31566	28536	28798	24881	26377	26818	25955	26964	29239	25184	23885	25014
NM_001181344.3	324	300	320	325	352	356	225	226	221	280	271	237
NM_001181345.1	227	227	216	199	215	243	255	261	248	235	257	239
NM_001181346.3	469	516	423	455	427	429	455	469	436	423	465	460
NM_001181347.3	4651	4896	4795	4175	4088	3679	4220	4239	4201	3748	3601	3784
NM_001181349.1	530	508	504	548	610	613	580	591	565	655	721	611
NM_001181350.2	66	71	71	45	63	58	78	58	75	43	60	43
NM_001181351.3	105	152	134	141	146	139	143	150	149	166	178	174
NM_001181352.1	176	167	203	228	228	270	246	228	231	265	259	239
NM_001181353.3	27	49	39	23	27	23	27	30	24	30	29	13
NM_001181354.3	17	6	11	7	12	13	9	14	11	12	16	12
NM_001181356.2	535	629	618	626	618	632	643	677	660	590	571	633
NM_001181358.1	1378	1330	1504	1057	1031	1099	1146	1145	1226	948	944	963
NM_001181359.3	96	122	77	145	127	96	138	95	111	142	117	126
NM_001181360.1	1315	1286	1509	1850	1841	1947	1921	1875	1970	2224	2201	2154
NM_001181361.3	793	756	794	967	935	972	1009	956	1039	1062	1157	1061
NM_001181362.3	848	811	1027	477	483	348	640	571	448	255	264	246
NM_001181363.1	14076	13047	14339	15358	14894	14165	18090	18482	17297	18087	16362	14672
NM_001181364.1	500	542	562	629	656	598	588	664	628	784	852	751
NM_001181365.3	0	0	0	2	0	2	0	0	0	2	4	1
NM_001181366.1	401	411	356	381	354	348	348	329	319	344	365	377
NM_001181367.3	123	135	137	116	93	91	93	69	99	77	78	81
NM_001181368.3	184	175	166	192	207	184	231	258	235	272	294	260
NM_001181369.1	32201	30213	31598	27653	27375	29351	29260	28793	30142	23658	23670	24089
NM_001181370.3	667	705	704	490	552	531	492	563	543	465	441	443
NM_001181372.1	27	52	43	48	28	30	31	38	29	39	41	31
NM_001181373.3	1083	1077	1040	1318	1346	1329	1465	1434	1430	1688	1650	1536
NM_001181374.3	1776	1810	2047	1861	1776	1915	1814	1786	1818	1700	1682	1725
NM_001181375.1	510	499	573	430	411	416	440	412	454	409	436	390
NM_001181376.1	218	173	196	209	220	222	280	281	323	349	370	350
NM_001181377.3	40	32	19	60	59	40	65	84	38	126	145	141
NM_001181378.1	16	4	8	4	8	5	5	3	1	2	3	2
NM_001181379.3	586	587	647	591	627	500	581	584	618	661	569	605
NM_001181380.3	281	264	279	288	309	293	289	246	277	254	259	253
NM_001181381.1	296	370	351	427	346	442	347	345	365	413	420	411
NM_001181382.1	2116	2217	2357	2872	2784	2912	2894	2762	2932	3135	3251	3072
NM_001181383.3	168753	151461	145283	143119	146581	145073	131420	135709	148819	118244	119449	124542
NM_001181384.1	376	369	391	405	378	379	409	438	418	454	453	400
NM_001181385.3	41	30	29	47	58	55	48	40	33	87	99	72
NM_001181386.3	141	154	184	171	145	180	190	176	198	172	186	147
NM_001181387.1	194	175	169	223	220	281	239	222	256	287	273	261
NM_001181389.1	2501	2545	2074	2258	2332	2195	2387	2307	2424	1991	2144	2194
NM_001181390.3	1168	1232	1256	1277	1290	1414	1558	1569	1641	1690	1664	1737
NM_001181391.1	427	410	480	490	519	503	519	543	565	613	574	628
NM_001181392.3	194	210	171	120	161	179	203	185	198	157	146	185
NM_001181393.3	8617	8377	8528	7969	8279	8059	8892	8462	9175	7798	7659	8262
NM_001181395.1	832	831	892	925	882	894	1027	1035	1071	961	954	993
NM_001181396.1	878	936	958	827	907	833	854	857	870	824	733	774
NM_001181397.3	172	187	166	223	233	205	159	174	196	215	187	185
NM_001181399.1	1033	977	915	1276	1195	1323	1240	1131	1130	1372	1498	1524
NM_001181400.4	740	753	800	712	635	649	750	718	771	713	630	719
NM_001181402.1	0	0	2	1	1	2	2	0	0	1	3	0
NM_001181403.2	444	518	491	549	487	530	528	493	528	470	463	498
NM_001181404.3	577	610	523	571	529	406	416	406	445	418	409	358
NM_001181405.1	701	671	763	694	713	652	830	747	774	737	756	812
NM_001181406.3	433	418	428	510	539	553	516	542	535	634	621	599
NM_001181407.3	220	221	209	220	208	222	222	243	214	216	215	250
NM_001181408.1	17064	16963	14375	11794	11754	11594	9836	10539	11399	8004	8269	8656
NM_001181409.1	816	942	863	851	863	733	593	615	724	726	741	653
NM_001181410.3	1125	1188	1272	1198	1028	1235	1244	1163	1110	1042	1119	1112
NM_001181411.1	14384	13221	13847	13115	14324	14425	16948	16975	16786	15830	16773	17010
NM_001181412.3	401	431	469	417	467	467	438	466	429	445	413	394
NM_001181413.3	2345	2340	2369	2363	2217	1992	2220	2196	2094	2088	2076	1966
NM_001181414.1	17757	16854	13993	17098	16136	15620	13764	13209	15162	14049	14031	14217
NM_001181415.1	418	451	415	662	653	627	546	564	561	585	626	581
NM_001181416.3	44	37	45	45	56	51	54	60	68	62	70	68
NM_001181417.1	62	60	84	59	61	48	74	61	97	66	91	76
NM_001181418.3	0	3	3	1	5	0	2	1	3	5	10	9
NM_001181421.3	20	29	21	13	13	10	16	17	24	25	23	26
NM_001181423.1	1	1	0	0	1	3	1	0	0	2	3	0
NM_001181424.1	912	956	881	903	938	934	1004	1096	1045	967	1068	1075
NM_001181425.3	3	6	6	9	5	7	11	5	11	8	8	9
NM_001181426.1	305	325	332	330	346	339	291	266	285	318	358	335
NM_001181427.1	1572	1511	1712	1802	1737	1748	1756	1809	1682	1887	1805	1858
NM_001181428.1	13	14	3	9	9	15	15	13	13	7	10	20
NM_001181431.2	206	243	271	132	130	233	200	265	213	83	82	68
NM_001181433.3	53	54	108	57	70	65	92	93	102	94	100	87
NM_001181434.4	58	49	69	62	70	103	65	91	67	95	75	60
NM_001181435.1	1916	1935	2132	3433	3203	3730	3231	3294	3231	4586	4609	4459
NM_001181436.3	3129	3224	3254	3308	3369	3276	3460	3395	3345	3347	3443	3466
NM_001181437.1	161	166	179	181	172	185	164	147	120	178	164	164
NM_001181438.1	412	412	457	412	416	409	516	475	430	512	480	472
NM_001181439.3	991	993	897	806	783	796	778	764	739	725	643	714
NM_001181440.1	180	232	250	222	236	223	235	218	219	225	198	235
NM_001181442.2	3798	3963	4291	4654	4202	4890	4137	4134	3972	4085	4018	4150
NM_001181444.3	1503	1556	1668	1312	1389	1331	1201	1130	1222	1007	992	1039
NM_001181445.2	408	349	411	317	327	298	309	272	308	342	341	299
NM_001181446.1	6838	6562	7856	4438	4402	2876	5547	5593	4050	2053	2033	1976
NM_001181447.3	191	161	159	154	147	156	170	188	164	177	219	176
NM_001181448.1	4094	3966	4066	4849	4703	5063	4616	4523	4648	5534	5398	5268
NM_001181450.1	107	108	89	73	95	99	100	99	125	100	75	74
NM_001181453.3	368	445	385	338	367	320	352	361	285	299	276	323
NM_001181454.1	3028	3489	2546	3618	2858	3273	2967	3002	2962	3153	3185	3667
NM_001181457.1	59	68	69	93	89	60	78	75	74	87	69	97
NM_001181458.3	396	345	401	437	434	442	450	393	434	507	524	542
NM_001181459.1	58	68	77	34	55	79	64	64	47	49	56	53
NM_001181460.1	6148	5648	5858	5192	5148	5210	5842	6037	6281	5320	5593	5220
NM_001181463.1	411	450	443	375	381	329	457	433	484	422	414	406
NM_001181464.3	228	220	227	206	184	200	221	222	188	194	226	220
NM_001181465.1	352	380	380	547	549	469	491	453	406	618	627	511
NM_001181467.1	1937	1967	2031	1649	1773	1659	1687	1599	1701	1606	1532	1553
NM_001181468.3	13555	13904	15808	16665	16220	17115	14115	14775	13921	16808	18552	18653
NM_001181469.1	99	104	129	117	127	146	104	132	160	122	142	139
NM_001181470.1	416	393	448	438	425	401	424	412	401	414	403	387
NM_001181471.3	10	9	2	10	14	7	26	21	18	24	23	22
NM_001181472.1	1	3	10	16	10	12	6	9	7	16	23	11
NM_001181473.1	2212	2285	2525	2336	2210	2242	2625	2486	2555	2380	2393	2566
NM_001181474.3	4440	4583	3411	5461	4565	5172	4086	4328	4552	5567	4983	5649
NM_001181475.1	1113	1052	890	1050	968	939	942	930	973	1019	988	1057
NM_001181476.1	7	2	2	4	1	5	4	5	4	5	10	5
NM_001181477.3	332	363	372	342	393	368	411	410	415	414	426	384
NM_001181478.1	17	19	14	10	14	15	19	19	22	16	25	18
NM_001181479.1	132	133	143	139	156	142	171	153	121	147	138	164
NM_001181480.3	189	210	203	235	206	245	229	236	219	233	229	276
NM_001181481.1	130	130	121	114	117	114	131	112	127	126	128	121
NM_001181482.3	187	188	222	207	234	235	206	170	163	184	188	202
NM_001181483.1	4780	4896	4241	4196	3949	3986	3744	3762	3947	3597	3562	3497
NM_001181484.1	314	244	258	248	244	258	302	280	237	320	290	315
NM_001181485.3	83541	67270	73221	65901	63154	65434	61861	65022	68189	53574	54519	51920
NM_001181486.1	549	505	557	381	408	439	438	451	429	349	319	327
NM_001181487.3	533	457	570	475	458	464	449	428	512	468	429	460
NM_001181488.1	924	942	1159	864	915	894	874	816	873	855	842	845
NM_001181489.1	197	173	156	118	118	96	116	124	131	121	105	120
NM_001181490.3	140	141	143	132	122	164	144	128	120	141	115	104
NM_001181491.1	118	131	137	155	168	157	172	150	164	159	177	192
NM_001181492.1	126	162	195	171	183	189	194	188	164	225	207	209
NM_001181493.3	981	951	956	962	1080	1048	1309	1363	1320	1205	1192	1142
NM_001181494.1	898	879	945	880	871	922	998	903	968	868	822	904
NM_001181495.1	1012	1050	982	897	862	904	991	891	903	898	970	927
NM_001181496.1	406	381	465	423	400	566	393	411	518	498	477	459
NM_001181498.1	278	246	235	254	257	331	205	222	232	293	261	278
NM_001181499.3	251	205	225	187	229	278	220	248	237	295	283	271
NM_001181501.1	854	860	973	807	912	959	939	1005	1011	987	928	914
NM_001181502.1	1164	1218	1240	1451	1411	1611	1493	1344	1441	1732	1619	1716
NM_001181503.3	186	159	187	181	140	147	157	170	146	163	162	175
NM_001181504.1	171	129	161	124	108	129	166	143	156	126	143	152
NM_001181505.1	227	214	222	275	258	238	247	270	231	334	268	265
NM_001181506.3	379	434	425	455	468	396	372	372	374	437	391	438
NM_001181507.1	929	1103	926	1006	858	856	714	704	785	643	605	656
NM_001181509.1	2513	2651	2134	2833	2456	2669	2174	2407	2374	2620	2485	2793
NM_001181510.1	4	3	3	4	5	2	9	13	6	8	9	9
NM_001181511.1	2817	2515	2079	3098	3071	2730	3169	3617	3805	4287	3805	4418
NM_001181512.1	962	1022	844	814	830	730	848	1008	1125	867	879	900
NM_001181513.1	21838	21782	18445	18218	17565	16747	16214	15872	16952	14254	13760	14663
NM_001181514.1	625	576	593	580	506	531	504	459	537	443	411	396
NM_001181515.1	457	367	432	381	384	485	515	504	483	423	415	455
NM_001181516.1	141	156	147	126	118	180	136	132	139	137	126	107
NM_001181517.1	499	474	502	473	445	497	587	467	496	464	497	492
NM_001181518.1	303	302	295	360	328	391	374	410	418	450	454	410
NM_001181520.1	716	819	894	812	773	730	761	766	763	718	705	710
NM_001181521.1	65	53	52	59	48	76	95	88	93	84	69	72
NM_001181522.1	5	3	11	9	6	10	13	17	13	17	7	11
NM_001181523.1	114	104	129	127	106	137	123	127	124	161	125	139
NM_001181524.1	574	594	610	523	527	490	620	572	613	491	478	480
NM_001181525.1	239	256	240	231	239	233	232	288	232	294	215	245
NM_001181526.1	149	158	164	154	122	151	162	171	134	150	164	178
NM_001181527.1	391	378	420	431	408	425	446	459	376	419	429	511
NM_001181528.1	436	422	395	346	347	411	369	383	323	324	291	298
NM_001181529.1	340	344	398	327	350	406	330	309	354	315	314	289
NM_001181530.1	1353	1363	1504	1317	1383	1415	1449	1521	1399	1382	1396	1443
NM_001181531.1	854	905	902	825	769	874	844	811	994	757	868	836
NM_001181532.1	286	261	261	312	303	296	299	262	265	329	292	316
NM_001181533.1	94	94	76	95	106	123	109	123	124	97	144	130
NM_001181534.1	741	759	789	639	700	690	772	809	837	654	579	622
NM_001181535.1	124	146	127	182	197	147	170	178	171	156	177	166
NM_001181536.1	15	23	14	30	35	12	34	31	25	36	44	40
NM_001181537.1	572	520	712	547	501	636	490	495	533	495	471	483
NM_001181538.1	2	0	3	2	0	2	2	3	1	2	0	3
NM_001181539.1	1	0	0	0	2	2	1	4	0	5	8	2
NM_001181540.1	93	87	77	126	117	88	115	93	95	86	100	113
NM_001181541.1	0	1	2	1	3	2	0	1	1	1	5	0
NM_001181542.1	3590	3460	3752	4256	4201	3985	4944	4610	4956	5056	4788	5223
NM_001181543.1	478	508	462	544	491	490	468	433	473	515	486	498
