name	from_tis	region	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	enrich	edge	bound
YHR179W-t26_1	183	cds	31	108	16	49	0.7563286255639116		
YHR179W-t26_1	184	cds	38	88	30	37	1.0785092778160708		
YHR179W-t26_1	185	cds	56	182	46	63	1.3152782452627716		
YHR179W-t26_1	186	cds	7	23	44	40	1.3876768862548214		
YHR179W-t26_1	187	cds	11	20	37	38	1.6419141940603208		
YHR179W-t26_1	188	cds	38	83	44	63	1.7155685592084948		
YHR179W-t26_1	189	cds	6	23	19	30	1.1941743654647288		
YHR179W-t26_1	190	cds	35	81	35	77	1.0871746557318493		
YHR179W-t26_1	191	cds	25	58	9	28	1.2760492307589686		
YHR179W-t26_1	192	cds	6	32	17	38	1.0235407692900318		
YHR179W-t26_1	193	cds	12	36	37	48	0.9785847134284176		
YHR179W-t26_1	194	cds	22	51	17	23	1.0247447638518494		
YHR179W-t26_1	195	cds	31	79	30	41	0.980412014027377		
YHR179W-t26_1	196	cds	21	42	18	24	0.7456738035284955		
YHR179W-t26_1	197	cds	5	17	9	26	0.7933223274745956		
YHR179W-t26_1	198	cds	28	61	23	33	0.8655752125090465		
YHR179W-t26_1	199	cds	20	67	21	47	0.8821481008094867		
YHR179W-t26_1	200	cds	24	39	28	42	1.1053567580233437	1.1053567580233437	
YHR179W-t26_1	201	cds	17	38	15	28	1.409896753557844	1.409896753557844	
YHR179W-t26_1	202	cds	29	34	80	100	1.4146139383540963	1.4146139383540963	
YHR179W-t26_1	203	cds	14	45	57	63	1.7131310033302078	1.7131310033302078	
YHR179W-t26_1	204	cds	28	54	25	49	2.066773236433894	2.066773236433894	2.066773236433894
YHR179W-t26_1	205	cds	5	17	24	28	3.1106644494218956		3.1106644494218956
YHR179W-t26_1	206	cds	5	11	12	36	4.7135773133721965		4.7135773133721965
YHR179W-t26_1	207	cds	2	7	28	41	5.509064414229185		5.509064414229185
YHR179W-t26_1	208	cds	2	9	40	58	6.30719266466455		6.30719266466455
YHR179W-t26_1	209	cds	10	26	76	107	6.328003544616745		6.328003544616745
YHR179W-t26_1	210	cds	20	66	232	320	5.215291674623317		5.215291674623317
YHR179W-t26_1	211	cds	34	93	125	231	4.0582332699327575		4.0582332699327575
YHR179W-t26_1	212	cds	41	115	124	264	3.455479217143137		3.455479217143137
YHR179W-t26_1	213	cds	75	176	398	862	3.4126019828880567		3.4126019828880567
YHR179W-t26_1	214	cds	157	365	313	751	4.229386880602583		4.229386880602583
YHR179W-t26_1	215	cds	20	21	78	234	4.261169871180625		4.261169871180625
YHR179W-t26_1	216	cds	26	33	177	273	4.141989352674896		4.141989352674896
YHR179W-t26_1	217	cds	45	84	156	187	6.801775287971241		6.801775287971241
YHR179W-t26_1	218	cds	24	48	102	217	6.982579825632861		6.982579825632861
YHR179W-t26_1	219	cds	4	41	129	246	6.9414732290136945		6.9414732290136945
YHR179W-t26_1	220	cds	12	35	112	261	8.69434764557204		8.69434764557204
YHR179W-t26_1	221	cds	8	26	73	160	9.392932284751664		9.392932284751664
YHR179W-t26_1	222	cds	4	35	90	182	8.597641223893744		8.597641223893744
YHR179W-t26_1	223	cds	8	24	108	123	8.877971171992161		8.877971171992161
YHR179W-t26_1	224	cds	6	33	132	217	22.979585653666916		22.979585653666916
YHR179W-t26_1	225	cds	6	13	61	130	21.849696476310104		21.849696476310104
YHR179W-t26_1	226	cds	1	10	144	349	20.90824695834253		20.90824695834253
YHR179W-t26_1	227	cds	9	38	87	155	19.32125974770633		19.32125974770633
YHR179W-t26_1	228	cds	17	68	73	131	20.58220596042217		20.58220596042217
YHR179W-t26_1	229	cds	17	74	94	167	5.90524101189042		5.90524101189042
YHR179W-t26_1	230	cds	2	10	57	95	5.463312366883131		5.463312366883131
YHR179W-t26_1	231	cds	9	29	47	96	5.327684410054342		5.327684410054342
YHR179W-t26_1	232	cds	8	18	38	58	5.827550266792833		5.827550266792833
YHR179W-t26_1	233	cds	16	25	30	60	3.771349491998339		3.771349491998339
YHR179W-t26_1	234	cds	4	18	43	67	3.4777767531931847		3.4777767531931847
YHR179W-t26_1	235	cds	18	58	153	190	3.041027333021544		3.041027333021544
YHR179W-t26_1	236	cds	18	60	63	102	3.0489768063868974		3.0489768063868974
YHR179W-t26_1	237	cds	26	86	41	92	2.1201483153526355		2.1201483153526355
YHR179W-t26_1	238	cds	11	31	36	45	1.5957708584735149		1.5957708584735149
YHR179W-t26_1	239	cds	26	90	53	52	2.476888393327		2.476888393327
YHR179W-t26_1	240	cds	8	29	29	40	3.771182502289954		3.771182502289954
YHR179W-t26_1	241	cds	2	13	32	36	3.5782138764617506		3.5782138764617506
YHR179W-t26_1	242	cds	1	12	19	28	3.720161826682121		3.720161826682121
YHR179W-t26_1	243	cds	15	63	29	33	3.603202251208688		3.603202251208688
YHR179W-t26_1	244	cds	14	48	50	47	2.4909349617568464	2.4909349617568464	2.4909349617568464
YHR179W-t26_1	245	cds	37	74	68	103	1.4112592222952087	1.4112592222952087	
YHR179W-t26_1	246	cds	32	74	55	46	1.4832031977010725	1.4832031977010725	
YHR179W-t26_1	247	cds	13	24	41	49	1.4014808906940839	1.4014808906940839	
YHR179W-t26_1	248	cds	25	80	66	60	1.357461109376132	1.357461109376132	
YHR179W-t26_1	249	cds	13	24	20	35	1.3165971694012086	1.3165971694012086	
YHR179W-t26_1	250	cds	17	74	37	56	1.2934771580593207	1.2934771580593207	
YHR179W-t26_1	251	cds	23	90	30	48	1.37280014093874	1.37280014093874	
YHR179W-t26_1	252	cds	5	29	27	24	1.329654950585498	1.329654950585498	
YHR179W-t26_1	253	cds	11	30	30	42	1.2377096142175135	1.2377096142175135	
YHR179W-t26_1	254	cds	41	87	69	77	1.3228240560782882	1.3228240560782882	
YHR179W-t26_1	255	cds	100	264	120	134	1.0667495481264662	1.0667495481264662	
YHR179W-t26_1	256	cds	27	63	55	53	1.1013447698663164	1.1013447698663164	
YHR179W-t26_1	257	cds	54	128	73	80	1.3990358490167254	1.3990358490167254	
YHR179W-t26_1	258	cds	25	45	78	55	1.6906854896376466	1.6906854896376466	
YHR179W-t26_1	259	cds	17	33	70	66	1.9106430414971416	1.9106430414971416	
YHR179W-t26_1	260	cds	18	35	54	73	2.2327400060424814	2.2327400060424814	2.2327400060424814
YHR179W-t26_1	261	cds	0	19	39	57	2.4550608714796263		2.4550608714796263
YHR179W-t26_1	262	cds	7	11	20	30	3.589814932903936		3.589814932903936
YHR179W-t26_1	263	cds	15	65	64	164	4.441031756805889		4.441031756805889
YHR179W-t26_1	264	cds	6	17	73	132	6.119849415784065		6.119849415784065
YHR179W-t26_1	265	cds	24	60	225	368	8.358860246735889		8.358860246735889
YHR179W-t26_1	266	cds	3	30	70	127	8.559092497716811		8.559092497716811
YHR179W-t26_1	267	cds	6	16	104	236	8.404227388114135		8.404227388114135
YHR179W-t26_1	268	cds	21	45	113	183	9.678134999467026		9.678134999467026
YHR179W-t26_1	269	cds	16	78	252	334	8.021204563611061		8.021204563611061
YHR179W-t26_1	270	cds	9	59	211	446	6.267542287056219		6.267542287056219
YHR179W-t26_1	271	cds	15	53	64	93	6.432346051132685		6.432346051132685
YHR179W-t26_1	272	cds	5	10	24	65	5.544844568344018		5.544844568344018
YHR179W-t26_1	273	cds	9	29	67	122	4.179740792468721		4.179740792468721
YHR179W-t26_1	274	cds	15	28	55	96	4.0443207400888745		4.0443207400888745
YHR179W-t26_1	275	cds	5	8	33	58	3.3852240830698275		3.3852240830698275
YHR179W-t26_1	276	cds	16	40	33	76	2.779053841102626	2.779053841102626	2.779053841102626
YHR179W-t26_1	277	cds	15	46	29	75	2.3898285431665314	2.3898285431665314	2.3898285431665314
YHR179W-t26_1	278	cds	37	108	122	130	1.4697151725748863	1.4697151725748863	
YHR179W-t26_1	279	cds	29	29	23	48	1.4013649749856052	1.4013649749856052	
YHR179W-t26_1	280	cds	25	70	42	101	1.2130700448444836	1.2130700448444836	
YHR179W-t26_1	281	cds	26	56	57	61	1.2112606743295753	1.2112606743295753	
YHR179W-t26_1	282	cds	134	245	64	224	1.2027887121397374	1.2027887121397374	
YHR179W-t26_1	283	cds	8	31	20	48	1.3201269455275682	1.3201269455275682	
YHR179W-t26_1	284	cds	16	27	22	27	1.1414169608549996	1.1414169608549996	
YHR179W-t26_1	285	cds	12	20	16	64	2.9292362224735733	2.9292362224735733	2.9292362224735733
YHR179W-t26_1	286	cds	41	81	17	51	2.8766845907398535	2.8766845907398535	2.8766845907398535
YHR179W-t26_1	287	cds	8	5	47	72	2.8020282597834756		2.8020282597834756
YHR179W-t26_1	288	cds	29	53	59	76	2.5260671900365264		2.5260671900365264
YHR179W-t26_1	289	cds	35	65	29	45	2.4941851592106485	2.4941851592106485	2.4941851592106485
YHR179W-t26_1	290	cds	35	45	15	38	0.7190146471421313		
YHR179W-t26_1	291	cds	20	27	3	15	0.7782289702734304		
YHR179W-t26_1	292	cds	19	25	15	17	0.9150985285872543		
YHR179W-t26_1	293	cds	10	23	24	42	1.1047682974364843		
YHR179W-t26_1	294	cds	9	41	20	41	1.497318037341489		
YHR179W-t26_1	295	cds	14	33	30	48	1.5443608179456487		
YHR179W-t26_1	296	cds	6	24	16	54	1.3789950485283375		
YHR179W-t26_1	297	cds	28	72	40	56	1.7049197868198636		
YHR179W-t26_1	298	cds	12	32	14	33	1.659711675205244		
YHR179W-t26_1	299	cds	8	17	31	54	1.4253941987499525		
YHR179W-t26_1	300	cds	19	46	43	42	1.4457702054241817		
YHR179W-t26_1	301	cds	31	94	57	82	1.5057329048012815		
YHR179W-t26_1	302	cds	34	87	44	93	1.2388265853832716		
YHR179W-t26_1	303	cds	7	35	21	20	1.296810140793601		
YHR179W-t26_1	304	cds	12	26	24	48	1.4941904473486922		
YHR179W-t26_1	305	cds	21	50	44	81	1.6447553300322277		
YHR179W-t26_1	306	cds	9	33	27	62	1.525467294020702		
YHR179W-t26_1	307	cds	11	41	41	42	1.2875866079259168		
YHR179W-t26_1	308	cds	19	30	16	19	1.1549070917562592		
YHR179W-t26_1	309	cds	28	99	19	37	1.07739549599028		
YHR179W-t26_1	310	cds	15	30	16	31	0.973176392489082		
YHR179W-t26_1	311	cds	9	20	17	41	1.1771358580546316	1.1771358580546316	
YHR179W-t26_1	312	cds	13	38	27	38	1.3189182261244796	1.3189182261244796	
YHR179W-t26_1	313	cds	22	41	46	75	1.2652081371307873	1.2652081371307873	
YHR179W-t26_1	314	cds	18	39	20	60	2.1900243643779786	2.1900243643779786	2.1900243643779786
YHR179W-t26_1	315	cds	20	87	10	60	2.747284234263412		2.747284234263412
YHR179W-t26_1	316	cds	4	5	11	65	2.8773632572573433		2.8773632572573433
YHR179W-t26_1	317	cds	5	29	41	66	2.8810984780217286		2.8810984780217286
YHR179W-t26_1	318	cds	13	37	50	71	3.101507464680587		3.101507464680587
YHR179W-t26_1	319	cds	20	60	38	59	2.692791477962201		2.692791477962201
YHR179W-t26_1	320	cds	12	26	30	43	3.628351814846088		3.628351814846088
YHR179W-t26_1	321	cds	3	24	19	62	3.8455294576934542		3.8455294576934542
YHR179W-t26_1	322	cds	1	5	12	36	3.760646921835798		3.760646921835798
YHR179W-t26_1	323	cds	5	5	5	40	3.5262234129907233		3.5262234129907233
YHR179W-t26_1	324	cds	21	34	13	38	2.9143668848543562		2.9143668848543562
YHR179W-t26_1	325	cds	28	48	18	31	1.8295297870236453		1.8295297870236453
YHR179W-t26_1	326	cds	41	55	59	69	1.886945446721081		1.886945446721081
YHR179W-t26_1	327	cds	20	45	92	147	2.055694331740251		2.055694331740251
YHR179W-t26_1	328	cds	18	30	92	104	2.364970853181794		2.364970853181794
YHR179W-t26_1	329	cds	22	56	59	71	2.728333431339498		2.728333431339498
YHR179W-t26_1	330	cds	18	34	56	64	2.5898677367801937		2.5898677367801937
YHR179W-t26_1	331	cds	12	16	43	51	2.4915869279504212		2.4915869279504212
YHR179W-t26_1	332	cds	17	35	68	78	4.992570870889486		4.992570870889486
YHR179W-t26_1	333	cds	7	12	25	47	6.066864265064223		6.066864265064223
YHR179W-t26_1	334	cds	8	17	126	295	7.005636618755091		7.005636618755091
YHR179W-t26_1	335	cds	13	76	169	372	8.335690998321569		8.335690998321569
YHR179W-t26_1	336	cds	7	32	93	181	8.34857009341441		8.34857009341441
YHR179W-t26_1	337	cds	5	14	77	107	7.2347089380705425		7.2347089380705425
YHR179W-t26_1	338	cds	32	88	135	305	6.938640286712553		6.938640286712553
YHR179W-t26_1	339	cds	25	76	342	559	8.043268595603037		8.043268595603037
YHR179W-t26_1	340	cds	21	84	249	328	7.179184082905817		7.179184082905817
YHR179W-t26_1	341	cds	6	23	165	186	7.5638714314636815		7.5638714314636815
YHR179W-t26_1	342	cds	21	54	169	223	7.214857215706006		7.214857215706006
YHR179W-t26_1	343	cds	4	6	25	34	6.914995324513268		6.914995324513268
YHR179W-t26_1	344	cds	6	33	74	145	5.031033765321528		5.031033765321528
YHR179W-t26_1	345	cds	29	60	199	239	4.386805359849997		4.386805359849997
YHR179W-t26_1	346	cds	15	57	136	103	3.760681183973272		3.760681183973272
YHR179W-t26_1	347	cds	56	126	162	161	2.972050006205486		2.972050006205486
YHR179W-t26_1	348	cds	18	59	68	88	2.5879155054149514		2.5879155054149514
YHR179W-t26_1	349	cds	6	24	20	68	2.3520787129400316		2.3520787129400316
YHR179W-t26_1	350	cds	7	18	30	38	2.7874798170110875		2.7874798170110875
YHR179W-t26_1	351	cds	7	25	31	53	2.704820493360865		2.704820493360865
YHR179W-t26_1	352	cds	12	39	91	100	2.3561181573795955	2.3561181573795955	2.3561181573795955
YHR179W-t26_1	353	cds	18	96	64	85	1.940017062848458	1.940017062848458	
YHR179W-t26_1	354	cds	28	77	45	79	1.7937674681719524	1.7937674681719524	
YHR179W-t26_1	355	cds	35	75	27	31	1.2447460220829294	1.2447460220829294	
YHR179W-t26_1	356	cds	6	23	15	42	1.1149496327304709	1.1149496327304709	
YHR179W-t26_1	357	cds	6	15	11	14	1.1581715317017283	1.1581715317017283	
YHR179W-t26_1	358	cds	14	70	22	52	1.195098429228374	1.195098429228374	
YHR179W-t26_1	359	cds	6	26	9	33	1.175310061038718	1.175310061038718	
YHR179W-t26_1	360	cds	14	47	11	34	1.2013501981319044	1.2013501981319044	
YHR179W-t26_1	361	cds	3	15	6	25	1.1255064118913294	1.1255064118913294	
YHR179W-t26_1	362	cds	8	26	17	26	0.9527845760981226		
YHR179W-t26_1	363	cds	11	44	10	23	1.0379233154037306		
YHR179W-t26_1	364	cds	16	42	6	25	0.7935446605982719		
YHR179W-t26_1	365	cds	7	14	8	20	0.6903723148491921		
YHR179W-t26_1	366	cds	13	37	12	19	0.9817574515755578		
YHR179W-t26_1	367	cds	6	21	7	13	1.0226899901771032		
YHR179W-t26_1	368	cds	6	15	18	30	0.8674414784689306		
YHR179W-t26_1	369	cds	20	81	23	38	0.8208474108764456		
YHR179W-t26_1	370	cds	30	75	13	25	0.7701074906126708		
YHR179W-t26_1	371	cds	18	66	12	16	0.4335482046304889		
YHR179W-t26_1	372	cds	36	86	27	36	0.4529286136113806		
YHR179W-t26_1	373	cds	59	126	36	40	0.5460002589007148		
YHR179W-t26_1	374	cds	21	55	25	35	0.7165435125686722		
YHR179W-t26_1	375	cds	22	80	31	47	0.7934687240545095		
YHR179W-t26_1	376	cds	15	80	33	63	1.2207647531946912		
YHR179W-t26_1	377	cds	18	62	21	52	1.314980428484576		
YHR179W-t26_1	378	cds	9	21	29	58	1.24005879406237		
YHR179W-t26_1	379	cds	17	69	30	73	1.08760275377469		
YHR179W-t26_1	380	cds	15	44	8	19	1.072054448132929		
YHR179W-t26_1	381	cds	52	143	40	49	0.6552110088015612		
YHR179W-t26_1	382	cds	54	112	64	79	0.5914372756395949		
YHR179W-t26_1	383	cds	27	58	13	31	1.0322408835825572		
YHR179W-t26_1	384	cds	18	56	24	46	1.1971400928555067		
YHR179W-t26_1	385	cds	14	24	37	84	1.157975149934621	1.157975149934621	
YHR179W-t26_1	386	cds	48	150	92	173	1.4232899409852504	1.4232899409852504	
YHR179W-t26_1	387	cds	67	194	59	106	1.6108839861163955	1.6108839861163955	
YHR179W-t26_1	388	cds	9	33	20	58	1.5583786429703776	1.5583786429703776	
YHR179W-t26_1	389	cds	7	29	25	35	1.7584520993802049	1.7584520993802049	
YHR179W-t26_1	390	cds	6	28	18	59	1.9434394820762855	1.9434394820762855	
YHR179W-t26_1	391	cds	8	29	32	50	1.8627340184292684	1.8627340184292684	
YHR179W-t26_1	392	cds	16	28	34	40	1.9021198297352528	1.9021198297352528	
YHR179W-t26_1	393	cds	20	53	38	72	1.6943960195962489	1.6943960195962489	
YHR179W-t26_1	394	cds	17	43	48	88	2.3864195886661856	2.3864195886661856	2.3864195886661856
YHR179W-t26_1	395	cds	4	22	6	25	2.204476064229498		2.204476064229498
YHR179W-t26_1	396	cds	6	25	53	119	2.151432315081759		2.151432315081759
YHR179W-t26_1	397	cds	18	74	18	35	2.0379505352729232		2.0379505352729232
YHR179W-t26_1	398	cds	12	22	15	29	2.0866984730967557	2.0866984730967557	2.0866984730967557
YHR179W-t26_1	399	cds	7	26	15	34	0.9416575883914482		
YHR179W-t26_1	400	cds	0	1	3	1	0.8212164802671158		
YHR179W-t26_1	401	3utr	2	0	0	0	0.6031141192715679		
YHR179W-t26_1	402	3utr	1	1	0	0	0.3115554766494853		
YHR179W-t26_1	403	3utr	1	4	0	0	0.0		
YHR179W-t26_1	404	3utr	0	0	0	0	0.0		
YHR179W-t26_1	405	3utr	0	0	0	0	0.0		
YHR179W-t26_1	406	3utr	0	0	0	0	0.0		
YHR179W-t26_1	407	3utr	0	0	0	0	0.0		
YHR179W-t26_1	408	3utr	0	0	0	0	0.0		
YHR179W-t26_1	409	3utr	0	0	0	0	0.0		
YHR179W-t26_1	410	3utr	0	0	0	0	0.0		
YHR183W-t26_1	-10	5utr	0	0	0	0	0.0		
YHR183W-t26_1	-9	5utr	0	0	0	0	0.0		
YHR183W-t26_1	-8	5utr	0	0	0	0	0.002965400263599737		
YHR183W-t26_1	-7	5utr	0	0	0	0	0.002965400263599737		
YHR183W-t26_1	-6	5utr	0	0	1	0	0.0029654002635997375		
YHR183W-t26_1	-5	5utr	0	0	0	0	0.02452789063353153		
YHR183W-t26_1	-4	5utr	0	0	0	0	0.02452789063353153		
YHR183W-t26_1	-3	5utr	1	0	0	1	0.09997272787247573		
YHR183W-t26_1	-2	5utr	6	9	0	0	0.18471607762409387		
YHR183W-t26_1	-1	5utr	14	23	5	13	0.2291290673210191		
YHR183W-t26_1	0	cds	56	193	36	73	0.31549998743761337		
YHR183W-t26_1	1	cds	14	57	4	12	0.3503043878299291		
YHR183W-t26_1	2	cds	20	57	12	36	0.3197676776314198		
YHR183W-t26_1	3	cds	30	92	10	11	0.39273042011822556		
YHR183W-t26_1	4	cds	33	134	15	22	0.40869810359180064		
YHR183W-t26_1	5	cds	16	34	21	21	0.5618152558433455		
YHR183W-t26_1	6	cds	23	62	9	20	0.5821106866652304		
YHR183W-t26_1	7	cds	9	29	22	27	0.662312010415727		
YHR183W-t26_1	8	cds	41	114	16	31	0.5305967883980967		
YHR183W-t26_1	9	cds	11	40	11	22	0.49190199979525173		
YHR183W-t26_1	10	cds	27	66	7	5	0.2910151170935773		
YHR183W-t26_1	11	cds	51	72	8	6	0.24805795875761408		
YHR183W-t26_1	12	cds	28	48	15	8	0.17192748394410334		
YHR183W-t26_1	13	cds	131	83	3	11	0.19819953073619687		
YHR183W-t26_1	14	cds	10	20	2	8	0.2097819672217825		
YHR183W-t26_1	15	cds	13	32	5	8	0.26571827819009985		
YHR183W-t26_1	16	cds	74	202	17	34	0.41059967588973134		
YHR183W-t26_1	17	cds	11	18	7	13	0.42832830389953125		
YHR183W-t26_1	18	cds	13	25	11	25	0.4092690909919221		
YHR183W-t26_1	19	cds	30	91	13	34	0.489050321851899		
YHR183W-t26_1	20	cds	31	87	8	13	0.40142781665450455		
YHR183W-t26_1	21	cds	11	49	11	20	0.3434586714897867		
YHR183W-t26_1	22	cds	30	79	5	13	0.3612321989114261		
YHR183W-t26_1	23	cds	21	121	19	38	0.40955659803981115		
YHR183W-t26_1	24	cds	38	87	20	44	0.39574898751556425		
YHR183W-t26_1	25	cds	26	58	17	20	0.4045626123609841		
YHR183W-t26_1	26	cds	16	59	13	24	0.432127954846933		
YHR183W-t26_1	27	cds	37	76	8	17	0.3670942795517672		
YHR183W-t26_1	28	cds	11	37	6	29	0.31145343315618784		
YHR183W-t26_1	29	cds	26	63	3	9	0.2939113770535723		
YHR183W-t26_1	30	cds	43	69	5	13	0.34450871287782		
YHR183W-t26_1	31	cds	15	47	9	18	0.3092323477099575		
YHR183W-t26_1	32	cds	23	82	21	22	0.3484328228745825		
YHR183W-t26_1	33	cds	12	35	7	17	0.3691719708672566		
YHR183W-t26_1	34	cds	20	54	9	16	0.3900898014033761		
YHR183W-t26_1	35	cds	9	36	5	4	0.33723920389157425		
YHR183W-t26_1	36	cds	16	41	7	29	0.2781078324183417		
YHR183W-t26_1	37	cds	17	32	1	11	0.24979214013688777		
YHR183W-t26_1	38	cds	40	100	8	18	0.2248530138032016		
YHR183W-t26_1	39	cds	36	98	8	17	0.2701956215556193		
YHR183W-t26_1	40	cds	63	190	8	23	0.25264089730222133		
YHR183W-t26_1	41	cds	14	19	6	26	0.25156272491970044		
YHR183W-t26_1	42	cds	40	67	0	14	0.2841034015761277		
YHR183W-t26_1	43	cds	29	73	6	12	0.31319857198517237		
YHR183W-t26_1	44	cds	11	14	3	7	0.4567051705936364		
YHR183W-t26_1	45	cds	43	84	13	25	0.5148037449209895		
YHR183W-t26_1	46	cds	5	20	11	25	0.5304944555137453		
YHR183W-t26_1	47	cds	16	42	9	15	0.5312102668206685		
YHR183W-t26_1	48	cds	32	103	13	19	0.5218991398369586		
YHR183W-t26_1	49	cds	15	39	3	20	0.39843580030739784		
YHR183W-t26_1	50	cds	23	63	9	9	0.3869385678915128		
YHR183W-t26_1	51	cds	5	14	4	15	0.39882787628789407		
YHR183W-t26_1	52	cds	22	51	13	11	0.3710441292104099		
YHR183W-t26_1	53	cds	30	106	16	23	0.3882658252322786		
YHR183W-t26_1	54	cds	54	149	18	23	0.3062346594642418		
YHR183W-t26_1	55	cds	29	101	16	21	0.3678624116243264		
YHR183W-t26_1	56	cds	13	43	10	14	0.3636149208880137		
YHR183W-t26_1	57	cds	8	15	6	11	0.3945378223456892		
YHR183W-t26_1	58	cds	34	86	11	27	0.36374048981670565		
YHR183W-t26_1	59	cds	19	75	8	26	0.3643912029798614		
YHR183W-t26_1	60	cds	82	218	14	34	0.3334948472867418		
YHR183W-t26_1	61	cds	34	62	20	27	0.44083463466633965		
YHR183W-t26_1	62	cds	24	46	15	23	0.39470649329143104		
YHR183W-t26_1	63	cds	10	47	12	31	0.4838400164375337		
YHR183W-t26_1	64	cds	132	225	20	28	0.4584413646504296		
YHR183W-t26_1	65	cds	75	138	69	65	0.40359363934297404		
YHR183W-t26_1	66	cds	289	586	148	136	0.32123328520448263		
YHR183W-t26_1	67	cds	66	156	21	27	0.3332355756270188		
YHR183W-t26_1	68	cds	88	88	34	41	0.2855378759329953		
YHR183W-t26_1	69	cds	35	42	3	15	0.4044770227416227		
YHR183W-t26_1	70	cds	42	89	14	42	0.4512015996698861		
YHR183W-t26_1	71	cds	6	44	14	15	0.6739696214355536		
YHR183W-t26_1	72	cds	26	86	14	39	0.8826948516284456		
YHR183W-t26_1	73	cds	8	28	25	26	1.6235280630069524		
YHR183W-t26_1	74	cds	66	177	147	157	1.613954065823406		
YHR183W-t26_1	75	cds	7	19	46	66	2.029347315850991		
YHR183W-t26_1	76	cds	21	78	25	62	1.8709568704263955		
YHR183W-t26_1	77	cds	28	49	72	163	1.8420454623653304		
YHR183W-t26_1	78	cds	186	262	176	175	1.6935904805024995		
YHR183W-t26_1	79	cds	58	97	87	98	1.8601232039764335		
YHR183W-t26_1	80	cds	9	21	48	59	1.5298953374246325		
YHR183W-t26_1	81	cds	11	24	20	51	1.5184849624514358		
YHR183W-t26_1	82	cds	27	59	37	43	1.5094867280883308		
YHR183W-t26_1	83	cds	19	33	14	27	1.154833325899752		
YHR183W-t26_1	84	cds	8	23	5	35	1.020213549355742		
YHR183W-t26_1	85	cds	16	38	36	56	1.102388577843563		
YHR183W-t26_1	86	cds	29	64	32	81	1.1169922465404853		
YHR183W-t26_1	87	cds	18	37	21	66	1.3294115849491492		
YHR183W-t26_1	88	cds	51	119	52	89	1.1011097094420619		
YHR183W-t26_1	89	cds	10	49	42	63	1.0163609902852881		
YHR183W-t26_1	90	cds	28	87	14	36	1.3055557112773863		
YHR183W-t26_1	91	cds	21	54	15	36	1.4332189003073883		
YHR183W-t26_1	92	cds	7	21	25	59	1.2195713975053477		
YHR183W-t26_1	93	cds	10	26	14	45	1.3264054684474407		
YHR183W-t26_1	94	cds	12	33	24	22	1.3794246465019644		
YHR183W-t26_1	95	cds	24	54	36	42	1.323379400672679		
YHR183W-t26_1	96	cds	36	85	50	61	1.3280303238929991		
YHR183W-t26_1	97	cds	23	39	71	102	1.2173741865846557		
YHR183W-t26_1	98	cds	21	44	47	51	1.159977223474705		
YHR183W-t26_1	99	cds	68	177	49	77	1.1107240670131027		
YHR183W-t26_1	100	cds	50	158	67	60	0.8831692810683135		
YHR183W-t26_1	101	cds	93	262	96	129	0.9616296977356065		
YHR183W-t26_1	102	cds	30	68	51	95	1.7320302899857438	1.7320302899857438	
YHR183W-t26_1	103	cds	9	29	25	46	2.0465390401190735	2.0465390401190735	2.0465390401190735
YHR183W-t26_1	104	cds	7	26	49	93	2.1959323370313815		2.1959323370313815
YHR183W-t26_1	105	cds	21	39	69	77	2.8672076359172913		2.8672076359172913
YHR183W-t26_1	106	cds	13	26	20	43	2.68904585919444		2.68904585919444
YHR183W-t26_1	107	cds	6	35	52	101	2.2817046786504434		2.2817046786504434
YHR183W-t26_1	108	cds	12	43	17	33	2.1094810222655496		2.1094810222655496
YHR183W-t26_1	109	cds	13	37	40	87	2.4536152904873565		2.4536152904873565
YHR183W-t26_1	110	cds	20	37	25	71	2.3295529975662004		2.3295529975662004
YHR183W-t26_1	111	cds	10	39	48	101	3.1178337634160664		3.1178337634160664
YHR183W-t26_1	112	cds	11	45	73	144	3.450992614787123		3.450992614787123
YHR183W-t26_1	113	cds	5	25	45	80	4.680511920136283		4.680511920136283
YHR183W-t26_1	114	cds	11	49	70	152	4.570804248860339		4.570804248860339
YHR183W-t26_1	115	cds	24	89	354	443	5.460194917013993		5.460194917013993
YHR183W-t26_1	116	cds	19	84	83	157	6.015074154515858		6.015074154515858
YHR183W-t26_1	117	cds	5	12	62	98	5.959744489844793		5.959744489844793
YHR183W-t26_1	118	cds	6	44	93	171	5.188772500298688		5.188772500298688
YHR183W-t26_1	119	cds	25	68	119	267	5.230110322474086		5.230110322474086
YHR183W-t26_1	120	cds	15	18	52	87	6.752621222442306		6.752621222442306
YHR183W-t26_1	121	cds	20	54	89	126	6.134931333018487		6.134931333018487
YHR183W-t26_1	122	cds	3	5	56	95	6.425972674788838		6.425972674788838
YHR183W-t26_1	123	cds	6	26	45	91	6.018838610318777	6.018838610318777	6.018838610318777
YHR183W-t26_1	124	cds	8	23	61	111	5.823177044497427	5.823177044497427	5.823177044497427
YHR183W-t26_1	125	cds	15	46	37	67	2.9315267461271133	2.9315267461271133	2.9315267461271133
YHR183W-t26_1	126	cds	11	50	41	51	2.3092930903259745	2.3092930903259745	2.3092930903259745
YHR183W-t26_1	127	cds	17	45	52	51	1.4379842339749098	1.4379842339749098	
YHR183W-t26_1	128	cds	46	121	111	137	1.3475648560599196	1.3475648560599196	
