transcripts	gene_name	wt_1	wt_2	wt_ssb1_flag_1	wt_ssb1_flag_2	wt_1_rpm	wt_2_rpm	wt_ssb1_flag_1_rpm	wt_ssb1_flag_2_rpm	min_corr_ck	min_corr_ip	comments	peak_num	peak_length	gaps	collision_start	peak_start	peak_end	collision_end	max_site	max_fold	mean_fold	ck_peak_rpm	ip_peak_rpm	P_Value	BHFDR	Peak_loci
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	3	9	0	144	145	153	154	149	7.9054	5.0682	12.176166397961822	81.39594094220514	0.0979014579729266	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	4	5	0	187	187	191	191	187	2.3208	2.2582	0.4422900986591041	1.270034854135411	0.3504678070710898	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	5	7	0	207	209	215	216	213	3.5571	2.912	157.24376085913	338.5216140529092	0.015593875256091209	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	6	6	0	226	226	231	231	228	4.7081	3.9662	1.0925365618113014	6.596655205226837	0.21467437366542297	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	7	5	0	283	283	287	296	286	3.7714	3.404	0.252202640864293	0.9814341422914448	0.11367132348685602	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	8	5	0	285	294	298	300	296	6.6733	6.4487	2.6661636285685213	12.786644192892512	0.1761288857863599	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	9	6	0	364	364	369	370	367	5.0997	4.0983	0.46713617188689693	3.3430175010951446	0.1608366867384203	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	10	5	0	409	409	413	413	409	4.3131	4.082	0.1233783853899537	1.6124759976889744	0.3603511304693218	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	11	5	0	429	430	434	434	433	3.758	3.2871	0.2855571770667218	1.4174367150737501	0.24335415430270457	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	12	17	0	489	498	514	518	502	3.4624	2.827	0.3258888797986612	3.6212682898237207	6.8518564974193995e-06	-	cds
YLR134W-t26_1	YLR134W	16336	34303	15985	25357	1495.6449	1330.9703	1059.5045	962.8779	0.9754	0.9704	Qualified	13	10	0	534	539	548	549	545	4.9575	3.8247	3.0432759512678933	17.08487834566562	0.1384856531360998	-	cds
YLR135W-t26_1	YLR135W	73	162	217	354	6.6835	6.2857	14.383	13.4424	0.0829	0.275	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR136C-t26_1	YLR136C	431	1245	394	898	39.4603	48.3065	26.1148	34.0996	0.5863	0.5303	Qualified	1	13	0	119	122	134	139	131	3.4766	2.7137	1.8855616134968594	4.049662402090681	0.000622444901901118	-	cds
YLR137W-t26_1	YLR137W	110	222	114	262	10.0711	8.6137	7.5561	9.9489	0.2937	0.1987	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR138W-t26_1	YLR138W	495	1031	238	600	45.3198	40.0032	15.7749	22.7837	0.2793	0.2509	Qualified	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR139C-t26_1	YLR139C	103	268	190	308	9.4302	10.3985	12.5934	11.6956	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR141W-t26_1	YLR141W	90	168	92	193	8.24	6.5185	6.0979	7.3288	0.1556	0.2472	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR142W-t26_1	YLR142W	39	82	41	69	3.5707	3.1816	2.7175	2.6201	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR143W-t26_1	YLR143W	351	956	606	1109	32.1359	37.0932	40.1664	42.1119	0.2608	0.3378	Qualified	1	16	0	103	107	122	123	118	3.587	2.733	0.657223629681708	2.108899414221206	0.0009762030803605098	-	cds
YLR143W-t26_1	YLR143W	351	956	606	1109	32.1359	37.0932	40.1664	42.1119	0.2608	0.3378	Qualified	2	6	0	305	306	311	314	309	3.2461	2.7092	0.14277858853336087	0.8726905112146224	0.011703781772359298	-	cds
YLR143W-t26_1	YLR143W	351	956	606	1109	32.1359	37.0932	40.1664	42.1119	0.2608	0.3378	Qualified	3	7	0	571	575	581	587	579	2.9424	2.5452	0.31193454673963966	1.1664661846162838	0.000515523424191074	-	cds
YLR144C-t26_1	YLR144C	353	885	800	1621	32.319	34.3384	53.0249	61.554	0.2432	0.3876	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR145W-t26_1	YLR145W	53	191	115	166	4.8524	7.4109	7.6223	6.3035	0.1151	0.3686	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR146C-t26_1	YLR146C	237	616	260	407	21.6986	23.9011	17.2331	15.455	0.5608	0.4093	Qualified	1	7	0	108	109	115	117	113	3.8886	3.1165	0.31891171326915047	1.4215836281564287	0.01845979074359015	-	cds
YLR146W-A-t26_1	YLR146W-A	70	219	21	61	6.4089	8.4973	1.3919	2.3163	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR147C-t26_1	YLR147C	187	453	178	268	17.1208	17.5766	11.798	10.1767	0.6464	0.8125	Qualified	1	13	0	82	84	96	100	92	3.7579	3.0702	1.3641394058190017	5.441224309375954	1.5264697567089739e-06	-	cds
YLR148W-t26_1	YLR148W	390	1082	570	980	35.7065	41.982	37.7803	37.2134	0.3803	0.3283	Qualified	1	8	0	175	177	184	185	180	3.0892	2.531	0.27313414045282536	1.3511555441161178	0.017901643729296177	-	cds
YLR148W-t26_1	YLR148W	390	1082	570	980	35.7065	41.982	37.7803	37.2134	0.3803	0.3283	Qualified	2	5	0	662	664	668	671	665	2.935	2.7816	0.07760081257362862	0.6969803435301566	0.04329070303862795	-	cds
YLR149C-t26_1	YLR149C	21	77	70	120	1.9227	2.9876	4.6397	4.5567	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR150W-t26_1	YLR150W	21244	51123	16757	32656	1944.9975	1983.5932	1110.6736	1240.0419	0.8992	0.9409	Qualified	1	6	0	107	112	117	125	114	3.1883	2.6785	29.577285292333567	52.25735023362125	0.004333266129421157	-	cds
YLR150W-t26_1	YLR150W	21244	51123	16757	32656	1944.9975	1983.5932	1110.6736	1240.0419	0.8992	0.9409	Qualified	2	14	0	240	243	256	265	250	3.3289	2.6409	81.34394772289603	150.8182621629977	0.0002945368904817656	-	cds
YLR151C-t26_1	YLR151C	48	133	91	132	4.3946	5.1605	6.0316	5.0124	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR152C-t26_1	YLR152C	26	57	27	63	2.3804	2.2116	1.7896	2.3923	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	1	5	0	62	67	71	80	71	3.1131	2.6984	4.382569283859102	8.042022825039098	0.19662850731713644	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	2	45	0	70	79	123	123	87	9.4939	4.0189	38.74488890662215	100.97143400279185	8.440006612139918e-09	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	3	21	0	127	128	148	149	143	7.7575	4.8921	18.34746894465364	43.44483483558665	0.00033059407045045306	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	4	5	0	174	183	187	189	184	2.9921	2.6393	3.1084537272276256	6.029461021829288	0.09403201927594691	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	5	27	0	209	218	244	250	234	4.5487	2.9189	17.439573970552768	37.20203346468639	1.8582040340936124e-07	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	6	15	0	253	255	269	278	257	4.924	3.1681	4.099395383986516	10.890022360084643	7.607219236524006e-05	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	7	5	0	265	274	278	287	276	2.3534	2.1931	2.11683275477262	5.015228976884034	0.025726088579344563	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	8	18	0	286	295	312	314	302	6.5451	3.9142	14.656157142374793	42.402329203077876	9.091509346022469e-05	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	9	8	0	331	340	347	356	343	3.1347	2.5643	3.2248549460880684	7.78968156328161	0.001788281590583366	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	10	5	0	366	366	370	379	368	3.6221	3.3241	2.0935179779899524	3.958877154644594	0.11363720161348018	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	11	22	0	366	375	396	397	386	3.3892	2.5374	13.663004873474664	26.020976893800132	1.0902915748139812e-05	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	12	15	0	399	408	422	422	418	8.233	5.991	18.414857332754618	40.735257969664076	0.004157226332956814	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	13	8	0	425	429	436	445	433	2.6352	2.2898	5.375042237063117	11.936024259208693	0.0025228404339167295	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	14	9	0	446	455	463	472	459	5.1285	3.3763	3.8572325025419842	6.210003468246446	0.04499163723580205	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	15	18	0	460	469	486	495	481	4.0481	2.9017	11.490354786465957	29.180367803053066	8.787623589501169e-05	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	16	7	0	483	492	498	507	498	2.2613	2.0906	5.070084856852988	7.286027088241648	0.11783846169430849	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	17	86	0	495	504	589	598	554	11.6036	4.2443	69.59850036772843	218.15690813089017	6.70729262785575e-14	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	18	30	0	593	602	631	640	610	4.189	3.1502	24.742720135985927	52.42061966205769	2.8315686824277605e-08	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	19	6	0	629	638	643	646	642	2.6722	2.2687	4.084589070178485	7.176940774339821	0.02117347255945348	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	20	6	0	648	651	656	665	652	2.2123	2.1231	5.9042935920194966	7.14966051606871	0.4856488730244436	-	cds
YLR153C-t26_1	YLR153C	7546	18228	15690	27975	690.8751	707.2538	1039.9516	1062.2909	0.8051	0.8631	Qualified	21	14	0	657	666	679	682	669	3.1282	2.6221	7.880558370399995	13.739049943605208	0.05210523528288604	-	cds
YLR154C-t26_1	YLR154C	159	375	72	148	14.5573	14.5502	4.7722	5.62	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR154W-C-t26_1	YLR154W-C	0	0	0	1	0.0	0.0	0.0	0.038	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR154C-G-t26_1	YLR154C-G	45	73	17	50	4.12	2.8324	1.1268	1.8986	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR154C-H-t26_1	YLR154C-H	0	0	3	2	0.0	0.0	0.1988	0.0759	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR155C-t26_1	YLR155C	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR156W-t26_1	YLR156W	0	0	1	1	0.0	0.0	0.0663	0.038	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR156C-A-t26_1	YLR156C-A	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157C-t26_1	YLR157C	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157W-D-t26_1	YLR157W-D	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157C-B-t26_1	YLR157C-B	2	1	0	2	0.1831	0.0388	0.0	0.0759	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157C-A-t26_1	YLR157C-A	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157W-E-t26_1	YLR157W-E	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR157C-C-t26_1	YLR157C-C	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR158C-t26_1	YLR158C	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR159W-t26_1	YLR159W	0	0	1	1	0.0	0.0	0.0663	0.038	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR159C-A-t26_1	YLR159C-A	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR160C-t26_1	YLR160C	0	0	0	0	0.0	0.0	0.0	0.0	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR161W-t26_1	YLR161W	0	0	1	1	0.0	0.0	0.0663	0.038	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR162W-t26_1	YLR162W	2	3	3	6	0.1831	0.1164	0.1988	0.2278	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR162W-A-t26_1	YLR162W-A	0	1	1	2	0.0	0.0388	0.0663	0.0759	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	1	15	0	237	246	260	264	256	4.0532	2.7558	0.8791343272338227	3.3937737873796916	0.0007899772574568848	-	cds
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	2	6	0	383	387	392	401	388	2.807	2.5523	0.3383119164125576	1.0428830345163873	0.009089689589480542	-	cds
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	3	6	0	389	398	403	404	401	3.547	2.7814	0.5780915206629542	1.3556451400238019	0.12445219455130702	-	cds
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	4	6	0	413	417	422	431	420	2.2889	2.1046	0.47411333841640774	1.0946673692759505	0.03550736558927338	-	cds
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	5	5	0	418	427	431	434	428	3.0309	2.923	0.6293149635636649	1.4215836281564282	0.07401916237161145	-	cds
YLR163C-t26_1	YLR163C	506	1318	777	1331	46.3269	51.1389	51.5005	50.5419	0.5318	0.5244	Qualified	6	5	0	439	440	444	450	443	3.4724	2.7429	0.8069793847445796	1.156458944325899	0.37595532015633576	-	cds
YLR164W-t26_1	YLR164W	6	4	3	9	0.5493	0.1552	0.1988	0.3418	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR165C-t26_1	YLR165C	13	54	23	28	1.1902	2.0952	1.5245	1.0632	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR166C-t26_1	YLR166C	522	1369	563	1208	47.7918	53.1178	37.3163	45.8712	0.3591	0.4054	Qualified	1	9	0	230	236	244	245	240	4.8217	3.7254	0.22735656763650025	2.374709463701746	0.0002807189678273811	-	cds
YLR166C-t26_1	YLR166C	522	1369	563	1208	47.7918	53.1178	37.3163	45.8712	0.3591	0.4054	Qualified	2	7	0	338	340	346	351	343	4.2646	3.2314	0.42986706204520775	1.6784144858216012	0.004082952865178716	-	cds
YLR167W-t26_1	YLR167W	32277	71849	15134	28886	2955.1254	2787.7704	1003.0992	1096.8842	0.8987	0.9402	Qualified	1	5	0	141	142	146	151	144	3.1126	2.8421	59.643144906785786	137.02722407853838	0.03100517050018767	-	cds
YLR168C-t26_1	YLR168C	62	203	208	297	5.6764	7.8765	13.7865	11.2779	0.1651	0.5917	Poor repeatability of ck samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR170C-t26_1	YLR170C	271	672	336	580	24.8114	26.0739	22.2705	22.0243	0.5776	0.8073	Qualified	1	13	0	59	60	72	74	67	4.2015	3.1657	2.3069202125674315	6.858318341624699	0.004289455113655406	-	cds
YLR170C-t26_1	YLR170C	271	672	336	580	24.8114	26.0739	22.2705	22.0243	0.5776	0.8073	Qualified	2	8	0	100	102	109	116	105	4.3668	3.3306	0.6223377970341541	3.8687772728485195	0.007009611286915253	-	cds
YLR172C-t26_1	YLR172C	1888	4265	2178	3634	172.8561	165.4837	144.3604	137.9934	0.8696	0.7939	Qualified	1	11	0	153	162	172	181	168	5.6895	3.9296	3.2427238527863507	8.752471956292304	0.005403713167061919	-	cds
YLR172C-t26_1	YLR172C	1888	4265	2178	3634	172.8561	165.4837	144.3604	137.9934	0.8696	0.7939	Qualified	2	6	0	171	180	185	194	182	3.5565	3.076	1.755206061577395	4.693487679561251	0.00020263878990799271	-	cds
YLR172C-t26_1	YLR172C	1888	4265	2178	3634	172.8561	165.4837	144.3604	137.9934	0.8696	0.7939	Qualified	3	28	0	207	214	241	250	222	3.5535	2.7397	7.726208726001748	13.457372326626576	3.753029396960333e-05	-	cds
YLR172C-t26_1	YLR172C	1888	4265	2178	3634	172.8561	165.4837	144.3604	137.9934	0.8696	0.7939	Qualified	4	8	0	253	262	269	276	265	3.1853	2.6328	2.4621218377146885	3.90640745423502	0.036139145092532375	-	cds
YLR173W-t26_1	YLR173W	108	210	42	78	9.888	8.1481	2.7838	2.9619	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR174W-t26_1	YLR174W	6	6	3	5	0.5493	0.2328	0.1988	0.1899	-	-	Too few RPFs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	1	14	0	90	93	106	109	100	4.0923	2.887	12.663554753741137	26.863645684143595	9.672333384892999e-06	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	2	17	0	113	114	130	139	123	10.6852	6.5539	13.482957175099612	52.15762051354242	2.4761015387977536e-05	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	3	14	0	149	151	164	173	153	3.5562	2.6587	10.791947473303301	21.861850775800004	0.0070472456058446225	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	4	15	0	160	169	183	185	173	4.7018	3.2305	14.865817468365908	42.18758340352426	9.276519111692369e-05	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	5	6	0	202	211	216	225	215	3.2942	2.934	8.382580374934447	14.206137004916293	0.043428849032818365	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	6	5	0	213	222	226	228	223	2.5776	2.2421	5.653622247600328	9.49297752759928	0.1439809753557129	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	7	32	0	261	266	297	301	269	4.8712	3.4996	33.54733842568705	81.56935648766239	2.965755590330537e-07	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	8	15	0	316	325	339	348	329	4.8269	3.4727	12.83032743475328	31.542979210331783	1.4355452366501035e-05	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	9	5	0	343	352	356	365	352	3.337	3.1739	3.4949264936506435	4.987263352962914	0.35180686757581875	-	cds
YLR175W-t26_1	YLR175W	5499	13849	9836	16114	503.4617	537.3468	651.9416	611.8947	0.8329	0.9134	Qualified	10	5	0	380	389	393	402	392	2.455	2.3755	4.934283434849139	8.663400122971247	0.16712971490279063	-	cds
YLR176C-t26_1	YLR176C	105	297	95	163	9.6133	11.5237	6.2967	6.1896	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR177W-t26_1	YLR177W	92	166	80	158	8.4231	6.4409	5.3025	5.9997	0.442	0.203	Poor repeatability of ip samples	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR178C-t26_1	YLR178C	81	194	64	115	7.416	7.5273	4.242	4.3669	-	-	Background value too large	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
YLR179C-t26_1	YLR179C	2441	5345	2949	4766	223.4861	207.3882	195.4632	180.9787	0.7534	0.8542	Qualified	1	21	0	45	46	66	68	55	7.535	4.0661	9.898858813010456	22.708323796401146	5.812456157810233e-05	-	cds
YLR179C-t26_1	YLR179C	2441	5345	2949	4766	223.4861	207.3882	195.4632	180.9787	0.7534	0.8542	Qualified	2	5	0	107	109	113	114	110	3.4567	3.142	1.989539795743406	4.238155991848187	0.009895943431347724	-	cds
YLR179C-t26_1	YLR179C	2441	5345	2949	4766	223.4861	207.3882	195.4632	180.9787	0.7534	0.8542	Qualified	3	5	0	152	157	161	170	158	2.1689	2.1085	3.795117319472502	7.157611659409062	0.06110039648721721	-	cds
YLR179C-t26_1	YLR179C	2441	5345	2949	4766	223.4861	207.3882	195.4632	180.9787	0.7534	0.8542	Qualified	4	7	0	162	171	177	182	174	4.4727	3.5088	3.5173892896843006	8.45249327285793	0.0006297259611283047	-	cds
YLR180W-t26_1	YLR180W	8909	22121	19639	31343	815.6648	858.3038	1301.6959	1190.1835	0.8788	0.945	Qualified	1	9	0	101	109	117	125	114	3.8388	3.0982	10.128598657841092	21.31124424473317	0.003677257121558523	-	cds
YLR180W-t26_1	YLR180W	8909	22121	19639	31343	815.6648	858.3038	1301.6959	1190.1835	0.8788	0.945	Qualified	2	9	0	136	137	145	149	141	4.202	3.0149	8.715446421262618	16.076814591570464	0.02253326422326583	-	cds
YLR180W-t26_1	YLR180W	8909	22121	19639	31343	815.6648	858.3038	1301.6959	1190.1835	0.8788	0.945	Qualified	3	7	0	209	218	224	232	220	3.6213	2.9648	13.504740655437157	34.42963697523885	0.027885513794636	-	cds
YLR180W-t26_1	YLR180W	8909	22121	19639	31343	815.6648	858.3038	1301.6959	1190.1835	0.8788	0.945	Qualified	4	123	0	241	243	365	374	252	26.2125	5.911	208.49904084143432	732.4056562754297	8.615717953870345e-22	-	cds
YLR180W-t26_1	YLR180W	8909	22121	19639	31343	815.6648	858.3038	1301.6959	1190.1835	0.8788	0.945	Qualified	5	10	0	364	373	382	382	378	6.2762	4.0792	27.005739402287947	62.1563433323143	0.06673114469619651	-	cds
YLR181C-t26_1	YLR181C	244	693	351	650	22.3395	26.8887	23.2647	24.6824	0.4955	0.6834	Qualified	1	7	0	131	135	141	143	139	2.7806	2.4255	0.36315798964035034	1.4885501647640722	0.0017060813342474656	-	cds
YLR181C-t26_1	YLR181C	244	693	351	650	22.3395	26.8887	23.2647	24.6824	0.4955	0.6834	Qualified	2	7	0	154	156	162	171	160	3.2785	2.6037	0.3189117132691504	1.3276795161026809	0.006131972175099546	-	cds
YLR181C-t26_1	YLR181C	244	693	351	650	22.3395	26.8887	23.2647	24.6824	0.4955	0.6834	Qualified	3	14	0	158	167	180	182	177	3.5947	2.9551	0.9606497134467118	3.3323248951547484	2.0248028995025975e-07	-	cds
YLR181C-t26_1	YLR181C	244	693	351	650	22.3395	26.8887	23.2647	24.6824	0.4955	0.6834	Qualified	4	22	0	190	191	212	217	202	5.8194	4.0106	0.7736248485421511	6.333243935521335	3.17796221810677e-08	-	cds
YLR182W-t26_1	YLR182W	412	1061	439	721	37.7207	41.1672	29.0974	27.3784	0.3686	0.445	Qualified	1	8	0	116	117	124	126	121	3.7957	3.1347	0.05820060943022147	1.7060374269177163	7.244958173119944e-05	-	cds
YLR182W-t26_1	YLR182W	412	1061	439	721	37.7207	41.1672	29.0974	27.3784	0.3686	0.445	Qualified	2	12	0	403	404	415	417	408	3.362	2.6818	0.5462682809056507	2.4078500491805626	0.00011384456594871171	-	cds
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	1	15	0	197	200	214	223	202	3.9214	2.7499	0.5780915206629543	2.796557883110989	0.0017618955273271265	-	cds
YLR183C-t26_1	YLR183C	377	902	804	1498	34.5163	34.998	53.2901	56.8834	0.4753	0.5384	Qualified	2	18	0	219	228	245	254	235	2.7304	2.3898	1.2337838538995372	3.536343369585341	0.002771910005229379	-	cds
