name	wt_ribo_YPD1_cds_rpm	wt_ribo_YPD2_cds_rpm	wt_ribo_YPD3_cds_rpm	ncs2d_ribo_YPD1_cds_rpm	ncs2d_ribo_YPD2_cds_rpm	ncs2d_ribo_YPD3_cds_rpm	elp6d_ribo_YPD1_cds_rpm	elp6d_ribo_YPD2_cds_rpm	elp6d_ribo_YPD3_cds_rpm	ncs2d_elp6d_ribo_YPD1_cds_rpm	ncs2d_elp6d_ribo_YPD2_cds_rpm	ncs2d_elp6d_ribo_YPD3_cds_rpm
NM_001181286.1	166.74	304.79	164.99	209.03	191.66	75.48	148.59	125.43	202.11	179.54	130.81	369.35
NM_001181287.3	34.77	52.21	27.78	45.0	49.93	16.87	29.64	26.85	51.23	55.06	38.58	105.46
NM_001181288.1	544.16	817.91	424.88	506.5	500.17	210.99	353.34	296.98	618.55	452.49	338.24	880.37
NM_001181290.3	14.35	25.38	17.48	24.92	22.46	10.46	19.2	16.94	26.35	50.83	37.64	97.84
NM_001181291.3	592.71	983.66	403.92	694.26	586.18	249.4	370.6	319.18	634.59	582.48	403.96	1226.19
NM_001181292.3	23.29	37.55	21.12	31.09	34.28	10.89	27.17	19.07	34.28	41.14	30.43	79.22
NM_001181294.1	27.62	40.69	21.57	29.31	29.83	11.72	20.21	16.99	29.17	32.35	22.63	57.3
NM_001181295.1	12.83	19.4	13.47	14.71	14.13	6.49	10.79	9.51	15.41	16.18	11.85	34.7
NM_001181296.3	144.35	236.84	113.9	188.06	163.91	65.73	104.46	91.65	161.91	161.17	125.22	329.99
NM_001181297.1	1.46	3.79	2.12	2.66	3.77	0.75	2.25	1.63	3.46	2.95	2.97	8.55
NM_001181298.3	6.53	11.59	6.13	5.23	7.2	2.71	4.18	3.27	6.75	6.27	3.25	9.23
NM_001181299.1	13.39	24.86	13.93	18.85	19.98	6.84	13.92	11.1	19.6	20.67	14.2	41.05
NM_001181300.1	8.38	11.08	6.66	8.88	8.5	2.95	6.65	5.2	10.94	7.55	6.99	17.18
NM_001181301.3	65.43	112.95	62.29	97.41	99.01	36.52	60.73	53.55	83.51	84.79	63.42	175.7
NM_001181302.1	91.7	157.14	85.75	150.75	144.72	54.96	97.02	77.63	142.67	165.61	130.94	325.51
NM_001181303.3	7.65	12.1	7.19	8.54	7.66	3.3	5.42	4.46	8.93	11.36	7.48	15.66
NM_001181304.1	465.57	684.55	412.92	427.69	421.03	150.88	324.76	262.75	459.37	425.01	304.61	777.71
NM_001181306.1	35.5	53.45	37.08	21.12	21.11	6.88	17.66	14.02	23.98	7.18	5.5	13.29
NM_001181307.3	162.97	271.18	140.92	211.8	195.09	76.5	127.59	110.67	191.26	200.8	142.98	400.15
NM_001181308.1	10.86	14.58	7.87	12.78	12.89	4.4	8.02	7.28	11.3	11.94	10.41	27.25
NM_001181309.3	465.12	663.99	440.47	472.25	493.81	196.8	411.69	354.94	624.11	529.51	392.64	1073.0
NM_001181310.3	35.67	58.55	31.48	40.86	45.2	16.28	28.89	25.12	46.58	41.56	28.31	66.35
NM_001181312.1	17.66	35.0	15.29	28.52	31.18	10.38	19.77	16.45	26.62	41.03	25.83	75.75
NM_001181313.1	85.45	141.02	89.3	119.32	118.49	48.28	97.11	81.69	136.47	141.88	99.03	289.37
NM_001181314.3	323.47	496.2	260.35	333.63	332.1	121.48	217.87	190.43	335.57	348.15	254.71	668.02
NM_001181315.1	92.93	151.67	77.65	113.6	99.07	41.95	62.32	56.33	98.18	94.16	66.89	175.45
NM_001181316.3	91.08	135.33	84.31	95.83	97.88	34.4	67.87	52.76	90.07	87.41	61.12	170.79
NM_001181317.3	5.57	9.99	5.75	6.86	6.25	2.0	5.68	4.26	8.39	8.09	5.81	13.8
NM_001181318.1	269.18	473.53	233.25	384.26	417.43	144.16	247.95	218.12	360.73	532.77	386.38	1023.24
NM_001181320.1	122.58	196.8	101.41	112.46	106.44	39.47	75.97	63.21	106.93	91.7	66.44	178.41
NM_001181321.3	22273.55	31009.94	18606.0	20486.93	21399.42	8434.79	16294.83	13786.5	26330.88	20772.23	15255.71	40338.09
NM_001181322.1	67.73	119.22	56.76	74.91	70.75	27.68	45.98	40.82	68.19	73.16	48.18	142.02
NM_001181323.3	10.07	17.43	11.58	12.73	14.92	6.57	12.77	11.1	15.5	19.66	15.55	38.51
NM_001181324.3	34.43	55.71	28.61	36.96	36.92	14.51	27.09	22.94	38.02	38.94	25.06	68.98
NM_001181325.1	29.48	50.09	20.59	51.96	38.16	14.39	21.4	18.78	35.01	46.6	30.15	101.48
NM_001181326.1	71.39	151.52	61.15	58.67	57.53	16.87	44.75	36.26	58.62	60.42	42.82	95.64
NM_001181327.3	33.98	55.85	35.19	37.4	36.92	12.86	30.7	25.31	43.49	41.67	28.17	71.18
NM_001181328.1	46.13	76.56	40.41	52.7	49.93	20.91	39.37	33.83	50.96	48.04	36.65	115.95
NM_001181329.3	100.87	165.74	95.51	145.97	138.19	54.41	101.82	84.86	152.88	156.13	112.87	310.1
NM_001181330.3	1.52	2.33	1.44	2.91	2.48	1.18	2.95	2.08	2.83	6.05	3.7	8.38
NM_001181331.1	35.72	51.33	27.85	35.63	35.8	12.62	24.88	21.2	39.11	44.72	32.86	82.86
NM_001181332.1	9.39	16.55	8.48	12.68	13.9	4.56	11.23	9.61	18.32	20.19	15.42	36.65
NM_001181333.3	644.86	955.73	481.57	613.04	624.23	243.07	453.0	397.0	749.18	589.87	411.26	1165.42
NM_001181334.3	16.48	29.39	15.44	21.52	25.55	8.92	18.85	15.8	27.71	27.8	21.5	51.8
NM_001181335.3	7.65	11.74	6.96	8.14	8.5	3.7	6.34	6.24	8.2	8.36	5.9	12.95
NM_001181336.1	55.19	88.3	40.41	82.06	78.35	29.41	48.89	40.47	71.29	87.84	69.05	179.34
NM_001181337.1	71.95	99.9	53.05	56.06	63.77	19.7	40.56	31.56	58.07	46.12	30.11	92.0
NM_001181338.3	317.06	458.36	279.65	411.26	432.35	164.05	298.29	251.41	448.8	466.41	348.38	874.11
NM_001181339.1	56.71	93.84	52.3	59.56	61.75	24.45	40.56	33.44	67.64	55.86	41.78	114.34
NM_001181340.3	187.95	318.43	150.68	253.64	249.13	87.67	168.06	147.57	266.29	308.14	206.44	584.66
NM_001181341.3	3.88	7.36	4.39	4.19	4.5	1.53	2.91	1.98	5.38	3.75	2.79	7.02
NM_001181342.1	0.51	0.29	0.45	0.3	0.51	0.12	0.22	0.15	0.27	0.43	0.36	1.61
NM_001181343.1	1672.53	2443.02	1353.5	1571.75	1643.03	636.83	1150.61	1030.0	1914.71	1621.52	1133.08	3221.2
NM_001181344.3	17.16	25.67	15.06	20.53	21.9	8.45	9.95	8.62	14.5	18.05	12.85	30.47
NM_001181345.1	12.04	19.4	10.14	12.58	13.4	5.78	11.32	9.96	16.23	15.1	12.17	30.72
NM_001181346.3	24.86	44.19	19.9	28.77	26.62	10.18	20.17	17.93	28.53	27.26	22.04	59.24
NM_001181347.3	246.46	419.13	225.38	263.76	254.65	87.35	187.08	161.94	275.13	241.29	170.83	487.24
NM_001181349.1	28.07	43.53	23.69	34.64	37.99	14.55	25.72	22.59	37.01	42.15	34.21	78.63
NM_001181350.2	3.49	6.05	3.33	2.86	3.94	1.38	3.48	2.23	4.92	2.79	2.84	5.59
NM_001181351.3	5.57	13.05	6.28	8.93	9.12	3.3	6.34	5.75	9.75	10.66	8.43	22.34
NM_001181352.1	9.34	14.29	9.54	14.41	14.18	6.41	10.92	8.72	15.13	17.09	12.31	30.72
NM_001181353.3	1.41	4.16	1.82	1.48	1.69	0.55	1.19	1.14	1.55	1.93	1.4	1.69
NM_001181354.3	0.9	0.51	0.53	0.44	0.73	0.31	0.4	0.54	0.73	0.8	0.77	1.52
NM_001181356.2	28.35	53.89	29.06	39.58	38.5	15.02	28.49	25.86	43.21	37.98	27.09	81.5
NM_001181358.1	73.02	113.9	70.69	66.77	64.22	26.1	50.82	43.74	80.32	61.06	44.8	124.07
NM_001181359.3	5.06	10.43	3.63	9.13	7.88	2.28	6.12	3.62	7.29	9.16	5.54	16.17
NM_001181360.1	69.7	110.11	70.91	116.85	114.66	46.23	85.17	71.63	129.0	143.17	104.44	277.43
NM_001181361.3	42.02	64.75	37.31	61.09	58.26	23.08	44.75	36.51	68.01	68.4	54.9	136.69
NM_001181362.3	44.95	69.42	48.29	30.1	30.06	8.26	28.36	21.8	29.35	16.44	12.53	31.74
NM_001181363.1	745.83	1117.02	673.95	970.21	927.73	336.36	801.94	706.02	1132.71	1164.53	776.22	1889.47
NM_001181364.1	26.5	46.38	26.41	39.72	40.86	14.19	26.07	25.36	41.11	50.51	40.43	96.65
NM_001181365.3	0.0	0.0	0.0	0.1	0.0	0.04	0.0	0.0	0.0	0.11	0.18	0.17
NM_001181366.1	21.26	35.22	16.73	24.08	22.06	8.26	15.41	12.58	20.88	22.17	17.31	48.5
NM_001181367.3	6.53	11.52	6.43	7.3	5.8	2.16	4.14	2.63	6.47	4.98	3.7	10.41
NM_001181368.3	9.73	14.95	7.8	12.14	12.89	4.36	10.26	9.86	15.41	17.51	13.93	33.43
NM_001181369.1	1706.17	2586.6	1485.11	1746.88	1705.18	696.98	1297.13	1099.9	1973.87	1523.29	1122.89	3102.12
NM_001181370.3	35.33	60.38	33.07	30.94	34.39	12.62	21.8	21.5	35.55	29.94	20.91	57.04
NM_001181372.1	1.41	4.45	2.04	3.01	1.74	0.71	1.37	1.44	1.91	2.52	1.94	3.98
NM_001181373.3	57.38	92.24	48.89	83.25	83.81	31.57	64.96	54.79	93.63	108.68	78.29	197.79
NM_001181374.3	94.12	154.95	96.19	117.54	110.61	45.49	80.42	68.21	119.06	109.48	79.78	222.08
NM_001181375.1	27.0	42.73	26.94	27.19	25.61	9.87	19.51	15.75	29.72	26.35	20.69	50.19
NM_001181376.1	11.53	14.8	9.23	13.22	13.73	5.27	12.42	10.75	21.15	22.5	17.53	45.11
NM_001181377.3	2.14	2.77	0.91	3.8	3.66	0.94	2.86	3.22	2.46	8.09	6.9	18.11
NM_001181378.1	0.84	0.36	0.38	0.25	0.51	0.12	0.22	0.1	0.09	0.11	0.14	0.25
NM_001181379.3	31.05	50.24	30.42	37.31	39.06	11.87	25.76	22.29	40.48	42.53	27.0	77.95
NM_001181380.3	14.91	22.6	13.09	18.21	19.25	6.96	12.82	9.41	18.14	16.34	12.31	32.58
NM_001181381.1	15.7	31.65	16.5	26.99	21.56	10.5	15.37	13.18	23.88	26.57	19.92	52.9
NM_001181382.1	112.12	189.8	110.8	181.4	173.42	69.15	128.29	105.52	191.99	201.87	154.24	395.58
NM_001181383.3	8941.35	12967.04	6828.34	9040.96	9130.52	3444.99	5825.92	5184.03	9745.48	7613.32	5666.65	16038.23
NM_001181384.1	19.91	31.57	18.39	25.61	23.53	9.0	18.14	16.74	27.35	29.24	21.5	51.54
NM_001181385.3	2.19	2.55	1.36	2.96	3.6	1.3	2.11	1.54	2.19	5.57	4.69	9.31
NM_001181386.3	7.48	13.2	8.63	10.81	9.06	4.29	8.41	6.74	12.95	11.09	8.83	18.96
NM_001181387.1	10.29	15.02	7.95	14.06	13.73	6.68	10.61	8.47	16.77	18.48	12.94	33.6
NM_001181389.1	132.54	217.88	97.48	142.61	145.28	52.13	105.83	88.13	158.72	128.23	101.69	282.6
NM_001181390.3	61.88	105.51	59.03	80.68	80.38	33.57	69.06	59.94	107.48	108.84	78.93	223.69
NM_001181391.1	22.61	35.07	22.55	30.94	32.31	11.95	22.99	20.76	37.01	39.47	27.22	80.91
NM_001181392.3	10.29	18.01	8.02	7.55	10.02	4.25	8.98	7.08	12.95	10.12	6.94	23.87
NM_001181393.3	456.57	717.14	400.81	503.39	515.71	191.38	394.16	323.24	600.86	502.08	363.34	1063.95
NM_001181395.1	44.1	71.17	41.93	58.43	54.94	21.23	45.54	39.53	70.1	61.86	45.25	127.88
NM_001181396.1	46.52	80.14	45.03	52.26	56.51	19.77	37.87	32.74	56.98	53.03	34.75	99.7
NM_001181397.3	9.11	15.97	7.8	14.11	14.52	4.87	7.05	6.64	12.85	13.82	8.88	23.78
NM_001181399.1	54.74	83.64	42.99	80.63	74.41	31.41	54.96	43.2	74.02	88.32	71.08	196.27
NM_001181400.4	39.21	64.46	37.61	44.96	39.57	15.41	33.25	27.44	50.5	45.9	29.88	92.59
NM_001181402.1	0.0	0.0	0.08	0.05	0.06	0.04	0.09	0.0	0.0	0.05	0.14	0.0
NM_001181403.2	23.51	44.33	23.08	34.69	30.34	12.58	23.39	18.82	34.55	30.26	21.95	64.07
NM_001181404.3	30.55	52.21	24.6	36.07	32.93	9.63	18.45	15.51	29.17	26.94	19.38	46.04
NM_001181405.1	37.13	57.46	35.87	43.87	44.41	15.49	36.77	28.53	50.69	47.46	35.88	104.52
NM_001181406.3	22.95	35.8	20.13	32.22	33.55	13.13	22.86	20.71	35.01	40.81	29.48	77.1
NM_001181407.3	11.64	18.96	9.84	13.92	12.95	5.27	9.82	9.26	14.04	13.93	10.19	32.25
NM_001181408.1	904.14	1452.3	675.61	745.04	732.19	275.31	436.05	402.6	746.45	515.37	392.28	1114.73
NM_001181409.1	43.26	80.65	40.57	53.79	53.75	17.42	26.29	23.48	47.41	46.76	35.16	84.04
NM_001181410.3	59.63	101.72	59.79	75.7	64.06	29.33	55.14	44.44	72.66	67.06	53.1	143.2
NM_001181411.1	762.15	1131.9	650.79	828.49	892.27	342.53	751.33	648.46	1099.25	1019.22	795.7	2190.52
NM_001181412.3	21.26	36.9	22.02	26.35	29.1	11.09	19.42	17.78	28.08	28.66	19.61	50.7
NM_001181413.3	124.27	200.3	111.33	149.27	138.07	47.29	98.43	83.87	137.11	134.44	98.49	253.14
NM_001181414.1	940.87	1442.89	657.68	1080.11	1005.13	370.92	610.18	504.6	992.86	904.54	665.61	1830.82
NM_001181415.1	22.16	38.57	19.53	41.85	40.7	14.9	24.22	21.55	36.74	37.65	29.7	74.82
NM_001181416.3	2.31	3.21	2.12	2.81	3.49	1.22	2.38	2.28	4.47	3.96	3.34	8.8
NM_001181417.1	3.26	5.18	3.94	3.7	3.77	1.14	3.26	2.33	6.38	4.23	4.33	9.82
NM_001181418.3	0.0	0.29	0.15	0.05	0.28	0.0	0.09	0.05	0.18	0.32	0.5	1.18
NM_001181421.3	1.07	2.48	0.98	0.84	0.79	0.24	0.7	0.64	1.55	1.61	1.08	3.3
NM_001181423.1	0.06	0.07	0.0	0.0	0.06	0.08	0.04	0.0	0.0	0.11	0.14	0.0
NM_001181424.1	48.32	81.81	41.4	57.05	58.43	22.17	44.53	41.86	68.46	62.24	50.66	138.38
NM_001181425.3	0.17	0.51	0.3	0.54	0.34	0.16	0.48	0.2	0.73	0.54	0.36	1.1
NM_001181426.1	16.15	27.85	15.59	20.87	21.56	8.06	12.9	10.16	18.69	20.46	16.99	43.16
NM_001181427.1	83.31	129.36	80.45	113.84	108.18	41.51	77.86	69.11	110.13	121.48	85.64	239.26
NM_001181428.1	0.68	1.17	0.15	0.54	0.56	0.35	0.66	0.5	0.82	0.48	0.45	2.62
NM_001181431.2	10.91	20.78	12.71	8.34	8.11	5.54	8.85	10.11	13.95	5.36	3.88	8.8
NM_001181433.3	2.81	4.59	5.07	3.6	4.33	1.53	4.1	3.57	6.65	6.05	4.73	11.26
NM_001181434.4	3.09	4.23	3.25	3.9	4.39	2.44	2.86	3.47	4.38	6.11	3.56	7.7
NM_001181435.1	101.54	165.67	100.2	216.88	199.54	88.57	143.22	125.83	211.59	295.28	218.66	574.16
NM_001181436.3	165.78	275.99	152.95	208.98	209.84	77.8	153.39	129.69	219.07	215.48	163.35	446.36
NM_001181437.1	8.55	14.22	8.4	11.45	10.69	4.4	7.27	5.6	7.84	11.46	7.8	21.16
NM_001181438.1	21.83	35.29	21.49	26.06	25.89	9.71	22.86	18.13	28.17	32.99	22.76	60.77
NM_001181439.3	52.49	85.02	42.15	50.93	48.75	18.91	34.48	29.18	48.41	46.71	30.52	92.0
NM_001181440.1	9.56	19.83	11.73	14.01	14.69	5.31	10.44	8.32	14.31	14.52	9.38	30.3
NM_001181442.2	201.23	339.28	201.69	294.01	261.74	116.13	183.39	157.93	260.09	263.04	190.62	534.38
NM_001181444.3	79.66	133.22	78.41	82.9	86.51	31.61	53.25	43.15	80.04	64.81	47.06	133.81
NM_001181445.2	21.6	29.9	19.3	20.03	20.38	7.08	13.7	10.4	20.15	22.01	16.18	38.51
NM_001181446.1	362.29	561.83	369.25	280.34	274.18	68.29	245.88	213.66	265.19	132.19	96.46	254.41
NM_001181447.3	10.13	13.78	7.49	9.72	9.17	3.7	7.53	7.18	10.76	11.41	10.37	22.68
NM_001181448.1	216.92	339.58	191.1	306.35	292.92	120.22	204.61	172.79	304.4	356.34	256.07	678.43
NM_001181450.1	5.68	9.26	4.16	4.59	5.91	2.36	4.45	3.76	8.2	6.43	3.56	9.48
NM_001181453.3	19.52	38.14	18.09	21.37	22.85	7.59	15.59	13.77	18.69	19.23	13.07	41.64
NM_001181454.1	160.44	298.74	119.65	228.53	178.04	77.72	131.55	114.68	194.0	203.0	151.09	472.26
NM_001181457.1	3.15	5.83	3.25	5.87	5.57	1.42	3.48	2.87	4.83	5.62	3.29	12.44
NM_001181458.3	20.98	29.53	18.84	27.63	27.02	10.5	19.95	15.01	28.44	32.62	24.84	69.74
NM_001181459.1	3.09	5.83	3.63	2.17	3.43	1.89	2.82	2.43	3.1	3.16	2.66	6.77
NM_001181460.1	325.78	483.52	275.33	327.96	320.67	123.72	258.96	230.6	411.33	342.52	265.35	672.25
NM_001181461.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08
NM_001181462.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0
NM_001181463.1	21.77	38.5	20.81	23.69	23.75	7.82	20.26	16.55	31.72	27.16	19.65	52.3
NM_001181464.3	12.09	18.81	10.67	13.03	11.48	4.76	9.78	8.47	12.31	12.48	10.73	28.35
NM_001181465.1	18.68	32.52	17.86	34.54	34.22	11.13	21.76	17.29	26.62	39.8	29.75	65.76
NM_001181467.1	102.61	168.44	95.44	104.17	110.44	39.39	74.78	61.08	111.4	103.37	72.66	199.99
NM_001181468.3	718.21	1190.38	742.97	1052.77	1010.36	406.42	625.73	564.39	911.64	1082.21	880.12	2402.11
NM_001181469.1	5.23	8.9	6.05	7.4	7.94	3.46	4.62	5.05	10.48	7.87	6.72	17.94
NM_001181470.1	22.05	33.69	21.04	27.68	26.46	9.51	18.81	15.75	26.26	26.67	19.11	49.85
NM_001181471.3	0.51	0.8	0.08	0.64	0.84	0.16	1.15	0.79	1.19	1.55	1.08	2.79
NM_001181472.1	0.06	0.22	0.45	1.04	0.62	0.28	0.26	0.35	0.46	1.02	1.08	1.44
NM_001181473.1	117.18	195.64	118.67	147.55	137.68	53.23	116.36	94.96	167.29	153.24	113.54	330.41
NM_001181474.3	235.26	392.37	160.29	344.98	284.36	122.81	181.14	165.31	298.11	358.43	236.41	727.52
NM_001181475.1	58.96	90.05	41.85	66.32	60.28	22.29	41.75	35.52	63.72	65.61	46.88	136.09
NM_001181476.1	0.39	0.15	0.08	0.25	0.06	0.12	0.18	0.2	0.27	0.32	0.45	0.59
NM_001181477.3	17.61	31.06	17.48	21.61	24.49	8.73	18.23	15.65	27.17	26.67	20.19	49.51
NM_001181478.1	0.9	1.6	0.68	0.64	0.9	0.35	0.84	0.74	1.46	1.02	1.17	2.37
NM_001181479.1	6.98	11.38	6.74	8.78	9.74	3.38	7.57	5.85	7.93	9.48	6.54	21.16
NM_001181480.3	10.01	18.01	9.54	14.85	12.83	5.82	10.17	9.02	14.31	15.0	10.86	35.55
NM_001181481.1	6.86	11.16	5.68	7.2	7.26	2.71	5.81	4.26	8.3	8.14	6.09	15.57
NM_001181482.3	9.9	16.11	10.44	13.08	14.58	5.58	9.12	6.49	10.67	11.84	8.92	25.98
NM_001181483.1	253.26	419.2	199.35	265.09	245.98	94.67	165.99	143.71	258.45	231.6	168.98	450.34
NM_001181484.1	16.65	20.93	12.11	15.64	15.2	6.13	13.39	10.7	15.5	20.62	13.75	40.54
NM_001181485.3	4426.4	5759.23	3441.42	4163.06	3933.88	1553.84	2742.33	2483.8	4465.38	3449.46	2586.36	6686.16
NM_001181486.1	29.08	43.24	26.19	24.08	25.39	10.42	19.42	17.24	28.08	22.44	15.14	42.06
NM_001181487.3	28.24	39.08	26.79	30.0	28.54	11.01	19.91	16.35	33.55	30.16	20.33	59.24
NM_001181488.1	48.94	80.65	54.49	54.58	57.02	21.23	38.76	31.16	57.16	55.06	39.94	108.84
NM_001181489.1	10.46	14.8	7.34	7.45	7.37	2.28	5.15	4.76	8.57	7.82	4.96	15.49
NM_001181490.3	7.43	12.1	6.74	8.34	7.6	3.89	6.39	4.9	7.84	9.11	5.45	13.46
NM_001181491.1	6.24	11.23	6.43	9.77	10.47	3.73	7.62	5.75	10.76	10.23	8.38	24.71
NM_001181492.1	6.69	13.85	9.16	10.81	11.43	4.48	8.59	7.18	10.76	14.46	9.83	26.91
NM_001181493.3	51.98	81.45	44.96	60.75	67.26	24.89	58.05	52.06	86.42	77.56	56.57	147.01
NM_001181494.1	47.59	75.25	44.43	55.61	54.26	21.9	44.26	34.48	63.36	55.92	38.99	116.37
NM_001181495.1	53.61	89.91	46.17	56.65	53.7	21.46	43.95	34.03	59.17	57.79	46.02	119.42
NM_001181496.1	21.49	32.59	21.87	26.7	24.94	13.45	17.44	15.7	33.91	32.08	22.63	59.16
NM_001181498.1	14.74	21.07	11.05	16.04	15.99	7.86	9.07	8.47	15.22	18.85	12.4	35.8
NM_001181499.3	13.28	17.57	10.6	11.79	14.24	6.6	9.73	9.46	15.5	19.01	13.43	34.87
NM_001181501.1	45.23	73.65	45.71	50.98	56.79	22.76	41.62	38.39	66.18	63.58	44.04	117.73
NM_001181502.1	61.66	104.27	58.28	91.64	87.92	38.25	66.19	51.32	94.35	111.51	76.81	220.98
NM_001181503.3	9.84	13.64	8.78	11.45	8.72	3.5	6.96	6.49	9.57	10.5	7.66	22.51
NM_001181504.1	9.06	11.08	7.57	7.85	6.7	3.07	7.35	5.45	10.21	8.09	6.81	19.64
NM_001181505.1	12.04	18.3	10.44	17.37	16.1	5.66	10.97	10.3	15.13	21.53	12.71	34.11
NM_001181506.3	20.08	37.19	19.98	28.77	29.16	9.4	16.47	14.22	24.52	28.12	18.57	56.37
NM_001181507.1	49.22	94.43	43.52	63.56	53.42	20.32	31.67	26.9	51.42	41.4	28.71	84.47
NM_001181509.1	133.16	226.92	100.28	178.93	152.99	63.37	96.36	91.94	155.43	168.66	117.87	359.7
NM_001181510.1	0.23	0.29	0.15	0.25	0.34	0.04	0.4	0.5	0.36	0.54	0.41	1.18
NM_001181511.1	149.25	215.33	97.71	195.71	191.32	64.83	140.49	138.16	249.15	276.0	180.52	568.92
NM_001181512.1	50.97	87.5	39.66	51.42	51.73	17.34	37.61	38.49	73.66	55.81	41.69	115.95
NM_001181513.1	1157.06	1864.86	866.94	1150.87	1094.12	397.69	718.79	606.3	1110.1	917.77	652.77	1888.29
NM_001181514.1	33.13	49.29	27.85	36.66	31.52	12.62	22.33	17.54	35.19	28.49	19.52	50.95
NM_001181515.1	24.19	31.43	20.28	24.08	23.92	11.52	22.81	19.27	31.63	27.26	19.7	58.57
NM_001181516.1	7.48	13.34	6.89	7.94	7.37	4.29	6.03	5.05	9.12	8.84	5.99	13.8
NM_001181517.1	26.44	40.54	23.61	29.9	27.69	11.79	26.03	17.83	32.45	29.89	23.57	63.39
NM_001181518.1	16.03	25.89	13.85	22.75	20.43	9.28	16.56	15.65	27.35	28.98	21.55	52.81
NM_001181520.1	37.92	70.15	42.0	51.27	48.13	17.34	33.74	29.28	49.96	46.22	33.45	91.41
NM_001181521.1	3.43	4.52	2.42	3.7	2.98	1.81	4.23	3.37	6.11	5.41	3.29	9.31
NM_001181522.1	0.28	0.29	0.53	0.54	0.39	0.24	0.57	0.64	0.82	1.07	0.32	1.44
NM_001181523.1	6.02	8.9	6.05	7.99	6.59	3.26	5.46	4.85	8.11	10.39	5.95	17.94
NM_001181524.1	30.43	50.82	28.68	33.06	32.82	11.64	27.48	21.85	40.11	31.6	22.67	61.78
NM_001181525.1	12.66	21.95	11.28	14.61	14.86	5.54	10.31	11.0	15.22	18.96	10.19	31.57
NM_001181526.1	7.88	13.56	7.72	9.72	7.6	3.58	7.18	6.54	8.75	9.64	7.8	22.94
NM_001181527.1	20.7	32.38	19.75	27.24	25.44	10.1	19.77	17.54	24.61	26.99	20.37	65.76
NM_001181528.1	23.12	36.09	18.54	21.86	21.61	9.75	16.34	14.61	21.15	20.89	13.79	38.42
NM_001181529.1	18.0	29.46	18.69	20.68	21.78	9.63	14.62	11.79	23.16	20.3	14.87	37.15
NM_001181530.1	71.67	116.67	70.69	83.2	86.12	33.61	64.26	58.11	91.62	88.97	66.21	185.86
NM_001181531.1	45.23	77.51	42.38	52.11	47.9	20.76	37.43	30.96	65.09	48.74	41.2	107.66
NM_001181532.1	15.13	22.39	12.26	19.69	18.86	7.04	13.26	10.01	17.32	21.16	13.84	40.71
NM_001181533.1	5.01	8.02	3.56	6.02	6.59	2.91	4.84	4.71	8.11	6.27	6.85	16.76
NM_001181534.1	39.27	64.97	37.08	40.37	43.62	16.39	34.22	30.91	54.79	42.1	27.45	80.15
NM_001181535.1	6.58	12.54	5.98	11.5	12.27	3.5	7.53	6.79	11.21	10.07	8.38	21.41
NM_001181536.1	0.79	1.97	0.68	1.88	2.2	0.28	1.5	1.19	1.64	2.3	2.07	5.16
NM_001181537.1	30.32	44.48	33.45	34.54	31.18	15.1	21.71	18.92	34.92	31.87	22.36	62.21
NM_001181538.1	0.11	0.0	0.15	0.1	0.0	0.04	0.09	0.1	0.09	0.16	0.0	0.34
NM_001181539.1	0.06	0.0	0.0	0.0	0.11	0.04	0.04	0.15	0.0	0.32	0.36	0.25
NM_001181540.1	4.95	7.44	3.63	7.94	7.32	2.08	5.11	3.57	6.2	5.52	4.73	14.56
NM_001181541.1	0.0	0.07	0.08	0.05	0.17	0.04	0.0	0.05	0.09	0.05	0.23	0.0
NM_001181542.1	190.2	296.26	176.34	268.84	261.68	94.63	219.19	176.11	324.54	325.55	227.13	672.59
NM_001181543.1	25.31	43.46	21.72	34.35	30.56	11.64	20.74	16.55	31.0	33.15	23.08	64.15
NM_001181544.1	204.32	346.21	183.68	231.93	210.35	88.49	146.13	129.64	218.06	199.68	147.98	403.62
NM_001181545.2	12.49	16.63	12.26	15.74	14.3	5.94	11.19	9.91	17.59	16.44	12.22	32.67
NM_001181546.3	1.46	2.04	0.83	1.63	1.8	0.71	0.92	0.79	1.28	1.23	0.95	1.78
NM_001181547.2	1.35	2.11	1.14	1.18	0.96	0.67	1.19	0.64	1.09	1.18	1.08	2.12
NM_001181548.1	28.18	44.7	27.47	33.36	32.42	14.27	18.45	16.94	30.45	32.83	24.57	67.37
NM_001181549.1	2.31	3.5	1.44	3.45	3.1	1.57	2.6	2.13	4.1	2.57	2.03	4.91
NM_001181550.1	112.57	166.25	100.35	96.82	98.0	33.42	77.42	65.74	102.38	67.76	50.62	135.59
NM_001181551.1	3.6	4.81	2.65	4.0	3.83	1.34	3.3	1.93	5.65	4.71	3.29	9.23
NM_001181554.1	171.75	257.33	142.74	160.03	174.66	68.37	124.15	109.23	207.94	190.79	139.05	382.55
NM_001181555.1	47.76	76.85	42.08	44.56	43.34	15.61	25.63	23.04	40.57	36.1	29.25	71.77
NM_001181556.1	76.11	136.5	68.8	101.65	88.88	39.23	64.92	58.46	109.58	121.37	82.44	236.81
NM_001181557.1	57.21	90.49	50.33	53.64	56.34	19.34	35.81	29.33	56.25	46.22	37.64	93.01
