name	SRR1944912_f0	SRR1944912_f1	SRR1944912_f2	SRR1944913_f0	SRR1944913_f1	SRR1944913_f2	SRR1944914_f0	SRR1944914_f1	SRR1944914_f2	SRR1944915_f0	SRR1944915_f1	SRR1944915_f2	SRR1944916_f0	SRR1944916_f1	SRR1944916_f2	SRR1944917_f0	SRR1944917_f1	SRR1944917_f2
NM_001181838.1	5993	3188	2530	6995	3409	2959	3692	1465	2207	8093	5891	2283	7158	3566	3450	4159	1626	2068
NM_001181839.1	69	31	19	78	41	33	44	21	29	139	98	37	115	54	58	70	28	26
NM_001181841.1	1092	597	500	1503	751	653	634	218	387	1718	1241	523	1319	672	638	772	297	404
NM_001181842.1	286	125	86	358	162	113	207	67	106	330	224	84	328	145	153	173	86	84
NM_001181843.1	324	208	145	444	225	175	221	111	130	413	324	127	365	211	151	247	88	109
NM_001181844.1	88923	51724	37166	110387	58083	47243	62601	26960	33979	122868	103394	37846	111362	60186	52652	65773	27952	30027
NM_001181845.1	12	3	4	5	1	1	5	2	1	4	8	2	9	1	3	4	0	3
NM_001181846.1	3212	1646	1391	4402	2188	1910	2492	967	1508	7747	5358	2154	5919	2799	2791	3031	1254	1634
NM_001181847.1	213	85	71	276	116	93	119	54	66	309	225	78	264	113	121	149	38	72
NM_001181848.1	477	231	146	489	249	191	302	117	153	521	413	142	412	231	214	312	143	151
NM_001181849.1	690	381	289	878	387	352	461	179	275	934	623	237	818	382	381	463	190	232
NM_001181851.1	643	336	234	882	399	330	462	152	243	766	550	236	730	312	341	387	142	194
NM_001181852.1	185	100	64	232	107	84	137	45	73	218	115	48	161	89	73	115	36	43
NM_001181853.1	40	18	15	39	18	27	21	8	9	47	26	18	54	31	23	38	10	12
NM_001181854.1	666	424	314	828	386	329	534	209	308	992	622	254	918	392	393	463	207	271
NM_001181855.1	160	86	72	186	102	75	109	39	65	192	121	51	200	78	99	104	38	50
NM_001181856.1	235	111	71	300	149	136	161	58	103	306	189	71	283	131	159	131	54	89
NM_001181858.1	98	46	74	131	56	56	56	22	30	131	77	55	85	63	60	47	17	26
NM_001181859.1	1681	750	566	2190	806	660	1237	439	722	5143	3367	1271	4515	2097	1803	2311	804	1060
NM_001181860.1	1409	744	544	2002	952	828	945	394	512	2073	1445	540	1653	728	707	883	360	515
NM_001181861.1	186	76	76	220	117	111	123	57	76	328	238	85	370	164	151	153	65	99
NM_001181862.1	6	4	2	9	2	3	6	2	2	4	2	1	9	2	3	4	1	1
NM_001181863.1	570	246	204	593	288	211	309	118	184	738	488	191	634	290	274	380	152	185
NM_001181865.1	24941	15142	10280	28997	15495	12307	14546	5800	7676	25431	20354	7761	24238	12779	11788	12906	5212	6184
NM_001181866.1	0	1	2	7	3	1	1	0	4	0	1	1	3	0	2	3	0	2
NM_001181868.1	1547	820	636	2078	982	846	1051	416	649	2048	1292	579	1635	727	735	925	350	417
NM_001181869.1	43	18	14	57	30	33	63	23	36	61	60	24	55	45	26	38	11	14
NM_001181870.1	4475	2688	1881	5334	2773	2349	2893	1259	1701	5696	4340	1836	5417	2759	2463	3041	1224	1397
NM_001181871.1	238	124	118	276	113	114	151	58	103	316	183	76	236	117	121	141	41	76
NM_001181872.1	26	18	9	13	7	7	7	4	6	8	8	0	6	4	4	1	1	1
NM_001181873.1	0	0	0	0	1	1	0	1	1	1	0	1	0	0	0	1	0	1
NM_001181874.2	70	28	19	86	43	33	32	19	32	106	58	22	64	39	38	41	18	24
NM_001181875.1	6	4	10	12	6	7	5	0	4	10	13	0	9	1	2	4	1	2
NM_001181876.1	19	8	5	28	18	17	13	4	9	8	6	6	21	4	2	4	1	2
NM_001181877.1	1	0	2	4	6	8	1	3	2	4	7	5	5	1	1	0	1	0
NM_001181878.1	189	99	47	230	123	89	121	38	69	213	145	59	170	75	79	89	36	53
NM_001181880.1	26	5	5	15	7	9	10	8	4	23	29	13	36	16	16	35	19	18
NM_001181881.1	246	114	108	296	113	112	134	50	80	253	215	68	210	110	93	167	76	82
NM_001181882.1	59	50	35	117	29	54	53	26	35	95	61	24	73	27	22	28	18	17
NM_001181883.1	32	21	20	33	18	30	33	8	10	50	26	16	30	24	36	29	9	8
NM_001181884.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NM_001181886.1	1	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0
NM_001181887.1	1	2	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0
NM_001181888.1	238	91	90	277	134	127	140	73	60	235	170	66	254	96	94	114	51	54
NM_001181889.1	749	345	257	970	431	395	455	178	238	707	537	190	652	313	315	346	134	183
NM_001181890.1	389	191	182	514	262	245	296	116	174	334	224	100	286	142	150	170	77	92
NM_001181891.1	7	6	3	19	9	5	9	5	6	21	15	6	13	7	6	9	3	4
NM_001181892.1	246	118	91	303	137	129	163	56	85	325	216	121	310	118	118	171	65	78
NM_001181893.1	105	67	68	167	68	70	82	33	48	202	129	68	166	75	71	100	35	47
NM_001181894.1	70	28	26	96	58	33	61	19	15	107	60	24	90	37	34	56	21	11
NM_001181895.1	348	176	139	393	200	186	253	98	133	464	307	142	396	168	191	231	77	102
NM_001181896.1	854	392	334	1126	450	463	558	162	337	1017	704	301	945	392	456	483	180	260
NM_001181897.1	15	10	10	22	9	11	8	10	6	22	18	16	23	17	23	6	5	6
NM_001181898.1	61	17	13	82	27	26	46	15	23	41	26	13	49	29	31	28	11	12
NM_001181899.1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
NM_001181900.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NM_001181901.1	52	26	20	64	41	32	45	5	26	85	40	21	67	29	22	40	13	22
NM_001181902.1	115	68	48	175	58	75	107	32	45	194	136	54	134	64	69	104	34	59
NM_001181903.1	61	50	22	101	47	31	31	24	19	74	75	35	114	50	46	41	23	29
NM_001181904.1	888	555	360	1174	530	457	642	296	386	1277	971	327	1359	641	537	732	352	486
NM_001181905.1	240	120	84	330	117	102	167	58	90	257	201	68	289	124	136	160	48	73
NM_001181906.1	247	129	127	306	144	131	164	61	77	438	317	126	405	187	181	200	80	86
NM_001181907.1	207	87	64	250	105	105	152	45	65	244	158	78	234	102	105	133	45	71
NM_001181908.1	137	61	44	143	59	55	82	18	45	199	138	54	195	73	82	85	44	47
NM_001181909.1	399	248	175	525	237	216	304	100	157	565	442	165	461	276	211	258	109	135
NM_001181910.1	152	109	59	260	127	78	126	46	57	257	186	56	242	105	109	112	48	64
NM_001181911.2	148	92	67	203	105	78	130	34	81	259	154	70	237	114	116	141	55	79
NM_001181912.1	421	191	192	543	252	255	253	103	177	716	354	165	537	254	261	278	123	155
NM_001181913.1	373	151	130	441	185	192	213	99	144	414	275	118	402	194	203	215	100	132
NM_001181914.1	3523	1989	1483	4202	1972	1740	2352	950	1337	5314	3867	1554	4737	2298	2326	2918	1157	1477
NM_001181915.1	1475	756	593	1773	837	735	927	365	551	1888	1254	507	1585	806	702	974	369	493
NM_001181916.1	29632	15380	12174	35065	16295	14519	16731	6125	9511	31799	23640	9134	29091	14226	14218	14376	5496	7392
NM_001181917.1	9	4	1	5	2	3	5	0	0	14	4	5	6	2	3	2	6	1
NM_001181918.1	1	0	0	1	0	0	0	1	0	1	2	1	0	0	0	1	0	0
NM_001181919.1	246	131	88	299	162	135	152	68	84	386	237	78	303	154	150	178	61	75
NM_001181920.1	310	152	135	375	161	154	245	80	131	329	209	80	282	119	116	148	48	86
NM_001181921.2	974	513	402	1122	553	432	647	227	292	964	749	296	919	419	436	543	198	278
NM_001181922.1	39	22	15	38	17	23	25	11	18	49	36	9	42	28	27	25	10	14
NM_001181923.1	89	50	35	122	71	52	63	21	44	115	64	41	108	78	59	61	32	45
NM_001181924.1	5	6	1	3	1	2	4	1	0	6	5	3	4	2	1	2	1	6
NM_001181925.1	298	140	100	376	157	128	155	57	85	480	333	111	457	174	173	174	75	91
NM_001181926.1	232	165	94	285	150	138	160	78	100	369	191	100	321	146	146	171	63	83
NM_001181927.1	57	54	50	121	65	60	50	35	38	51	32	14	40	28	28	31	16	21
NM_001181929.1	106	63	40	131	78	52	64	24	45	113	43	25	106	46	51	55	24	29
NM_001181930.1	2533	1504	994	2942	1515	1249	1667	679	915	2962	2033	783	2750	1350	1309	1602	696	724
NM_001181931.1	208130	131347	85622	247585	138050	103367	138155	61068	78836	208182	185921	67467	198980	115486	102807	125509	54843	62162
NM_001181932.1	302	174	147	437	204	173	222	64	119	427	306	124	399	166	121	190	88	121
NM_001181933.1	3	0	1	2	0	3	0	1	1	2	2	2	0	1	0	1	0	0
NM_001181934.1	106	45	39	109	49	37	55	27	28	126	81	27	91	48	42	64	12	26
NM_001181935.1	20641	10540	7671	23744	11277	9077	12859	4765	7259	20542	15509	5156	19543	9560	8172	11910	4561	5738
NM_001181936.1	291	158	140	440	188	173	224	81	115	472	289	125	420	175	194	209	89	99
NM_001181937.1	172	77	67	215	85	79	119	33	64	162	112	39	161	62	88	75	33	38
NM_001181938.1	317	162	147	417	192	183	210	66	114	525	371	137	437	185	205	206	78	118
NM_001181939.1	185	97	94	207	115	101	99	59	62	268	181	96	213	118	133	121	52	47
NM_001181940.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NM_001181941.1	7	2	5	11	4	2	7	3	1	15	10	4	11	4	5	6	2	6
NM_001181942.1	265	122	131	340	168	164	158	67	108	389	268	115	295	146	155	214	94	108
NM_001181943.1	3143	1614	1149	3808	1821	1382	2160	776	1200	3776	2546	1006	3452	1553	1587	1714	633	944
NM_001181944.1	190	107	73	243	143	89	131	54	62	198	157	63	185	103	74	132	38	73
NM_001181945.1	7327	4356	3034	7796	4128	3358	3128	1311	1770	8348	6600	2585	8357	4376	4068	3600	1577	1807
NM_001181946.1	275	149	119	334	158	154	180	87	111	237	169	72	275	141	131	159	77	75
NM_001181947.1	4388	2338	1825	5397	2490	2298	2801	1160	1541	6102	4106	1605	5267	2526	2424	2930	1230	1510
NM_001181948.1	13275	9569	6251	15318	9796	7218	8104	4162	4323	11942	12059	4589	11938	8009	6901	7216	3438	3203
NM_001181950.1	167	76	63	198	92	77	139	52	67	212	102	56	185	79	80	101	32	52
NM_001181951.1	290	141	123	417	203	139	204	71	133	391	283	148	344	159	175	215	54	90
NM_001181952.1	329	156	129	389	203	180	193	86	103	325	222	84	315	134	140	157	52	87
NM_001181953.1	330	186	111	428	186	213	255	107	140	506	396	135	450	185	210	227	84	103
NM_001181954.1	67	27	22	71	27	36	53	18	45	98	49	31	74	27	31	29	14	30
NM_001181955.1	118	44	60	168	70	65	79	23	52	237	138	65	179	88	78	95	50	50
NM_001181956.1	357	205	151	444	212	184	284	82	144	472	249	117	371	186	149	216	79	103
NM_001181957.1	24	10	6	9	11	7	8	3	9	28	21	10	15	6	14	16	6	8
NM_001181958.1	415	195	176	474	245	235	241	98	152	558	393	168	518	233	228	303	88	130
NM_001181959.1	195	87	67	238	114	102	110	53	72	255	185	72	243	112	130	124	61	67
NM_001181960.1	153	81	60	182	89	58	104	31	69	189	103	54	173	79	79	92	30	58
NM_001181961.1	431	257	168	529	256	245	263	131	165	696	461	216	593	268	304	331	159	175
NM_001181962.1	35849	20910	14603	43020	21893	18088	22405	9174	12261	38968	34678	13087	39909	21820	20179	21995	9271	10657
NM_001181964.1	172	71	73	197	90	90	104	43	56	220	108	59	178	69	80	87	25	58
NM_001181965.1	219	129	88	336	158	133	155	57	102	411	236	109	353	149	152	156	52	96
NM_001181966.1	322	135	137	395	178	148	191	53	134	538	272	128	407	155	168	219	66	120
NM_001181967.1	30	10	12	60	17	15	26	9	20	54	21	13	42	17	13	15	8	10
NM_001181968.1	16	20	9	17	13	9	14	4	9	14	16	7	12	8	12	14	2	5
NM_001181969.1	78	35	39	114	59	56	64	29	32	144	83	31	147	53	67	58	39	42
NM_001181970.1	1682	919	575	2167	1018	883	1180	406	598	1986	1392	530	1835	854	806	1047	374	495
NM_001181971.1	594	307	214	952	381	322	331	162	216	763	461	232	614	289	241	343	104	180
NM_001181972.1	145	63	54	148	69	81	89	41	68	147	99	53	155	63	62	69	30	41
NM_001181973.1	358	177	131	430	198	186	220	74	110	497	292	135	354	156	156	205	74	104
NM_001181974.1	117	53	53	169	62	78	97	29	61	193	124	48	147	64	60	77	30	37
NM_001181975.1	457	275	162	625	327	276	323	121	205	686	425	164	601	262	253	332	119	167
NM_001181976.1	881	438	333	1046	468	414	618	192	297	1216	813	316	1164	483	494	631	235	299
NM_001181977.1	176	74	66	183	86	90	117	45	58	273	201	82	252	123	116	156	71	70
NM_001181978.1	50	19	13	52	11	34	28	17	17	45	31	7	37	17	20	26	5	15
NM_001181979.1	29	19	17	14	14	6	7	5	9	17	15	7	13	7	9	8	5	11
NM_001181980.1	330	202	140	449	217	222	226	90	145	528	338	152	515	266	200	226	98	123
NM_001181981.1	311	183	108	433	196	158	203	84	120	376	275	113	372	175	176	217	66	103
NM_001181982.1	306	140	121	418	159	168	230	74	155	395	210	138	311	132	184	204	69	103
NM_001181983.1	467	212	149	549	257	217	255	110	148	530	329	137	475	225	205	301	85	134
NM_001181984.1	53	42	25	99	35	34	37	14	32	111	51	30	82	43	36	54	25	37
NM_001181985.1	82	36	27	109	41	28	52	17	29	90	53	26	77	38	35	41	23	27
NM_001181986.1	90	56	44	103	56	41	67	14	47	85	91	38	89	49	36	63	23	41
NM_001181987.1	1068	589	413	1330	644	546	745	328	423	1237	947	338	1131	560	551	667	249	309
NM_001181989.1	69	41	34	113	44	46	54	27	22	120	77	23	103	41	46	54	19	24
NM_001181990.1	92	48	50	152	71	70	76	23	37	137	108	42	151	57	55	72	31	32
NM_001181991.1	169	59	60	202	82	76	119	34	63	207	141	52	194	80	63	127	43	54
NM_001181992.1	53	35	24	90	52	31	41	26	22	50	54	24	61	38	22	30	13	20
NM_001181993.1	2044	1125	945	2564	1195	1050	1531	569	890	2686	1831	757	2237	1013	984	1189	504	646
NM_001181994.1	99	50	58	151	59	49	93	33	40	192	138	49	181	76	72	91	30	46
NM_001181995.1	207	121	88	257	123	92	115	54	72	250	216	80	224	152	125	147	62	72
NM_001181996.1	26216	16354	11664	32661	18071	14275	17973	8582	10297	29751	26350	10536	26352	15689	14753	17359	8014	8326
NM_001181997.1	54610	39445	26813	63126	40837	31269	40832	18634	22072	50838	42339	18014	52226	30533	29255	39820	16127	17770
NM_001182000.1	615	355	288	843	414	345	398	196	243	913	645	304	768	400	417	479	207	267
NM_001182001.1	353	174	153	452	176	196	209	103	145	494	308	143	419	172	176	224	101	128
NM_001182002.1	227	110	93	292	131	134	149	42	95	265	192	94	265	124	125	138	62	67
NM_001182003.1	177	102	83	269	113	98	125	38	102	227	144	75	188	91	110	141	51	54
NM_001182004.1	140	92	56	195	109	102	119	49	57	251	146	62	230	84	111	122	54	67
NM_001182005.1	305	176	136	428	193	148	244	80	130	407	269	109	335	158	143	210	77	100
NM_001182006.1	87	61	31	106	57	40	60	32	47	112	82	35	109	65	50	54	23	33
NM_001182007.1	574	316	264	697	362	313	357	139	186	771	555	244	680	352	321	395	160	189
NM_001182008.1	108	53	37	124	77	36	57	23	26	104	83	41	119	66	60	77	39	38
NM_001182012.1	3	0	1	3	1	0	0	0	3	4	4	1	1	2	1	1	3	1
NM_001182013.1	229	120	79	237	109	114	151	56	100	209	121	52	193	84	76	98	39	67
NM_001182014.1	81	31	28	87	32	46	53	17	30	94	62	25	62	22	33	43	12	22
NM_001182015.1	69	25	20	85	31	33	44	18	14	80	55	14	77	42	34	27	10	18
NM_001182016.1	1006	524	444	1268	578	509	776	226	422	1416	958	341	1198	570	532	738	277	369
NM_001182017.1	180	101	64	275	126	96	124	44	49	199	132	68	187	105	96	105	42	47
NM_001182018.1	263	134	87	343	124	127	149	57	71	312	179	81	256	103	93	154	49	76
NM_001182019.1	38	23	21	72	37	19	27	13	23	68	33	19	55	21	16	29	8	17
NM_001182020.1	303	141	120	388	193	170	226	80	110	440	325	109	410	231	175	243	86	110
NM_001182021.1	7936	7247	2447	8713	6882	2827	5703	2806	2526	6683	8393	2001	7077	5575	3211	4657	2414	2225
NM_001182022.1	55	19	20	80	32	43	36	12	15	99	61	38	69	39	34	39	18	23
NM_001182023.1	653	300	249	642	288	259	338	105	205	854	532	231	627	258	249	302	128	166
NM_001182024.1	69	36	32	62	47	39	51	17	24	71	71	32	88	45	43	58	21	24
NM_001182025.1	355	165	143	460	211	178	239	94	138	409	279	109	317	146	140	206	90	88
NM_001182026.1	122	44	50	147	75	63	80	43	45	148	79	30	135	51	54	87	18	28
NM_001182028.1	57	19	13	59	26	23	26	11	14	45	50	23	52	21	17	24	9	18
NM_001182029.1	11	22	7	19	20	13	15	8	16	34	20	10	50	11	16	26	15	7
NM_001182030.1	223	130	77	286	126	117	180	64	105	372	245	102	293	147	158	179	59	97
NM_001182031.1	293	135	130	388	188	137	183	59	98	411	261	132	371	160	129	214	84	102
NM_001182032.1	46	32	28	86	27	34	23	10	29	96	46	24	82	28	28	31	18	16
NM_001182033.1	174	72	67	242	118	94	151	70	78	270	170	70	257	109	111	151	48	59
NM_001182034.1	118	51	55	169	68	69	70	35	55	221	121	46	184	89	74	91	47	60
NM_001182035.1	316	151	127	420	147	161	189	112	114	431	320	135	352	156	168	208	67	97
NM_001182036.1	7	18	12	23	17	12	12	6	5	49	30	13	37	16	17	14	8	6
NM_001182037.1	17918	10906	8835	20831	11226	10360	9615	4562	6018	19398	16013	6677	17900	10487	10578	9682	4070	4758
NM_001182038.1	48	10	16	61	22	17	36	10	18	59	49	19	65	33	26	31	12	19
NM_001182039.1	21	7	9	35	14	14	12	8	13	38	29	6	26	9	11	19	5	10
NM_001182040.1	4660	2417	1931	5784	2824	2419	2987	1165	1657	4891	3452	1340	4313	2119	1948	2388	1012	1132
NM_001182041.1	146	88	53	161	99	71	86	34	47	148	123	40	137	76	67	73	19	37
NM_001182042.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182043.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182044.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182045.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182046.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182047.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001182049.1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	4	0
NM_001182050.1	360	210	179	517	250	214	321	107	147	499	349	122	405	187	208	252	113	112
NM_001182051.1	8	0	3	0	2	2	4	1	1	8	5	3	7	2	3	0	0	2
NM_001182052.1	11	2	13	25	16	18	13	9	12	31	15	19	16	16	10	12	3	14
NM_001182053.1	290	166	93	379	159	177	202	60	113	384	278	134	312	143	133	174	61	86
NM_001182054.1	31529	16580	13604	36305	17873	15999	16251	6892	9974	32296	23674	9737	29897	14760	15935	14264	5757	7494
NM_001182055.1	53	21	19	85	26	28	37	10	27	56	40	15	76	29	34	34	16	9
NM_001182057.1	193	111	86	263	108	102	144	58	79	352	227	90	277	108	142	143	56	72
NM_001182059.1	1096	627	442	1326	646	541	706	319	446	1369	1080	397	1267	679	613	773	340	374
NM_001182060.1	81	45	43	114	44	43	53	25	25	89	63	21	86	42	25	41	18	32
NM_001182061.1	0	0	1	0	0	1	0	1	0	0	3	0	1	1	0	0	2	0
NM_001182062.1	4185	2125	1868	5319	2442	2242	2781	1133	1701	4571	3158	1285	3935	1905	1885	2349	912	1195
NM_001182063.1	128	91	39	186	82	76	97	30	49	162	104	51	169	74	61	79	30	43
NM_001182064.1	33	22	17	43	28	18	30	8	12	88	51	23	56	26	31	34	17	18
NM_001182065.1	73	60	40	103	47	39	57	21	17	117	106	37	112	56	70	64	32	37
NM_001182066.1	2207	1379	906	2840	1602	1207	1480	678	781	1862	1571	566	1771	1071	885	1088	530	537
NM_001182067.1	6136	3659	2752	7263	3653	3356	3239	1390	1993	5285	4755	1973	5280	2853	2795	2966	1306	1566
NM_001182068.1	181	83	80	240	98	100	134	39	83	231	151	68	201	94	116	122	49	59
NM_001182069.1	360	160	137	443	201	181	191	64	130	438	268	117	346	150	165	194	81	110
NM_001182070.1	376	175	160	483	253	214	230	83	118	546	337	133	469	194	216	236	84	133
NM_001182072.1	10650	5995	4181	12863	6105	5002	5732	2319	3159	11055	8441	3067	11095	5318	4566	4971	2226	2404
NM_001182073.1	718	374	239	848	394	355	429	165	246	772	551	223	763	352	350	447	203	208
NM_001182074.1	382	225	123	561	203	232	254	91	172	618	405	162	507	204	218	303	104	144
NM_001182075.1	262	129	103	341	137	138	183	76	106	356	267	86	315	147	134	180	72	85
NM_001182076.1	166	96	76	209	102	91	104	43	50	216	162	66	219	104	95	122	39	52
NM_001182077.1	436	218	155	535	220	185	230	84	114	485	325	132	414	170	175	255	78	138
NM_001182078.1	154	63	52	171	80	61	103	31	57	183	132	54	152	76	74	90	35	49
NM_001182079.1	2192	1067	987	2740	1217	1282	1195	518	749	2857	1738	834	2150	998	1095	1185	457	679
NM_001182080.1	114	78	50	185	81	78	81	37	57	173	130	45	187	75	72	97	30	45
NM_001182081.1	296	156	124	395	211	165	187	69	95	516	380	146	448	267	228	283	143	131
NM_001182082.1	696	354	287	926	403	404	513	164	284	1225	827	341	1028	445	520	624	264	306
NM_001182083.1	1591	709	688	1928	861	804	915	382	584	1964	1322	482	1518	737	660	894	358	444
NM_001182084.1	5668	3036	2400	7183	3512	3026	3757	1479	2036	6560	4509	1826	6272	2821	2726	3241	1278	1610
NM_001182086.1	283	153	102	375	169	172	176	77	112	444	308	120	431	198	191	220	111	105
NM_001182087.1	283	166	154	405	196	196	218	69	145	555	401	166	467	205	231	269	77	102
NM_001182088.1	182	104	77	251	114	104	133	44	77	317	199	69	272	132	117	118	60	76
NM_001182090.1	351	222	170	465	252	185	294	103	146	389	286	101	376	189	166	250	83	128
NM_001182091.1	157	87	68	168	84	90	126	48	70	211	146	45	132	64	79	115	32	54
NM_001182092.1	83	53	27	86	52	35	41	23	21	154	136	53	150	60	65	71	26	35
NM_001182093.1	685	309	203	834	369	329	430	155	235	650	387	184	574	268	249	363	161	173
NM_001182094.1	320	165	126	406	180	189	239	98	109	461	301	112	407	172	181	211	97	122
NM_001182095.1	1649	926	678	1901	986	856	1045	467	595	2262	1702	594	2062	949	928	1169	498	505
NM_001182096.1	305	168	139	370	175	164	209	77	130	495	309	115	408	186	190	240	106	134
NM_001182097.1	155	64	59	147	55	78	79	39	40	160	131	43	158	60	67	80	30	42
NM_001182098.1	37	12	15	43	17	20	13	9	9	54	28	17	48	19	16	26	11	10
NM_001182099.1	224	128	82	251	148	93	157	64	79	309	232	83	280	173	109	178	88	92
NM_001182100.1	22	14	12	34	13	12	10	15	2	21	36	16	33	16	20	18	8	13
NM_001182101.1	3950	1957	1613	4801	2187	1996	2452	869	1350	5254	3205	1487	4389	1886	1852	2104	651	1065
NM_001182102.1	87	54	52	126	68	62	78	25	58	133	114	42	145	79	67	84	33	49
NM_001182103.1	3171	1661	1370	4294	1941	1736	2353	934	1417	5337	3348	1600	4730	1987	2156	2232	917	1162
NM_001182105.1	57	23	28	54	32	36	40	13	22	68	40	28	57	21	32	43	20	25
NM_001182106.1	264	118	111	313	152	164	160	71	99	340	218	84	367	153	146	197	62	84
NM_001182107.1	326	176	104	418	192	167	200	61	114	488	339	113	437	249	204	256	105	129
NM_001182108.1	437	245	177	574	260	224	268	110	176	710	520	252	604	314	311	310	119	171
NM_001182109.1	1024	456	429	1211	536	524	685	219	422	1444	969	402	1310	583	599	747	272	372
NM_001182110.1	290	108	132	375	182	195	222	95	117	482	290	110	358	149	165	229	91	104
NM_001182111.1	55	50	22	58	42	30	50	26	30	100	78	31	80	59	29	66	20	21
NM_001182112.1	302	120	130	379	155	131	218	78	124	688	433	186	569	247	260	323	106	154
NM_001182113.1	119	65	52	174	68	65	102	39	56	174	107	54	144	54	52	91	32	44
NM_001182114.1	11	2	7	24	3	8	7	1	5	15	7	3	5	8	6	7	5	4
NM_001182115.1	170	78	80	205	77	92	107	24	51	207	106	53	191	93	77	106	39	45
NM_001182116.1	866	523	330	1111	548	396	636	200	337	928	643	231	780	377	334	444	173	230
NM_001182118.1	415	226	170	635	245	224	300	102	154	634	403	160	568	232	245	275	105	126
NM_001182120.1	18	6	5	23	7	6	5	5	10	27	11	6	20	17	9	6	4	9
NM_001182121.1	36	27	24	52	32	26	33	10	22	51	42	27	54	33	29	30	13	24
NM_001182124.1	192	94	49	249	123	107	126	47	64	213	139	45	177	91	78	124	43	68
NM_001182125.1	101	26	35	122	56	43	80	11	33	136	62	32	99	51	44	61	18	33
NM_001182126.1	85	43	51	117	69	38	63	27	33	156	86	38	118	52	61	49	21	41
NM_001182127.1	162	81	35	190	81	79	87	32	53	236	132	56	201	60	85	116	50	55
NM_001182128.1	350	160	110	391	200	136	202	70	124	380	266	90	339	146	148	170	78	93
NM_001182129.1	40	30	18	65	37	21	37	9	23	68	43	11	55	26	27	17	12	10
NM_001182130.1	231	125	80	291	144	137	153	61	111	293	206	80	286	152	147	181	58	91
NM_001182131.1	3354	1680	1312	3922	1776	1596	1934	774	1040	5325	3557	1381	4879	2116	2128	2515	1017	1143
NM_001182132.1	106	45	26	86	47	56	60	32	34	119	73	18	77	39	44	60	25	23
NM_001182133.1	38	5	13	18	16	10	11	6	4	32	17	14	24	19	16	16	4	10
NM_001182134.1	216	97	92	306	105	129	154	45	106	392	277	108	330	139	162	156	75	98
NM_001182135.1	853	406	310	1086	542	525	492	180	289	1001	602	263	728	298	297	425	166	212
NM_001182136.1	88962	51506	38344	107651	56086	47032	53457	22303	29316	99521	79296	30209	89218	46768	44172	52574	22099	25503
NM_001182137.1	620	309	276	891	366	363	399	172	268	729	490	167	672	297	254	299	142	171
NM_001182138.1	12	10	6	19	1	7	14	0	9	21	18	6	15	11	10	7	6	9
NM_001182140.1	99	64	31	165	73	55	79	19	44	146	104	41	166	72	64	84	32	46
NM_001182141.1	42	27	21	62	32	36	34	12	14	76	64	15	65	29	31	28	12	29
NM_001182143.1	1027	556	406	1259	588	475	593	254	368	943	576	247	798	365	370	441	163	222
NM_001182144.1	921	423	390	1125	457	469	479	164	274	1662	1097	425	1420	576	618	730	255	377
NM_001182145.1	233	114	89	272	158	120	157	68	88	471	331	119	417	221	193	210	86	117
NM_001182146.1	9170	4853	3731	11600	5593	4793	7361	2895	3952	15038	11241	3748	11323	5545	5001	7665	3138	3562
NM_001182147.1	193	85	74	231	84	95	125	54	69	244	170	79	244	129	112	149	47	57
NM_001182148.1	54	76	129	70	63	115	25	44	74	114	46	163	71	64	183	40	48	80
NM_001182149.1	327	181	194	387	202	190	231	76	134	508	378	136	438	208	218	217	96	103
NM_001182150.1	0	0	0	0	1	2	0	0	0	2	2	0	1	1	1	2	0	0
NM_001182151.1	4597	2278	1588	5299	2526	1958	2457	833	1223	4244	3779	1170	4308	2173	1800	2111	778	908
NM_001182152.1	62	45	31	92	41	56	59	24	28	82	70	41	79	55	42	38	18	34
NM_001182153.1	35	33	23	47	31	29	32	12	15	68	52	25	59	35	35	28	16	14
NM_001182154.1	21	10	5	29	14	5	13	2	8	28	15	13	36	18	18	13	11	9
NM_001182155.1	433	257	193	597	326	257	324	125	205	523	440	188	542	288	278	335	126	145
NM_001182157.1	344	196	179	487	203	172	255	92	136	501	368	135	411	227	209	251	94	113
NM_001182158.1	23	12	7	44	9	17	17	5	10	33	27	11	23	21	11	15	8	10
NM_001182159.1	220	91	71	249	120	120	120	49	76	290	166	70	245	93	97	125	44	72
