name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	IstringexonFrames	utr5_length	cds_length	utr3_length	gene_length	rep_transcript	modified
rna-NM_001179424.1	NC_001141.2	-	221050	222520	221080	222490	1	221050,	222520,	0	gene-YIL074C	cmpl	cmpl	0,	30	1410	30	1410	True	True
rna-NM_001179423.1	NC_001141.2	-	222906	225984	222936	225954	2	222906,225899,	225809,225984,	0	gene-YIL073C	cmpl	cmpl	1,0,	30	2928	30	2928	True	True
rna-NM_001179422.3	NC_001141.2	+	226571	228449	226601	228419	1	226571,	228449,	0	gene-YIL072W	cmpl	cmpl	0,	30	1818	30	1818	True	True
rna-NM_001179421.3	NC_001141.2	-	228629	230024	228659	229994	1	228629,	230024,	0	gene-YIL071C	cmpl	cmpl	0,	30	1335	30	1335	True	True
rna-NM_001179420.1	NC_001141.2	-	230241	231102	230271	231072	1	230241,	231102,	0	gene-YIL070C	cmpl	cmpl	0,	30	801	30	801	True	True
rna-NM_001179419.1	NC_001141.2	-	231522	232399	231552	232369	2	231522,232366,	231957,232399,	0	gene-YIL069C	cmpl	cmpl	0,0,	30	408	30	408	True	True
rna-NM_001179418.1	NC_001141.2	-	233026	235504	233056	235474	1	233026,	235504,	0	gene-YIL068C	cmpl	cmpl	0,	30	2418	30	2418	True	True
rna-NM_001179417.1	NC_001141.2	-	235693	237790	235723	237760	1	235693,	237790,	0	gene-YIL067C	cmpl	cmpl	0,	30	2037	30	2037	True	True
rna-NM_001179416.3	NC_001141.2	-	238068	240738	238098	240708	1	238068,	240738,	0	gene-YIL066C	cmpl	cmpl	0,	30	2610	30	2610	True	True
rna-NM_001179415.3	NC_001141.2	-	241277	241805	241307	241775	1	241277,	241805,	0	gene-YIL065C	cmpl	cmpl	0,	30	468	30	468	True	True
rna-NM_001179414.2	NC_001141.2	+	241996	242746	242026	242716	1	241996,	242746,	0	gene-YIL064W	cmpl	cmpl	0,	30	690	30	690	True	True
rna-NM_001179413.1	NC_001141.2	-	242730	243774	242760	243744	1	242730,	243774,	0	gene-YIL063C	cmpl	cmpl	0,	30	984	30	984	True	True
rna-NM_001179412.1	NC_001141.2	-	243967	244492	243997	244462	1	243967,	244492,	0	gene-YIL062C	cmpl	cmpl	0,	30	465	30	465	True	True
rna-NM_001179411.1	NC_001141.2	-	244626	245589	244656	245559	1	244626,	245589,	0	gene-YIL061C	cmpl	cmpl	0,	30	903	30	903	True	True
rna-NM_001179410.3	NC_001141.2	+	246361	246856	246391	246826	1	246361,	246856,	0	gene-YIL060W	cmpl	cmpl	0,	30	435	30	435	True	True
rna-NM_001431140.1	NC_001141.2	-	246519	246945	246549	246915	1	246519,	246945,	0	gene-YIL059C	cmpl	cmpl	0,	30	366	30	366	True	True
rna-NM_001179407.3	NC_001141.2	-	247871	248426	247901	248396	1	247871,	248426,	0	gene-YIL057C	cmpl	cmpl	0,	30	495	30	495	True	True
rna-YNCI0006W	NC_001141.2	+	248849	248931	248931	248931	1	248849,	248931,	0	gene-YNCI0006W	none	none	-1,	0	0	0	0	True	False
rna-NM_001179406.1	NC_001141.2	+	249960	251943	249990	251913	1	249960,	251943,	0	gene-YIL056W	cmpl	cmpl	0,	30	1923	30	1923	True	True
rna-NM_001179405.1	NC_001141.2	-	252011	253955	252041	253925	1	252011,	253955,	0	gene-YIL055C	cmpl	cmpl	0,	30	1884	30	1884	True	True
rna-NM_001270751.1	NC_001141.2	+	254512	254890	254542	254860	1	254512,	254890,	0	gene-YIL054W	cmpl	cmpl	0,	30	318	30	318	True	True
rna-NM_001179403.1	NC_001141.2	+	255084	255897	255114	255867	1	255084,	255897,	0	gene-YIL053W	cmpl	cmpl	0,	30	753	30	753	True	True
rna-NM_001179402.1	NC_001141.2	-	256195	257093	256225	257063	2	256195,257026,	256554,257093,	0	gene-YIL052C	cmpl	cmpl	1,0,	30	366	30	366	True	True
rna-NM_001179401.3	NC_001141.2	-	257812	258310	257842	258280	1	257812,	258310,	0	gene-YIL051C	cmpl	cmpl	0,	30	438	30	438	True	True
rna-NM_001179400.3	NC_001141.2	+	258882	259800	258912	259770	1	258882,	259800,	0	gene-YIL050W	cmpl	cmpl	0,	30	858	30	858	True	True
rna-NM_001179399.1	NC_001141.2	+	260127	260949	260157	260919	1	260127,	260949,	0	gene-YIL049W	cmpl	cmpl	0,	30	762	30	762	True	True
rna-NM_001179398.1	NC_001141.2	+	261406	264922	261436	264892	1	261406,	264922,	0	gene-YIL048W	cmpl	cmpl	0,	30	3456	30	3456	True	True
rna-NM_001179397.3	NC_001141.2	-	265084	267853	265114	267823	1	265084,	267853,	0	gene-YIL047C	cmpl	cmpl	0,	30	2709	30	2709	True	True
rna-NM_001184654.1	NC_001141.2	+	268278	268503	268308	268473	1	268278,	268503,	0	gene-YIL046W-A	cmpl	cmpl	0,	30	165	30	165	True	True
rna-NM_001179396.1	NC_001141.2	+	268620	270603	268650	270573	1	268620,	270603,	0	gene-YIL046W	cmpl	cmpl	0,	30	1923	30	1923	True	True
rna-NM_001179395.3	NC_001141.2	+	271130	272807	271160	272777	1	271130,	272807,	0	gene-YIL045W	cmpl	cmpl	0,	30	1617	30	1617	True	True
rna-NM_001179394.3	NC_001141.2	-	272919	273876	272949	273846	1	272919,	273876,	0	gene-YIL044C	cmpl	cmpl	0,	30	897	30	897	True	True
rna-NM_001179393.1	NC_001141.2	-	274041	274956	274071	274926	1	274041,	274956,	0	gene-YIL043C	cmpl	cmpl	0,	30	855	30	855	True	True
rna-NM_001179392.1	NC_001141.2	-	275077	276322	275107	276292	1	275077,	276322,	0	gene-YIL042C	cmpl	cmpl	0,	30	1185	30	1185	True	True
rna-NM_001179391.3	NC_001141.2	+	276494	277535	276524	277505	1	276494,	277535,	0	gene-YIL041W	cmpl	cmpl	0,	30	981	30	981	True	True
rna-NM_001179390.1	NC_001141.2	+	277692	278169	277722	278139	1	277692,	278169,	0	gene-YIL040W	cmpl	cmpl	0,	30	417	30	417	True	True
rna-NM_001179389.1	NC_001141.2	+	278395	279877	278425	279847	1	278395,	279877,	0	gene-YIL039W	cmpl	cmpl	0,	30	1422	30	1422	True	True
rna-NM_001179388.3	NC_001141.2	-	280111	282682	280141	282652	1	280111,	282682,	0	gene-YIL038C	cmpl	cmpl	0,	30	2511	30	2511	True	True
rna-NM_001179387.3	NC_001141.2	-	282998	285029	283028	284999	1	282998,	285029,	0	gene-YIL037C	cmpl	cmpl	0,	30	1971	30	1971	True	True
rna-NM_001179386.1	NC_001141.2	+	285635	287459	285665	287429	1	285635,	287459,	0	gene-YIL036W	cmpl	cmpl	0,	30	1764	30	1764	True	True
rna-NM_001179385.1	NC_001141.2	-	287759	288938	287789	288908	1	287759,	288938,	0	gene-YIL035C	cmpl	cmpl	0,	30	1119	30	1119	True	True
rna-NM_001179384.3	NC_001141.2	-	289195	290119	289225	290089	1	289195,	290119,	0	gene-YIL034C	cmpl	cmpl	0,	30	864	30	864	True	True
rna-NM_001179383.1	NC_001141.2	-	290388	291699	290418	291669	1	290388,	291699,	0	gene-YIL033C	cmpl	cmpl	0,	30	1251	30	1251	True	True
rna-NM_001179381.1	NC_001141.2	+	292602	295767	292632	295737	1	292602,	295767,	0	gene-YIL031W	cmpl	cmpl	0,	30	3105	30	3105	True	True
rna-NM_001179380.3	NC_001141.2	-	296019	300039	296049	300009	1	296019,	300039,	0	gene-YIL030C	cmpl	cmpl	0,	30	3960	30	3960	True	True
rna-YNCI0007C	NC_001141.2	-	300227	300300	300300	300300	1	300227,	300300,	0	gene-YNCI0007C	none	none	-1,	0	0	0	0	True	False
rna-NM_001179379.3	NC_001141.2	-	300798	301287	300828	301257	1	300798,	301287,	0	gene-YIL029C	cmpl	cmpl	0,	30	429	30	429	True	True
rna-NM_001179377.1	NC_001141.2	-	303648	304134	303678	304104	1	303648,	304134,	0	gene-YIL027C	cmpl	cmpl	0,	30	426	30	426	True	True
rna-NM_001179376.1	NC_001141.2	-	304446	307959	304476	307929	1	304446,	307959,	0	gene-YIL026C	cmpl	cmpl	0,	30	3453	30	3453	True	True
rna-NM_001179374.3	NC_001141.2	-	308571	309201	308601	309171	1	308571,	309201,	0	gene-YIL024C	cmpl	cmpl	0,	30	570	30	570	True	True
rna-NM_001179373.1	NC_001141.2	-	309355	310456	309385	310426	1	309355,	310456,	0	gene-YIL023C	cmpl	cmpl	0,	30	1041	30	1041	True	True
rna-NM_001179372.1	NC_001141.2	+	311134	312490	311164	312460	1	311134,	312490,	0	gene-YIL022W	cmpl	cmpl	0,	30	1296	30	1296	True	True
rna-NM_001179371.3	NC_001141.2	+	312874	313891	312904	313861	1	312874,	313891,	0	gene-YIL021W	cmpl	cmpl	0,	30	957	30	957	True	True
rna-NM_001179370.3	NC_001141.2	-	314004	314850	314034	314820	1	314004,	314850,	0	gene-YIL020C	cmpl	cmpl	0,	30	786	30	786	True	True
rna-NM_001179369.1	NC_001141.2	+	315062	316163	315092	316133	1	315062,	316163,	0	gene-YIL019W	cmpl	cmpl	0,	30	1041	30	1041	True	True
rna-NM_001179368.1	NC_001141.2	+	316737	317962	316767	317932	2	316737,317171,	316771,317962,	0	gene-YIL018W	cmpl	cmpl	0,1,	30	765	30	765	True	True
rna-NM_001179367.3	NC_001141.2	-	318169	320995	318199	320965	1	318169,	320995,	0	gene-YIL017C	cmpl	cmpl	0,	30	2766	30	2766	True	True
rna-NM_001179366.1	NC_001141.2	+	321423	321963	321453	321933	1	321423,	321963,	0	gene-YIL016W	cmpl	cmpl	0,	30	480	30	480	True	True
rna-NM_001179365.1	NC_001141.2	+	322311	324135	322341	324105	1	322311,	324135,	0	gene-YIL015W	cmpl	cmpl	0,	30	1764	30	1764	True	True
rna-YNCI0008C	NC_001141.2	-	324302	324374	324374	324374	1	324302,	324374,	0	gene-YNCI0008C	none	none	-1,	0	0	0	0	True	False
rna-NM_001181433.3	NC_001141.2	-	325181	325556	325211	325526	1	325181,	325556,	0	gene-YIL014C-A	cmpl	cmpl	0,	30	315	30	315	True	True
rna-YNCI0009W	NC_001141.2	+	325747	325820	325820	325820	1	325747,	325820,	0	gene-YNCI0009W	none	none	-1,	0	0	0	0	True	False
rna-NM_001179364.3	NC_001141.2	+	326072	328025	326102	327995	1	326072,	328025,	0	gene-YIL014W	cmpl	cmpl	0,	30	1893	30	1893	True	True
rna-NM_001179363.1	NC_001141.2	-	328176	332472	328206	332442	1	328176,	332472,	0	gene-YIL013C	cmpl	cmpl	0,	30	4236	30	4236	True	True
rna-NM_001348845.1	NC_001141.2	+	332980	333382	333010	333352	1	332980,	333382,	0	gene-YIL012W	cmpl	cmpl	0,	30	342	30	342	True	True
rna-NM_001179361.1	NC_001141.2	+	333696	334566	333726	334536	1	333696,	334566,	0	gene-YIL011W	cmpl	cmpl	0,	30	810	30	810	True	True
rna-NM_001179360.3	NC_001141.2	+	334851	335559	334881	335529	1	334851,	335559,	0	gene-YIL010W	cmpl	cmpl	0,	30	648	30	648	True	True
rna-NM_001184306.2	NC_001141.2	-	335635	336242	335665	336212	2	335635,335936,	335935,336242,	0	gene-YIL009C-A	cmpl	cmpl	0,0,	30	546	30	546	True	True
rna-YNCI0010C	NC_001141.2	-	336348	336420	336420	336420	1	336348,	336420,	0	gene-YNCI0010C	none	none	-1,	0	0	0	0	True	False
rna-NM_001179359.1	NC_001141.2	+	339313	341458	339343	341428	1	339313,	341458,	0	gene-YIL009W	cmpl	cmpl	0,	30	2085	30	2085	True	True
rna-NM_001179358.3	NC_001141.2	+	342505	342865	342535	342835	1	342505,	342865,	0	gene-YIL008W	cmpl	cmpl	0,	30	300	30	300	True	True
rna-NM_001179357.3	NC_001141.2	-	342963	343686	342993	343656	1	342963,	343686,	0	gene-YIL007C	cmpl	cmpl	0,	30	663	30	663	True	True
rna-NM_001179356.1	NC_001141.2	+	344031	345213	344061	345183	1	344031,	345213,	0	gene-YIL006W	cmpl	cmpl	0,	30	1122	30	1122	True	True
rna-NM_001179355.1	NC_001141.2	+	345661	347827	345691	347797	1	345661,	347827,	0	gene-YIL005W	cmpl	cmpl	0,	30	2106	30	2106	True	True
rna-NM_001179354.3	NC_001141.2	-	347915	348535	347945	348505	2	347915,348494,	348363,348535,	0	gene-YIL004C	cmpl	cmpl	2,0,	30	429	30	429	True	True
rna-NM_001179353.1	NC_001141.2	+	349091	350033	349121	350003	1	349091,	350033,	0	gene-YIL003W	cmpl	cmpl	0,	30	882	30	882	True	True
rna-NM_001184653.1	NC_001141.2	+	350270	350540	350300	350510	1	350270,	350540,	0	gene-YIL002W-A	cmpl	cmpl	0,	30	210	30	210	True	True
rna-NM_001179352.3	NC_001141.2	-	350560	353461	350590	353431	1	350560,	353461,	0	gene-YIL002C	cmpl	cmpl	0,	30	2841	30	2841	True	True
rna-NM_001179351.3	NC_001141.2	+	353909	355511	353939	355481	1	353909,	355511,	0	gene-YIL001W	cmpl	cmpl	0,	30	1542	30	1542	True	True
rna-NM_001179523.1	NC_001141.2	-	356112	356925	356142	356895	1	356112,	356925,	0	gene-YIR001C	cmpl	cmpl	0,	30	753	30	753	True	True
rna-NM_001179524.1	NC_001141.2	-	357384	360426	357414	360396	1	357384,	360426,	0	gene-YIR002C	cmpl	cmpl	0,	30	2982	30	2982	True	True
rna-NM_001179525.3	NC_001141.2	+	360854	362954	360884	362924	1	360854,	362954,	0	gene-YIR003W	cmpl	cmpl	0,	30	2040	30	2040	True	True
rna-NM_001179526.1	NC_001141.2	+	363190	364549	363220	364519	1	363190,	364549,	0	gene-YIR004W	cmpl	cmpl	0,	30	1299	30	1299	True	True
rna-NM_001179527.1	NC_001141.2	+	364858	365365	364888	365335	1	364858,	365365,	0	gene-YIR005W	cmpl	cmpl	0,	30	447	30	447	True	True
rna-NM_001179528.3	NC_001141.2	-	365435	369938	365465	369908	1	365435,	369938,	0	gene-YIR006C	cmpl	cmpl	0,	30	4443	30	4443	True	True
rna-YNCI0011W	NC_001141.2	+	370416	370488	370488	370488	1	370416,	370488,	0	gene-YNCI0011W	none	none	-1,	0	0	0	0	True	False
rna-NM_001179529.3	NC_001141.2	+	370673	373028	370703	372998	1	370673,	373028,	0	gene-YIR007W	cmpl	cmpl	0,	30	2295	30	2295	True	True
rna-NM_001179530.1	NC_001141.2	-	373046	374336	373076	374306	1	373046,	374336,	0	gene-YIR008C	cmpl	cmpl	0,	30	1230	30	1230	True	True
rna-NM_001179531.1	NC_001141.2	+	374494	374890	374524	374860	1	374494,	374890,	0	gene-YIR009W	cmpl	cmpl	0,	30	336	30	336	True	True
rna-NM_001179532.3	NC_001141.2	+	375400	377191	375430	377161	1	375400,	377191,	0	gene-YIR010W	cmpl	cmpl	0,	30	1731	30	1731	True	True
rna-NM_001179533.1	NC_001141.2	-	377256	378276	377286	378246	1	377256,	378276,	0	gene-YIR011C	cmpl	cmpl	0,	30	960	30	960	True	True
rna-NM_001179534.1	NC_001141.2	+	378455	379811	378485	379781	1	378455,	379811,	0	gene-YIR012W	cmpl	cmpl	0,	30	1296	30	1296	True	True
rna-NM_001179535.3	NC_001141.2	-	379988	380414	380018	380384	1	379988,	380414,	0	gene-YIR013C	cmpl	cmpl	0,	30	366	30	366	True	True
rna-NM_001179536.3	NC_001141.2	+	381055	381844	381085	381814	1	381055,	381844,	0	gene-YIR014W	cmpl	cmpl	0,	30	729	30	729	True	True
rna-NM_001179537.1	NC_001141.2	+	381917	382412	381947	382382	1	381917,	382412,	0	gene-YIR015W	cmpl	cmpl	0,	30	435	30	435	True	True
rna-NM_001179538.1	NC_001141.2	+	382597	383455	382627	383425	1	382597,	383455,	0	gene-YIR016W	cmpl	cmpl	0,	30	798	30	798	True	True
rna-NM_001179539.3	NC_001141.2	-	383525	384149	383555	384119	1	383525,	384149,	0	gene-YIR017C	cmpl	cmpl	0,	30	564	30	564	True	True
rna-NM_001179540.1	NC_001141.2	+	384578	385376	384608	385346	1	384578,	385376,	0	gene-YIR018W	cmpl	cmpl	0,	30	738	30	738	True	True
rna-NM_001184655.1	NC_001141.2	-	385533	385731	385563	385701	1	385533,	385731,	0	gene-YIR018C-A	cmpl	cmpl	0,	30	138	30	138	True	True
rna-NM_001179541.3	NC_001141.2	-	389541	393705	389571	393675	1	389541,	393705,	0	gene-YIR019C	cmpl	cmpl	0,	30	4104	30	4104	True	True
rna-NR_132191.1	NC_001141.2	-	393883	397082	397082	397082	1	393883,	397082,	0	gene-YNCI0012	none	none	-1,	0	0	0	0	True	False
rna-NM_001270752.1	NC_001141.2	-	394224	394587	394254	394557	1	394224,	394587,	0	gene-YIR020C	cmpl	cmpl	0,	30	303	30	303	True	True
rna-NR_132192.1	NC_001141.2	+	395998	396939	396939	396939	1	395998,	396939,	0	gene-YNCI0013W	none	none	-1,	0	0	0	0	True	False
rna-NM_001179543.3	NC_001141.2	+	397263	398415	397293	398385	1	397263,	398415,	0	gene-YIR021W	cmpl	cmpl	0,	30	1092	30	1092	True	True
rna-NM_001184656.1	NC_001141.2	+	398483	398756	398513	398726	1	398483,	398756,	0	gene-YIR021W-A	cmpl	cmpl	0,	30	213	30	213	True	True
rna-NM_001179544.1	NC_001141.2	+	398702	399266	398732	399236	1	398702,	399266,	0	gene-YIR022W	cmpl	cmpl	0,	30	504	30	504	True	True
rna-NM_001179545.3	NC_001141.2	+	399746	402719	399776	402689	1	399746,	402719,	0	gene-YIR023W	cmpl	cmpl	0,	30	2913	30	2913	True	True
rna-NM_001179546.1	NC_001141.2	-	402810	403521	402840	403491	1	402810,	403521,	0	gene-YIR024C	cmpl	cmpl	0,	30	651	30	651	True	True
rna-NM_001179547.1	NC_001141.2	+	403628	404795	403658	404765	1	403628,	404795,	0	gene-YIR025W	cmpl	cmpl	0,	30	1107	30	1107	True	True
rna-NM_001179548.3	NC_001141.2	-	404842	405997	404872	405967	1	404842,	405997,	0	gene-YIR026C	cmpl	cmpl	0,	30	1095	30	1095	True	True
rna-NM_001179549.3	NC_001141.2	-	406229	407672	406259	407642	1	406229,	407672,	0	gene-YIR027C	cmpl	cmpl	0,	30	1383	30	1383	True	True
rna-NM_001179550.3	NC_001141.2	+	408437	410405	408467	410375	1	408437,	410405,	0	gene-YIR028W	cmpl	cmpl	0,	30	1908	30	1908	True	True
rna-NM_001179551.1	NC_001141.2	+	410776	411868	410806	411838	1	410776,	411868,	0	gene-YIR029W	cmpl	cmpl	0,	30	1032	30	1032	True	True
rna-NM_001179552.1	NC_001141.2	-	412005	412800	412035	412770	1	412005,	412800,	0	gene-YIR030C	cmpl	cmpl	0,	30	735	30	735	True	True
rna-NM_001179553.3	NC_001141.2	-	412984	414709	413014	414679	1	412984,	414709,	0	gene-YIR031C	cmpl	cmpl	0,	30	1665	30	1665	True	True
rna-NM_001179554.1	NC_001141.2	-	414999	415647	415029	415617	1	414999,	415647,	0	gene-YIR032C	cmpl	cmpl	0,	30	588	30	588	True	True
rna-NM_001179555.1	NC_001141.2	+	416093	419495	416123	419465	1	416093,	419495,	0	gene-YIR033W	cmpl	cmpl	0,	30	3342	30	3342	True	True
rna-NM_001179556.3	NC_001141.2	-	419584	420766	419614	420736	1	419584,	420766,	0	gene-YIR034C	cmpl	cmpl	0,	30	1122	30	1122	True	True
rna-NM_001179557.3	NC_001141.2	-	420995	421820	421025	421790	1	420995,	421820,	0	gene-YIR035C	cmpl	cmpl	0,	30	765	30	765	True	True
rna-NM_001179558.3	NC_001141.2	-	422043	422895	422073	422865	1	422043,	422895,	0	gene-YIR036C	cmpl	cmpl	0,	30	792	30	792	True	True
rna-NM_001179559.1	NC_001141.2	+	423097	423649	423127	423619	1	423097,	423649,	0	gene-YIR037W	cmpl	cmpl	0,	30	492	30	492	True	True
rna-NM_001179560.1	NC_001141.2	-	423778	424543	423808	424513	1	423778,	424543,	0	gene-YIR038C	cmpl	cmpl	0,	30	705	30	705	True	True
rna-NM_001179561.3	NC_001141.2	-	430467	432141	430497	432111	1	430467,	432141,	0	gene-YIR039C	cmpl	cmpl	0,	30	1614	30	1614	True	True
rna-NM_001179563.1	NC_001141.2	+	433898	434333	433928	434303	1	433898,	434333,	0	gene-YIR041W	cmpl	cmpl	0,	30	375	30	375	True	True
rna-NM_001179564.1	NC_001141.2	-	435242	436013	435272	435983	1	435242,	436013,	0	gene-YIR042C	cmpl	cmpl	0,	30	711	30	711	True	True
rna-YIR043C	NC_001141.2	-	437012	438209	437042	438179	1	437012,	438209,	0	gene-YIR043C	cmpl	cmpl	0,	30	1137	30	1137	True	True
rna-NM_001181657.1	NC_001142.9	-	435	6160	465	6130	2	435,4969,	4581,6160,	0	gene-YJL225C	cmpl	cmpl	0,0,	30	5277	30	5277	True	True
rna-NM_001181656.1	NC_001142.9	-	8745	9168	8775	9138	1	8745,	9168,	0	gene-YJL223C	cmpl	cmpl	0,	30	363	30	363	True	True
rna-NM_001181655.1	NC_001142.9	+	11444	16154	11474	16124	1	11444,	16154,	0	gene-YJL222W	cmpl	cmpl	0,	30	4650	30	4650	True	True
rna-NM_001181654.1	NC_001142.9	-	16736	18566	16766	18536	1	16736,	18566,	0	gene-YJL221C	cmpl	cmpl	0,	30	1770	30	1770	True	True
rna-NM_001181652.1	NC_001142.9	+	19466	21230	19496	21200	1	19466,	21230,	0	gene-YJL219W	cmpl	cmpl	0,	30	1704	30	1704	True	True
rna-NM_001181651.1	NC_001142.9	+	21942	22593	21972	22563	1	21942,	22593,	0	gene-YJL218W	cmpl	cmpl	0,	30	591	30	591	True	True
rna-NM_001181650.1	NC_001142.9	+	23102	23759	23132	23729	1	23102,	23759,	0	gene-YJL217W	cmpl	cmpl	0,	30	597	30	597	True	True
rna-NM_001181649.1	NC_001142.9	-	24310	26116	24340	26086	1	24310,	26116,	0	gene-YJL216C	cmpl	cmpl	0,	30	1746	30	1746	True	True
rna-NM_001181647.1	NC_001142.9	+	26856	28626	26886	28596	1	26856,	28626,	0	gene-YJL214W	cmpl	cmpl	0,	30	1710	30	1710	True	True
rna-NM_001181646.1	NC_001142.9	+	32132	33188	32162	33158	1	32132,	33188,	0	gene-YJL213W	cmpl	cmpl	0,	30	996	30	996	True	True
rna-NM_001181645.1	NC_001142.9	-	33819	36279	33849	36249	1	33819,	36279,	0	gene-YJL212C	cmpl	cmpl	0,	30	2400	30	2400	True	True
rna-NM_001181643.1	NC_001142.9	+	36888	37764	36918	37734	1	36888,	37764,	0	gene-YJL210W	cmpl	cmpl	0,	30	816	30	816	True	True
rna-NM_001181642.1	NC_001142.9	+	37974	39999	38004	39969	1	37974,	39999,	0	gene-YJL209W	cmpl	cmpl	0,	30	1965	30	1965	True	True
rna-NM_001181641.1	NC_001142.9	-	40163	41213	40193	41183	1	40163,	41213,	0	gene-YJL208C	cmpl	cmpl	0,	30	990	30	990	True	True
rna-NM_001181640.1	NC_001142.9	-	41358	47463	41388	47433	1	41358,	47463,	0	gene-YJL207C	cmpl	cmpl	0,	30	6045	30	6045	True	True
rna-NM_001181638.1	NC_001142.9	-	47628	49965	47658	49935	1	47628,	49965,	0	gene-YJL206C	cmpl	cmpl	0,	30	2277	30	2277	True	True
rna-NM_001181639.1	NC_001142.9	-	50108	50473	50138	50443	2	50108,50411,	50268,50473,	0	gene-YJL205C	cmpl	cmpl	2,0,	30	162	30	162	True	True
rna-NM_001181637.1	NC_001142.9	-	50598	53181	50628	53151	1	50598,	53181,	0	gene-YJL204C	cmpl	cmpl	0,	30	2523	30	2523	True	True
rna-NM_001181636.1	NC_001142.9	+	53310	54213	53340	54183	1	53310,	54213,	0	gene-YJL203W	cmpl	cmpl	0,	30	843	30	843	True	True
rna-NM_001181634.1	NC_001142.9	+	54348	56208	54378	56178	1	54348,	56208,	0	gene-YJL201W	cmpl	cmpl	0,	30	1800	30	1800	True	True
rna-NM_001181633.1	NC_001142.9	-	56413	58843	56443	58813	1	56413,	58843,	0	gene-YJL200C	cmpl	cmpl	0,	30	2370	30	2370	True	True
rna-YNCJ0001C	NC_001142.9	-	59099	59172	59172	59172	1	59099,	59172,	0	gene-YNCJ0001C	none	none	-1,	0	0	0	0	True	False
rna-NM_001348846.1	NC_001142.9	-	59825	60212	59855	60182	1	59825,	60212,	0	gene-YJL199C	cmpl	cmpl	0,	30	327	30	327	True	True
rna-NM_001181631.1	NC_001142.9	+	60813	63519	60843	63489	1	60813,	63519,	0	gene-YJL198W	cmpl	cmpl	0,	30	2646	30	2646	True	True
rna-NM_001181630.1	NC_001142.9	+	63774	67599	63804	67569	1	63774,	67599,	0	gene-YJL197W	cmpl	cmpl	0,	30	3765	30	3765	True	True
rna-NM_001181629.1	NC_001142.9	-	67819	68812	67849	68782	1	67819,	68812,	0	gene-YJL196C	cmpl	cmpl	0,	30	933	30	933	True	True
rna-NM_001181627.1	NC_001142.9	+	69307	70909	69337	70879	1	69307,	70909,	0	gene-YJL194W	cmpl	cmpl	0,	30	1542	30	1542	True	True
rna-NM_001181626.1	NC_001142.9	+	71335	72604	71365	72574	1	71335,	72604,	0	gene-YJL193W	cmpl	cmpl	0,	30	1209	30	1209	True	True
rna-NM_001181625.1	NC_001142.9	-	72679	73444	72709	73414	1	72679,	73444,	0	gene-YJL192C	cmpl	cmpl	0,	30	705	30	705	True	True
rna-NM_001181624.1	NC_001142.9	+	73756	74641	73786	74611	2	73756,74204,	73796,74641,	0	gene-YJL191W	cmpl	cmpl	0,1,	30	417	30	417	True	True
rna-NM_001181623.1	NC_001142.9	-	74879	75332	74909	75302	1	74879,	75332,	0	gene-YJL190C	cmpl	cmpl	0,	30	393	30	393	True	True
rna-NM_001181622.1	NC_001142.9	+	75902	76504	75932	76474	2	75902,76324,	75938,76504,	0	gene-YJL189W	cmpl	cmpl	0,0,	30	156	30	156	True	True
rna-NM_001181620.1	NC_001142.9	-	76772	79292	76802	79262	1	76772,	79292,	0	gene-YJL187C	cmpl	cmpl	0,	30	2460	30	2460	True	True
rna-NM_001181619.2	NC_001142.9	+	80124	81945	80154	81915	1	80124,	81945,	0	gene-YJL186W	cmpl	cmpl	0,	30	1761	30	1761	True	True
rna-NM_001181618.1	NC_001142.9	-	82064	83006	82094	82976	1	82064,	83006,	0	gene-YJL185C	cmpl	cmpl	0,	30	882	30	882	True	True
rna-NM_001181617.1	NC_001142.9	+	83417	83849	83447	83819	1	83417,	83849,	0	gene-YJL184W	cmpl	cmpl	0,	30	372	30	372	True	True
rna-NM_001181616.2	NC_001142.9	+	84037	85366	84067	85336	1	84037,	85366,	0	gene-YJL183W	cmpl	cmpl	0,	30	1269	30	1269	True	True
rna-NM_001181614.1	NC_001142.9	+	85629	87525	85659	87495	1	85629,	87525,	0	gene-YJL181W	cmpl	cmpl	0,	30	1836	30	1836	True	True
rna-NM_001181613.1	NC_001142.9	-	87552	88590	87582	88560	1	87552,	88590,	0	gene-YJL180C	cmpl	cmpl	0,	30	978	30	978	True	True
rna-NM_001181612.2	NC_001142.9	+	88756	89146	88786	89116	1	88756,	89146,	0	gene-YJL179W	cmpl	cmpl	0,	30	330	30	330	True	True
rna-NM_001181611.1	NC_001142.9	-	89251	90127	89281	90097	1	89251,	90127,	0	gene-YJL178C	cmpl	cmpl	0,	30	816	30	816	True	True
rna-NM_001181610.1	NC_001142.9	+	90755	91687	90785	91657	2	90755,91411,	91094,91687,	0	gene-YJL177W	cmpl	cmpl	0,0,	30	555	30	555	True	True
rna-NM_001181609.1	NC_001142.9	-	92022	94560	92052	94530	1	92022,	94560,	0	gene-YJL176C	cmpl	cmpl	0,	30	2478	30	2478	True	True
rna-NM_001181607.1	NC_001142.9	+	95061	95952	95091	95922	1	95061,	95952,	0	gene-YJL174W	cmpl	cmpl	0,	30	831	30	831	True	True
