chromosome	gene_id	transcript_id	start	end	utr5_length	cds_length	utr3_length	strand	rep_transcript	modified
NC_001140.6	YHL009W-A	NM_001184403.1	85878	87180	30	1242	30	+	True	True
NC_001140.6	YHL009W-B	NM_001184404.2	85878	91348	30	5409	30	+	True	True
NC_001140.6	YHL008C	NM_001179088.1	92596	94540	30	1884	30	-	True	True
NC_001140.6	YHL007C	NM_001179087.1	95087	97967	30	2820	30	-	True	True
NC_001140.6	YHL006C	NM_001179086.1	98312	98825	30	453	30	-	True	True
NC_001140.6	YHL005C	NM_001348872.1	98797	99250	30	393	30	-	True	True
NC_001140.6	YHL004W	NM_001179084.1	99188	100433	30	1185	30	+	True	True
NC_001140.6	YHL003C	NM_001179083.1	100617	101913	30	1236	30	-	True	True
NC_001140.6	YHL002W	NM_001179082.1	102581	104000	30	1359	30	+	True	True
NC_001140.6	YHL001W	NM_001179081.1	104246	105121	30	417	30	+	True	True
NC_001140.6	YHR001W	NM_001179131.1	106024	107398	30	1314	30	+	True	True
NC_001140.6	YHR001W-A	NM_001181426.1	107795	108152	30	234	30	+	True	True
NC_001140.6	YHR002W	NM_001179132.1	108781	109915	30	1074	30	+	True	True
NC_001140.6	YHR003C	NM_001179133.1	109997	111347	30	1290	30	-	True	True
NC_001140.6	YHR004C	NM_001179134.1	111723	113124	30	1341	30	-	True	True
NC_001140.6	YHR005C	NM_001179135.1	113468	114947	30	1419	30	-	True	True
NC_001140.6	YHR005C-A	NM_001181427.1	115589	115931	30	282	30	-	True	True
NC_001140.6	YHR006W	NM_001179136.1	117783	119469	30	1626	30	+	True	True
NC_001140.6	YHR007C	NM_001179137.1	120060	121713	30	1593	30	-	True	True
NC_001140.6	YHR007C-A	NM_001184651.1	122519	122795	30	216	30	-	True	True
NC_001140.6	YHR008C	NM_001179138.1	122858	123620	30	702	30	-	True	True
NC_001140.6	YHR009C	NM_001179139.1	124078	125710	30	1572	30	-	True	True
NC_001140.6	YHR010W	NM_001179140.1	126490	127522	30	411	30	+	True	True
NC_001140.6	YHR011W	NM_001179141.1	127749	129150	30	1341	30	+	True	True
NC_001140.6	YHR012W	NM_001179142.1	129450	130478	30	849	30	+	True	True
NC_001140.6	YHR013C	NM_001179143.1	130699	131476	30	717	30	-	True	True
NC_001140.6	YHR014W	NM_001179144.1	132016	132952	30	876	30	+	True	True
NC_001140.6	YHR015W	NM_001179145.1	134523	136563	30	1980	30	+	True	True
NC_001140.6	YHR016C	NM_001179146.1	136850	138485	30	1407	30	-	True	True
NC_001140.6	YHR017W	NM_001179147.1	138663	139881	30	1158	30	+	True	True
NC_001140.6	YHR018C	NM_001179148.1	139980	141432	30	1392	30	-	True	True
NC_001140.6	YHR019C	NM_001179149.1	141863	143588	30	1665	30	-	True	True
NC_001140.6	YHR020W	NM_001179150.1	143965	146092	30	2067	30	+	True	True
NC_001140.6	YHR021C	NM_001179151.1	147840	148699	30	249	30	-	True	True
NC_001140.6	YHR021W-A	NM_001181428.1	149194	149710	30	456	30	+	True	True
NC_001140.6	YHR022C	NM_001179152.1	149544	150375	30	771	30	-	True	True
NC_001140.6	YHR022C-A	NM_001184597.1	151186	151336	30	90	30	-	True	True
NC_001140.6	YHR023W	NM_001179153.1	151635	157482	30	5787	30	+	True	True
NC_001140.6	YHR024C	NM_001179154.1	157713	159222	30	1449	30	-	True	True
NC_001140.6	YHR025W	NM_001179155.1	159407	160541	30	1074	30	+	True	True
NC_001140.6	YHR026W	NM_001179156.1	160813	161515	30	642	30	+	True	True
NC_001140.6	YHR027C	NM_001179157.1	161699	164741	30	2982	30	-	True	True
NC_001140.6	YHR028C	NM_001179158.1	164947	167464	30	2457	30	-	True	True
NC_001140.6	YHR029C	NM_001179159.1	167646	168591	30	885	30	-	True	True
NC_001140.6	YHR030C	NM_001179160.1	168859	170374	30	1455	30	-	True	True
NC_001140.6	YHR031C	NM_001179161.1	170768	173000	30	2172	30	-	True	True
NC_001140.6	YHR032W	NM_001179162.1	173313	175119	30	1746	30	+	True	True
NC_001140.6	YHR033W	NM_001179163.1	175517	176849	30	1272	30	+	True	True
NC_001140.6	YHR034C	NM_001179164.1	176934	178029	30	1035	30	-	True	True
NC_001140.6	YHR035W	NM_001179165.1	178188	180141	30	1893	30	+	True	True
NC_001140.6	YHR036W	NM_001179166.1	180314	181790	30	1416	30	+	True	True
NC_001140.6	YHR037W	NM_001179167.1	181946	183734	30	1728	30	+	True	True
NC_001140.6	YHR038W	NM_001179168.1	184035	184788	30	693	30	+	True	True
NC_001140.6	YHR039C	NM_001179169.1	184844	186839	30	1935	30	-	True	True
NC_001140.6	YHR039C-A	NM_001180027.1	187142	187709	30	345	30	-	True	True
NC_001140.6	YHR040W	NM_001179170.1	187893	189054	30	1101	30	+	True	True
NC_001140.6	YHR041C	NM_001179171.1	189100	189894	30	633	30	-	True	True
NC_001140.6	YHR042W	NM_001179172.1	190512	192648	30	2076	30	+	True	True
NC_001140.6	YHR043C	NM_001179173.1	192774	193575	30	741	30	-	True	True
NC_001140.6	YHR044C	NM_001179174.1	194037	194838	30	741	30	-	True	True
NC_001140.6	YHR045W	NM_001179175.1	195520	197263	30	1683	30	+	True	True
NC_001140.6	YHR046C	NM_001179176.1	197367	198315	30	888	30	-	True	True
NC_001140.6	YHR047C	NM_001179177.1	198709	201340	30	2571	30	-	True	True
NC_001140.6	YHR048W	NM_001179178.1	204576	206181	30	1545	30	+	True	True
NC_001140.6	YHR049W	NM_001179179.1	206431	207223	30	732	30	+	True	True
NC_001140.6	YHR050W	NM_001179180.1	207623	209333	30	1650	30	+	True	True
NC_001140.6	YHR050W-A	NM_001184652.1	209444	209675	30	171	30	+	True	True
NC_001140.6	YHR051W	NM_001179181.1	209674	210181	30	447	30	+	True	True
NC_001140.6	YHR052W	NM_001179182.1	210817	212008	30	1131	30	+	True	True
NC_001140.6	YHR052C-B	NM_001395031.1	212488	212722	30	174	30	-	True	True
NC_001140.6	YHR053C	NM_001179185.1	212504	212750	30	186	30	-	True	True
NC_001140.6	YHR054C	NM_001179184.1	213154	214279	30	1065	30	-	True	True
NC_001140.6	YHR054C-B	NM_001395032.1	214486	214720	30	174	30	-	True	True
NC_001140.6	YHR055C	NM_001179183.1	214502	214748	30	186	30	-	True	True
NC_001140.6	YHR056C	NM_001179186.2	215152	217864	30	2652	30	-	True	True
NC_001140.6	YHR057C	NM_001179187.1	218195	218873	30	618	30	-	True	True
NC_001140.6	YHR058C	NM_001179188.1	218966	219914	30	888	30	-	True	True
NC_001140.6	YHR059W	NM_001179189.1	220077	220530	30	393	30	+	True	True
NC_001140.6	YHR060W	NM_001179190.1	220694	221300	30	546	30	+	True	True
NC_001140.6	YHR061C	NM_001179191.1	221503	222508	30	945	30	-	True	True
NC_001140.6	YHR062C	NM_001179192.1	222846	223788	30	882	30	-	True	True
NC_001140.6	YHR063C	NM_001179193.1	223999	225199	30	1140	30	-	True	True
NC_001140.6	YHR064C	NM_001179194.1	225494	227171	30	1617	30	-	True	True
NC_001140.6	YHR065C	NM_001179195.1	227501	229067	30	1506	30	-	True	True
NC_001140.6	YHR066W	NM_001179196.1	229304	230726	30	1362	30	+	True	True
NC_001140.6	YHR067W	NM_001179197.1	230939	231842	30	843	30	+	True	True
NC_001140.6	YHR068W	NM_001179198.1	232102	233326	30	1164	30	+	True	True
NC_001140.6	YHR069C	NM_001179199.1	233548	234688	30	1080	30	-	True	True
NC_001140.6	YHR070W	NM_001179200.1	234850	236410	30	1500	30	+	True	True
NC_001140.6	YHR071W	NM_001179201.1	236973	237723	30	690	30	+	True	True
NC_001140.6	YHR072W	NM_001179202.2	239067	241323	30	2196	30	+	True	True
NC_001140.6	YHR072W-A	NM_001184438.1	241633	241870	30	177	30	+	True	True
NC_001140.6	YHR073W	NM_001179203.1	242551	245602	30	2991	30	+	True	True
NC_001140.6	YHR074W	NM_001179204.1	246162	248367	30	2145	30	+	True	True
NC_001140.6	YHR075C	NM_001179205.1	248408	249671	30	1203	30	-	True	True
NC_001140.6	YHR076W	NM_001179206.1	251070	252255	30	1032	30	+	True	True
NC_001140.6	YHR077C	NM_001179207.1	252343	255786	30	3270	30	-	True	True
NC_001140.6	YHR078W	NM_001179208.1	256329	258048	30	1659	30	+	True	True
NC_001140.6	YHR079C	NM_001179209.1	258213	261621	30	3348	30	-	True	True
NC_001140.6	YHR079C-A	NM_001180026.1	262161	262583	30	276	30	-	True	True
NC_001140.6	YHR080C	NM_001179210.1	262770	266868	30	4038	30	-	True	True
NC_001140.6	YHR081W	NM_001179211.1	267507	268122	30	555	30	+	True	True
NC_001140.6	YHR082C	NM_001179212.1	268428	271578	30	3090	30	-	True	True
NC_001140.6	YHR083W	NM_001179213.1	272596	273646	30	990	30	+	True	True
NC_001140.6	YHR084W	NM_001179214.1	274143	276270	30	2067	30	+	True	True
NC_001140.6	YHR085W	NM_001179215.1	276733	277798	30	1005	30	+	True	True
NC_001140.6	YHR086W	NM_001179216.1	278122	279754	30	1572	30	+	True	True
NC_001140.6	YHR086W-A	NM_001184553.1	280200	280422	30	162	30	+	True	True
NC_001140.6	YHR087W	NM_001179217.1	280789	281185	30	336	30	+	True	True
NC_001140.6	YHR088W	NM_001179218.1	281464	282412	30	888	30	+	True	True
NC_001140.6	YHR089C	NM_001179219.1	282650	283328	30	618	30	-	True	True
NC_001140.6	YHR090C	NM_001179220.1	283746	284655	30	849	30	-	True	True
NC_001140.6	YHR091C	NM_001179221.1	284808	286800	30	1932	30	-	True	True
NC_001140.6	YHR092C	NM_001179222.2	287050	288841	30	1731	30	-	True	True
NC_001140.6	YHR093W	NM_001348818.1	289111	289720	30	549	30	+	True	True
NC_001140.6	YHR094C	NM_001179224.1	290882	292655	30	1713	30	-	True	True
NC_001140.6	YHR096C	NM_001179226.1	294638	296477	30	1779	30	-	True	True
NC_001140.6	YHR097C	NM_001179227.1	297354	298639	30	1101	30	-	True	True
NC_001140.6	YHR098C	NM_001179228.1	299114	301964	30	2790	30	-	True	True
NC_001140.6	YHR099W	NM_001179229.1	302730	314025	30	11235	30	+	True	True
NC_001140.6	YHR100C	NM_001179230.1	314085	314703	30	558	30	-	True	True
NC_001140.6	YHR101C	NM_001179231.1	314843	315998	30	1008	30	-	True	True
NC_001140.6	YHR102W	NM_001179232.1	316541	319844	30	3243	30	+	True	True
NC_001140.6	YHR103W	NM_001179233.1	320383	323002	30	2559	30	+	True	True
NC_001140.6	YHR104W	NM_001179234.1	323378	324422	30	984	30	+	True	True
NC_001140.6	YHR105W	NM_001179235.1	324735	325440	30	645	30	+	True	True
NC_001140.6	YHR106W	NM_001179236.1	325567	326656	30	1029	30	+	True	True
NC_001140.6	YHR107C	NM_001179237.1	326782	328066	30	1224	30	-	True	True
NC_001140.6	YHR108W	NM_001179238.1	328272	330090	30	1758	30	+	True	True
NC_001140.6	YHR109W	NM_001179239.1	330279	332097	30	1758	30	+	True	True
NC_001140.6	YHR110W	NM_001179240.1	332251	332950	30	639	30	+	True	True
NC_001140.6	YHR111W	NM_001179241.1	333041	334424	30	1323	30	+	True	True
NC_001140.6	YHR112C	NM_001179242.1	334496	335693	30	1137	30	-	True	True
NC_001140.6	YHR113W	NM_001179243.1	336306	337839	30	1473	30	+	True	True
NC_001140.6	YHR114W	NM_001179244.1	338052	340014	30	1902	30	+	True	True
NC_001140.6	YHR115C	NM_001179245.1	340078	341389	30	1251	30	-	True	True
NC_001140.6	YHR116W	NM_001179246.1	341634	342150	30	456	30	+	True	True
NC_001140.6	YHR117W	NM_001179247.1	342318	344298	30	1920	30	+	True	True
NC_001140.6	YHR118C	NM_001179248.1	344290	345658	30	1308	30	-	True	True
NC_001140.6	YHR119W	NM_001179249.1	346012	349315	30	3243	30	+	True	True
NC_001140.6	YHR120W	NM_001179250.1	349543	352483	30	2880	30	+	True	True
NC_001140.6	YHR121W	NM_001179251.1	352725	353349	30	564	30	+	True	True
NC_001140.6	YHR122W	NM_001179252.1	353594	354350	30	696	30	+	True	True
NC_001140.6	YHR123W	NM_001179253.1	354784	356111	30	1176	30	+	True	True
NC_001140.6	YHR124W	NM_001179254.1	356530	358474	30	1884	30	+	True	True
NC_001140.6	YHR125W	NM_001348824.1	358827	359193	30	306	30	+	True	True
NC_001140.6	YHR126C	NM_001179256.1	359671	360211	30	480	30	-	True	True
NC_001140.6	YHR127W	NM_001179257.1	360882	361674	30	732	30	+	True	True
NC_001140.6	YHR128W	NM_001179258.1	362084	362795	30	651	30	+	True	True
NC_001140.6	YHR129C	NM_001179259.1	362968	364183	30	1155	30	-	True	True
NC_001140.6	YHR130C	NM_001348825.1	364934	365330	30	336	30	-	True	True
NC_001140.6	YHR131C	NM_001179261.1	365309	367922	30	2553	30	-	True	True
NC_001140.6	YHR132C	NM_001179262.1	368471	369824	30	1293	30	-	True	True
NC_001140.6	YHR132W-A	NM_001184441.1	370023	370479	30	396	30	+	True	True
NC_001140.6	YHR133C	NM_001179263.1	370691	371627	30	876	30	-	True	True
NC_001140.6	YHR134W	NM_001179264.1	371718	372588	30	810	30	+	True	True
NC_001140.6	YHR135C	NM_001179265.1	372663	374340	30	1617	30	-	True	True
NC_001140.6	YHR136C	NM_001179266.1	374623	375130	30	447	30	-	True	True
NC_001140.6	YHR137W	NM_001179267.1	375678	377280	30	1542	30	+	True	True
NC_001140.6	YHR138C	NM_001179268.1	377324	377729	30	345	30	-	True	True
NC_001140.6	YHR139C	NM_001179269.1	378188	379229	30	981	30	-	True	True
NC_001140.6	YHR139C-A	NM_001348830.1	380077	380449	30	312	30	-	True	True
NC_001140.6	YHR140W	NM_001179270.1	380541	381321	30	720	30	+	True	True
NC_001140.6	YHR141C	NM_001179271.1	381959	382781	30	321	30	-	True	True
NC_001140.6	YHR142W	NM_001179272.1	383507	384518	30	951	30	+	True	True
NC_001140.6	YHR143W	NM_001179274.1	385479	386517	30	978	30	+	True	True
NC_001140.6	YHR143W-A	NM_001179273.1	387202	387475	30	213	30	+	True	True
NC_001140.6	YHR144C	NM_001179275.1	387757	388756	30	939	30	-	True	True
NC_001140.6	YHR146W	NM_001179277.1	390269	391727	30	1398	30	+	True	True
NC_001140.6	YHR147C	NM_001179278.1	392608	393313	30	645	30	-	True	True
NC_001140.6	YHR148W	NM_001179279.1	393503	394115	30	552	30	+	True	True
NC_001140.6	YHR149C	NM_001179280.1	394424	396689	30	2205	30	-	True	True
NC_001140.6	YHR150W	NM_001179281.1	397220	399020	30	1740	30	+	True	True
NC_001140.6	YHR151C	NM_001179282.1	399237	400878	30	1581	30	-	True	True
NC_001140.6	YHR152W	NM_001179283.1	401403	401985	30	522	30	+	True	True
NC_001140.6	YHR153C	NM_001179284.1	402055	402712	30	597	30	-	True	True
NC_001140.6	YHR154W	NM_001179285.1	402935	406208	30	3213	30	+	True	True
NC_001140.6	YHR155W	NM_001179286.1	407072	410819	30	3687	30	+	True	True
NC_001140.6	YHR156C	NM_001179287.1	411353	412436	30	1023	30	-	True	True
NC_001140.6	YHR157W	NM_001179288.1	412876	413485	30	549	30	+	True	True
NC_001140.6	YHR158C	NM_001179289.1	413654	417209	30	3495	30	-	True	True
NC_001140.6	YHR159W	NM_001179290.1	417518	419093	30	1515	30	+	True	True
NC_001140.6	YHR160C	NM_001179291.1	419190	420102	30	852	30	-	True	True
NC_001140.6	YHR161C	NM_001179292.1	420342	422316	30	1914	30	-	True	True
NC_001140.6	YHR162W	NM_001179293.1	423041	423491	30	390	30	+	True	True
NC_001140.6	YHR163W	NM_001179294.1	423693	424503	30	750	30	+	True	True
NC_001140.6	YHR164C	NM_001179295.1	424579	429208	30	4569	30	-	True	True
NC_001140.6	YHR165C	NM_001179296.1	429676	436978	30	7242	30	-	True	True
NC_001140.6	YHR166C	NM_001179297.1	437139	439080	30	1881	30	-	True	True
NC_001140.6	YHR167W	NM_001179298.1	439311	440157	30	786	30	+	True	True
NC_001140.6	YHR168W	NM_001179299.2	440346	441963	30	1557	30	+	True	True
NC_001140.6	YHR169W	NM_001179300.1	442150	443506	30	1296	30	+	True	True
NC_001140.6	YHR170W	NM_001179301.1	443797	445414	30	1557	30	+	True	True
NC_001140.6	YHR171W	NM_001179302.1	445682	447635	30	1893	30	+	True	True
NC_001140.6	YHR172W	NM_001179303.1	448304	450836	30	2472	30	+	True	True
NC_001140.6	YHR173C	NM_001270738.1	450784	451183	30	339	30	-	True	True
NC_001140.6	YHR174W	NM_001179305.1	451296	452670	30	1314	30	+	True	True
NC_001140.6	YHR175W	NM_001179306.3	452841	453471	30	570	30	+	True	True
NC_001140.6	YHR175W-A	NM_001184554.1	453527	453737	30	150	30	+	True	True
NC_001140.6	YHR176W	NM_001179307.3	454198	455557	30	1299	30	+	True	True
NC_001140.6	YHR177W	NM_001179308.1	456560	457982	30	1362	30	+	True	True
NC_001140.6	YHR178W	NM_001179309.3	459268	461560	30	2232	30	+	True	True
NC_001140.6	YHR179W	NM_001179310.1	462471	463734	30	1203	30	+	True	True
NC_001140.6	YHR180W	NM_001348842.1	465147	465699	30	492	30	+	True	True
NC_001140.6	YHR181W	NM_001179312.3	467197	467944	30	687	30	+	True	True
NC_001140.6	YHR182W	NM_001179313.1	468188	470606	30	2358	30	+	True	True
NC_001140.6	YHR183W	NM_001179314.3	470929	472459	30	1470	30	+	True	True
NC_001140.6	YHR184W	NM_001179315.1	472713	474489	30	1716	30	+	True	True
NC_001140.6	YHR185C	NM_001179316.3	474596	475370	30	714	30	-	True	True
NC_001140.6	YHR186C	NM_001179317.1	475968	480702	30	4674	30	-	True	True
NC_001140.6	YHR187W	NM_001179318.3	480959	481949	30	930	30	+	True	True
NC_001140.6	YHR188C	NM_001179319.1	481974	483867	30	1833	30	-	True	True
NC_001140.6	YHR189W	NM_001179320.3	483997	484630	30	573	30	+	True	True
NC_001140.6	YHR190W	NM_001179321.1	484814	486209	30	1335	30	+	True	True
NC_001140.6	YHR191C	NM_001179322.3	486199	486661	30	402	30	-	True	True
NC_001140.6	YHR192W	NM_001179323.1	486795	487692	30	837	30	+	True	True
NC_001140.6	YHR193C	NM_001179324.3	487681	488266	30	525	30	-	True	True
NC_001140.6	YHR194W	NM_001179325.1	488626	490426	30	1740	30	+	True	True
NC_001140.6	YHR195W	NM_001179326.3	490716	491742	30	966	30	+	True	True
NC_001140.6	YHR196W	NM_001179327.1	491900	493688	30	1728	30	+	True	True
NC_001140.6	YHR197W	NM_001179328.4	493865	496217	30	2292	30	+	True	True
NC_001140.6	YHR198C	NM_001179329.1	496284	497310	30	966	30	-	True	True
NC_001140.6	YHR199C	NM_001179330.3	497459	498452	30	933	30	-	True	True
NC_001140.6	YHR199C-A	NM_001184671.1	498540	498889	30	222	30	-	True	True
NC_001140.6	YHR200W	NM_001179331.3	499048	499915	30	807	30	+	True	True
NC_001140.6	YHR201C	NM_001179332.1	499919	501173	30	1194	30	-	True	True
NC_001140.6	YHR202W	NM_001179333.3	502357	504226	30	1809	30	+	True	True
NC_001140.6	YHR203C	NM_001179334.1	504445	505560	30	786	30	-	True	True
NC_001140.6	YHR204W	NM_001179335.3	506288	508739	30	2391	30	+	True	True
NC_001140.6	YHR205W	NM_001179336.1	509332	511867	30	2475	30	+	True	True
NC_001140.6	YHR206W	NM_001179337.3	512701	514630	30	1869	30	+	True	True
NC_001140.6	YHR207C	NM_001179338.1	514874	516515	30	1581	30	-	True	True
NC_001140.6	YHR208W	NM_001179339.3	517501	518743	30	1182	30	+	True	True
NC_001140.6	YHR209W	NM_001179340.1	519406	520342	30	876	30	+	True	True
NC_001140.6	YHR210C	NM_001179341.3	520681	521767	30	1026	30	-	True	True
NC_001140.6	YHR211W	NM_001179342.1	525361	528649	30	3228	30	+	True	True
NC_001140.6	YHR212W-A	NM_001184598.3	538711	538975	30	204	30	+	True	True
NC_001140.6	YHR213W	NM_001179344.1	539120	539777	30	597	30	+	True	True
NC_001140.6	YHR213W-A	NM_001184599.3	540518	540812	30	234	30	+	True	True
NC_001140.6	YHR213W-B	NM_001184600.1	540769	541129	30	300	30	+	True	True
NC_001140.6	YHR214W	NM_001179345.3	541620	542292	30	612	30	+	True	True
NC_001140.6	YHR214C-B	NM_001181431.2	543933	549376	30	5382	30	-	True	True
NC_001140.6	YHR214C-C	NM_001184437.3	547879	549376	30	1437	30	-	True	True
NC_001140.6	YHR214C-D	NM_001184601.1	550617	550971	30	294	30	-	True	True
NC_001140.6	YHR214C-E	NM_001184602.3	551169	551529	30	300	30	-	True	True
NC_001140.6	YHR215W	NM_001179346.1	552068	553532	30	1404	30	+	True	True
NC_001140.6	YHR216W	NM_001179347.3	554365	555997	30	1572	30	+	True	True
NC_001140.6	YHR218W	NM_001179349.1	557983	559954	30	1812	30	+	True	True
NC_001140.6	YHR219W	NM_001179350.3	560142	562077	30	1875	30	+	True	True
NC_001141.2	YIL177C	NM_001179522.1	452	6177	30	5277	30	-	True	True
NC_001141.2	YIL176C	NM_001179521.1	8762	9185	30	363	30	-	True	True
NC_001141.2	YIL173W	NM_001179519.1	11461	16171	30	4650	30	+	True	True
NC_001141.2	YIL172C	NM_001179518.1	16753	18583	30	1770	30	-	True	True
NC_001141.2	YIL169C	NM_001179517.1	23088	26136	30	2988	30	-	True	True
NC_001141.2	YIL167W	YIL167W	29001	30078	30	1017	30	+	True	True
NC_001141.2	YIL166C	NM_001179514.1	30907	32596	30	1629	30	-	True	True
NC_001141.2	YIL165C	NM_001179513.1	33687	34107	30	360	30	-	True	True
NC_001141.2	YIL164C	NM_001179512.1	34056	34716	30	600	30	-	True	True
NC_001141.2	YIL163C	NM_001270749.1	36868	37282	30	354	30	-	True	True
NC_001141.2	YIL162W	NM_001179510.1	37354	39013	30	1599	30	+	True	True
NC_001141.2	YIL161W	NM_001179509.1	39402	40170	30	708	30	+	True	True
NC_001141.2	YIL160C	NM_001179508.1	40160	41474	30	1254	30	-	True	True
NC_001141.2	YIL159W	NM_001179507.1	41794	45982	30	4128	30	+	True	True
NC_001141.2	YIL158W	NM_001179506.3	46170	46845	30	615	30	+	True	True
NC_001141.2	YIL157C	NM_001179505.1	46918	47572	30	594	30	-	True	True
NC_001141.2	YIL156W-B	NM_001184521.1	47659	48003	30	222	30	+	True	True
NC_001141.2	YIL156W	NM_001179504.1	48060	51336	30	3216	30	+	True	True
NC_001141.2	YIL155C	NM_001179503.1	51728	53738	30	1950	30	-	True	True
NC_001141.2	YIL154C	NM_001179502.3	53950	55051	30	1041	30	-	True	True
NC_001141.2	YIL153W	NM_001179501.1	55167	56409	30	1182	30	+	True	True
NC_001141.2	YIL152W	NM_001179500.1	56514	57282	30	708	30	+	True	True
NC_001141.2	YIL151C	NM_001179499.1	57307	60724	30	3357	30	-	True	True
NC_001141.2	YIL150C	NM_001179498.1	60982	62758	30	1716	30	-	True	True
NC_001141.2	YIL149C	NM_001179497.3	62997	68097	30	5040	30	-	True	True
NC_001141.2	YIL148W	NM_001179496.1	68677	69558	30	387	30	+	True	True
NC_001141.2	YIL147C	NM_001179495.1	69760	73483	30	3663	30	-	True	True
NC_001141.2	YIL146C	NM_001179494.1	74153	75803	30	1590	30	-	True	True
NC_001141.2	YIL145C	NM_001179493.1	76323	77313	30	930	30	-	True	True
NC_001141.2	YIL144W	NM_001179492.3	78043	80179	30	2076	30	+	True	True
NC_001141.2	YIL143C	NM_001179491.1	80479	83071	30	2532	30	-	True	True
NC_001141.2	YIL142W	NM_001179490.1	83271	84915	30	1584	30	+	True	True
NC_001141.2	YIL140W	NM_001179488.1	85335	87867	30	2472	30	+	True	True
NC_001141.2	YIL139C	NM_001179487.1	87948	88746	30	738	30	-	True	True
NC_001141.2	YIL138C	NM_001179486.3	89199	89745	30	486	30	-	True	True
NC_001141.2	YIL137C	NM_001179485.1	89917	92818	30	2841	30	-	True	True
NC_001141.2	YIL136W	NM_001179484.1	93588	94830	30	1182	30	+	True	True
NC_001141.2	YIL135C	NM_001179483.1	95034	96405	30	1311	30	-	True	True
NC_001141.2	YIL134C-A	NM_001184555.1	96491	96755	30	204	30	-	True	True
NC_001141.2	YIL134W	NM_001179482.3	97364	98360	30	936	30	+	True	True
NC_001141.2	YIL133C	NM_001179481.1	98496	99446	30	600	30	-	True	True
NC_001141.2	YIL132C	NM_001179480.1	99829	100531	30	642	30	-	True	True
NC_001141.2	YIL131C	NM_001179479.1	100750	102265	30	1455	30	-	True	True
NC_001141.2	YIL130W	NM_001179478.1	102751	105706	30	2895	30	+	True	True
NC_001141.2	YIL129C	NM_001179477.3	106076	113267	30	7131	30	-	True	True
NC_001141.2	YIL128W	NM_001179476.1	113775	116934	30	3099	30	+	True	True
NC_001141.2	YIL127C	NM_001179475.1	116993	117674	30	621	30	-	True	True
NC_001141.2	YIL126W	NM_001179474.1	117961	122101	30	4080	30	+	True	True
NC_001141.2	YIL125W	NM_001179473.1	122658	125763	30	3045	30	+	True	True
NC_001141.2	YIL124W	NM_001179472.3	126173	127127	30	894	30	+	True	True
NC_001141.2	YIL123W	NM_001179471.2	128120	129611	30	1431	30	+	True	True
NC_001141.2	YIL122W	NM_001179470.1	130579	131695	30	1056	30	+	True	True
NC_001141.2	YIL121W	NM_001179469.1	132213	133902	30	1629	30	+	True	True
NC_001141.2	YIL120W	NM_001179468.1	134386	136138	30	1692	30	+	True	True
NC_001141.2	YIL119C	NM_001179467.3	136623	137907	30	1224	30	-	True	True
NC_001141.2	YIL118W	NM_001179466.1	139721	140477	30	696	30	+	True	True
NC_001141.2	YIL117C	NM_001179465.1	140582	141599	30	957	30	-	True	True
NC_001141.2	YIL116W	NM_001179464.1	142897	144115	30	1158	30	+	True	True
NC_001141.2	YIL115C	NM_001179463.1	144296	148739	30	4383	30	-	True	True
NC_001141.2	YIL114C	NM_001179462.3	149112	150018	30	846	30	-	True	True
NC_001141.2	YIL113W	NM_001179461.1	150528	151218	30	630	30	+	True	True
NC_001141.2	YIL112W	NM_001179460.1	151564	154876	30	3252	30	+	True	True
NC_001141.2	YIL111W	NM_001179459.1	155191	155795	30	456	30	+	True	True
NC_001141.2	YIL110W	NM_001179458.1	156014	157208	30	1134	30	+	True	True
NC_001141.2	YIL109C	NM_001179457.3	157354	160195	30	2781	30	-	True	True
NC_001141.2	YIL108W	NM_001179456.1	160856	163007	30	2091	30	+	True	True
NC_001141.2	YIL107C	NM_001179455.1	163247	165791	30	2484	30	-	True	True
NC_001141.2	YIL106W	NM_001179454.1	166384	167474	30	945	30	+	True	True
NC_001141.2	YIL105C	NM_001179453.1	167550	169671	30	2061	30	-	True	True
NC_001141.2	YIL105W-A	NM_001270750.1	167633	167834	30	141	30	+	True	True
NC_001141.2	YIL104C	NM_001179452.3	169951	171535	30	1524	30	-	True	True
NC_001141.2	YIL103W	NM_001179451.1	171720	173058	30	1278	30	+	True	True
NC_001141.2	YIL102C-A	NM_001184686.1	173334	173622	30	228	30	-	True	True
NC_001141.2	YIL102C	NM_001179450.1	174551	174917	30	306	30	-	True	True
NC_001141.2	YIL101C	NM_001179449.1	175276	177280	30	1944	30	-	True	True
NC_001141.2	YIL099W	NM_001179447.3	177973	179683	30	1650	30	+	True	True
NC_001141.2	YIL098C	NM_001179446.3	179741	180269	30	468	30	-	True	True
NC_001141.2	YIL097W	NM_001179445.1	180396	182007	30	1551	30	+	True	True
NC_001141.2	YIL096C	NM_001179444.1	182086	183157	30	1011	30	-	True	True
NC_001141.2	YIL095W	NM_001179443.1	183906	186399	30	2433	30	+	True	True
NC_001141.2	YIL094C	NM_001179442.1	186486	187662	30	1116	30	-	True	True
NC_001141.2	YIL093C	NM_001179441.3	187959	188814	30	795	30	-	True	True
NC_001141.2	YIL092W	NM_001179440.3	189035	190997	30	1902	30	+	True	True
NC_001141.2	YIL091C	NM_001179439.1	190999	193225	30	2166	30	-	True	True
NC_001141.2	YIL090W	NM_001179438.1	193564	195100	30	1476	30	+	True	True
